,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290
no_ortho_GintestinalisAssemblageEP1,pa141,fecost,glc__D,gal,pa160,colipap,gam,ascb__L,cys__L,adprib,pe1819Z1845Z9Z12Z15Z,4h3npacald,k,enlipidA,pgp18111Z160,h2o2,fe3,pa181,pe1819Z1819Z,fecrm,pg1819Z160,glyb,enlipidA_LptA,so4,enter,glyc3p,ps181,starch1200,pg181,chols,pro__L,colipa,ni2,sbt__D,orn,zn2,glucan6,protein,taur,kdo2lipid4,ddca,dca,pg18111Z160,pgp1819Z160,ocdcea,chtbs,actn__R,no3,ttdca,fe3dcit,tsul,eca4colipa,histrphis,mn2,mobd,nad,pail1819Z160,acmana,ile__L,mnl,pullulan1200,cd2,pe1801835Z9Z12Z,pg180,pgp141,met__D,nmn,o16a4colipa,thrhishis,zymst,amp,pe140,asn__L,glucan1500,ps160,pe1801845Z9Z12Z15Z,cit,tchola,met__L,so3,ps140,pgp161,hghhlipan,arbt,lipa,pe181,pe1819Z1835Z9Z12Z,ferrich,pail18111Z160,val__L,crn__D,crn,pe1819Z1829Z12Z,pe120,asp__L,na1,tyrphetyr,nh4,ptrc,isetac,mg2,tre,ps120,h,lipa_cold,feoxam,pe141,ocdca,ac,hghhlipa,acolipa,3ntym,co2,pe18111Z1845Z9Z12Z15Z,ps161,pe18111Z1829Z12Z,malt,ps180,inost,pgp180,tungs,sucr,cobalt2,hco3,chitob,spmd,pe18111Z1835Z9Z12Z,pi,LptA,pe1801819Z,prolb,fe3hox,ctbt,acmum,hxa,pa120,octa,gthrd,phephethr,pgp181,pgp120,salchs4,pa180,enlipa,pa140,pg120,manglyc,epist,pe1829Z12Z1835Z9Z12Z,pgp160,acgam,pg141,h2o,lys__L,butso3,pe160,fru,arg__L,fe2,pgp140,cu2,ergst,cpgn,ca2,o2,lanost,hdcea,pg161,chol,pe1801829Z12Z,leu__L,ala__L,pheme,pg160,ps141,galt,gthox,pg140,pe18111Z1819Z,cro4,pa161,malttr,gln__L,ttdcea,pe161,hdca,thr__L,arbtn_fe3,man,pe180,arsenb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TtheileriEdinburg,pa141,fecost,mettrpphe,glc__D,lcts,gal,glu__L,pa160,colipap,gam,ascb__L,cys__L,hexc,pe1819Z1845Z9Z12Z15Z,k,enlipidA,pgp18111Z160,gmp,fe3,pa181,pe1819Z1819Z,fecrm,pg1819Z160,glyb,enlipidA_LptA,his__L,so4,enter,glyc3p,thm,ps181,LalaDgluMdap,pg181,pro__L,colipa,ni2,sbt__D,orn,zn2,glucan6,protein,taur,kdo2lipid4,ddca,dca,pg18111Z160,pgp1819Z160,ocdcea,chtbs,clpn141,LalaDgluMdapDala,actn__R,no3,ttdca,ser__L,tsul,eca4colipa,mn2,mobd,gly,pail1819Z160,acmana,ile__L,mnl,cd2,pe1801835Z9Z12Z,pg180,pgp141,met__D,o16a4colipa,zymst,pe140,asn__L,ps160,pe1801845Z9Z12Z15Z,cit,tchola,tyr__L,met__L,so3,ps140,pgp161,hghhlipan,pqh2,cu,arbt,lipa,pe181,pe1819Z1835Z9Z12Z,ferrich,metox,pail18111Z160,val__L,crn__D,crn,pe1819Z1829Z12Z,glyald,pe120,urea,asp__L,na1,nh4,ptrc,isetac,mg2,tre,ps120,h,lipa_cold,feoxam,pe141,ocdca,ac,hghhlipa,acolipa,rib__D,co2,pe18111Z1845Z9Z12Z15Z,ps161,pe18111Z1829Z12Z,malt,ps180,inost,pgp180,tungs,sucr,cobalt2,hco3,pq,chitob,spmd,pe18111Z1835Z9Z12Z,pi,LptA,pe1801819Z,prolb,fe3hox,ctbt,acmum,arab__L,hxa,pa120,octa,gthrd,phephethr,pgp181,pgp120,galur,salchs4,pa180,enlipa,pa140,pg120,manglyc,metox__R,epist,pe1829Z12Z1835Z9Z12Z,pgp160,g1p,acgam,pg141,glyc,glcur,h2o,all__D,lys__L,butso3,pe160,fru,arg__L,fe2,xyl__D,pgp140,cu2,ergst,cl,cpgn,ca2,lanost,hdcea,pg161,pe1801829Z12Z,leu__L,ala__L,glucan4,pheme,gm1lipa,pg160,ps141,galt,gm2lipa,pg140,arab__D,pe18111Z1819Z,cro4,pa161,gdp,gln__L,ttdcea,pe161,hdca,thr__L,arbtn_fe3,man,drib,pe180,arsenb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_ThominisUnknow,pa141,fecost,glc__D,glu__L,pa160,colipap,maltpt,adprib,cys__L,pe1819Z1845Z9Z12Z15Z,k,enlipidA,pgp18111Z160,h2o2,fe3,pa181,pe1819Z1819Z,fecrm,pg1819Z160,glyb,enlipidA_LptA,so4,enter,cellb,thm,ps181,pg181,pro__L,colipa,ni2,manb,lido,zn2,glucan6,protein,taur,kdo2lipid4,ddca,dca,pg18111Z160,pgp1819Z160,ocdcea,glntyrleu,ttdca,maltttr,tsul,eca4colipa,hislysthr,mn2,mobd,malthx,nad,pail1819Z160,pg180,pe1801835Z9Z12Z,valleuphe,pgp141,nmn,o16a4colipa,argserser,zymst,amp,pe140,glucan1500,ps160,pe1801845Z9Z12Z15Z,cit,so3,ps140,pgp161,hghhlipan,cu,lipa,pe181,cgly,cell4,pe1819Z1835Z9Z12Z,ferrich,pail18111Z160,crn,pe1819Z1829Z12Z,pe120,asp__L,na1,pap,degly,ptrc,isetac,mg2,tre,ps120,h,lipa_cold,feoxam,pe141,mantr,ocdca,hghhlipa,acolipa,egly,rib__D,ileasnhis,pe18111Z1845Z9Z12Z15Z,ps161,valtrpval,pe18111Z1829Z12Z,malt,leuleutrp,ps180,inost,pgp180,salchs2fe,tungs,sucr,cobalt2,chitob,spmd,pe18111Z1835Z9Z12Z,pi,meglyxyl,LptA,14glucan,pe1801819Z,fe3dhbzs,fe3hox,hxa,pa120,malthp,octa,gthrd,pgp181,pgp120,salchs4,pa180,enlipa,pa140,pg120,epist,pe1829Z12Z1835Z9Z12Z,pgp160,salchs4fe,glcglyc,pg141,h2o,butso3,feenter,pe160,thrilearg,fe2,26dmani,xyl__D,pgp140,cu2,ergst,cpgn,ca2,lanost,hdcea,pg161,chol,pe1801829Z12Z,lystyrile,pheme,hislysile,pg160,ps141,hislysval,pg140,gthox,pe18111Z1819Z,cro4,pa161,malttr,manttr,ttdcea,pe161,hdca,arbtn_fe3,ferxa,metmetile,cell6,pe180,lyslyslys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_LpanamensisMHOMCOL81L1,pa141,fecost,glc__D,lcts,gal,glu__L,pa160,colipap,gam,ascb__L,cys__L,hexc,pe1819Z1845Z9Z12Z15Z,k,enlipidA,pgp18111Z160,gmp,fe3,pa181,pe1819Z1819Z,fecrm,pg1819Z160,glyb,enlipidA_LptA,g3pi,so4,enter,glyc3p,pentso3,thm,xylan4,ps181,but,LalaDgluMdap,chols,pg181,pro__L,colipa,ni2,sbt__D,orn,zn2,glucan6,g3pc,protein,taur,met_L_ala__L,kdo2lipid4,ddca,dca,pg18111Z160,pgp1819Z160,ocdcea,chtbs,LalaDgluMdapDala,actn__R,no3,3mb,ttdca,fe3dcit,tsul,eca4colipa,mn2,mobd,pail1819Z160,acmana,ile__L,mnl,cd2,pe1801835Z9Z12Z,glyc2p,pg180,pgp141,met__D,ethso3,o16a4colipa,nmn,thrhishis,zymst,pe140,asn__L,ps160,pe1801845Z9Z12Z15Z,tchola,tyr__L,met__L,ps140,pgp161,hghhlipan,pqh2,cu,arbt,gly_asn__L,lipa,pe181,cgly,pe1819Z1835Z9Z12Z,ibt,metox,ferrich,pail18111Z160,crn__D,crn,pe1819Z1829Z12Z,glyald,g3pg,pe120,urea,asp__L,na1,nh4,ptrc,isetac,mg2,tre,ala_L_asp__L,h,lipa_cold,ps120,feoxam,pe141,mso3,ocdca,ac,hghhlipa,acolipa,rib__D,sulfac,co2,pe18111Z1845Z9Z12Z15Z,ps161,valtrpval,pe18111Z1829Z12Z,gly_asp__L,malt,ps180,inost,ala_L_Thr__L,pgp180,gly_met__L,pta,sucr,cobalt2,hco3,pq,chitob,spmd,pe18111Z1835Z9Z12Z,pi,LptA,pe1801819Z,prolb,fe3hox,thrthrarg,ctbt,acmum,hxa,pa120,octa,gthrd,phephethr,pgp181,pgp120,salchs4,pa180,enlipa,pa140,pg120,manglyc,metox__R,epist,pe1829Z12Z1835Z9Z12Z,pgp160,g1p,acgam,pg141,glyc,h2o,all__D,alaala,lys__L,butso3,pe160,fru,arg__L,fe2,xyl__D,pgp140,g3pe,cu2,ergst,cpgn,ca2,o2,lanost,hdcea,pg161,chol,pe1801829Z12Z,leu__L,glucan4,pheme,gm1lipa,pg160,ps141,galt,gm2lipa,pg140,pe18111Z1819Z,L_alagly,pa161,gdp,gln__L,ttdcea,pe161,g3ps,hdca,arbtn_fe3,man,drib,pe180,arsenb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TgondiiVE,pa141,murein5p3p,fecost,glc__D,gal,crm,glu__L,pa160,4abut,colipap,maltpt,adprib,cys__L,pe1819Z1845Z9Z12Z15Z,k,enlipidA,pgp18111Z160,argarg,fe3,pa181,citr__L,gal__L,pe1819Z1819Z,pg1819Z160,enlipidA_LptA,glyb,g3pi,so4,enter,glyc3p,ps181,sprm,pg181,pro__L,colipa,ni2,lido,orn,zn2,g3pc,protein,taur,kdo2lipid4,ddca,dca,pg18111Z160,pgp1819Z160,ocdcea,actn__R,no3,ttdca,fe3dcit,maltttr,tsul,eca4colipa,ser__L,hislysthr,mn2,mobd,malthx,nad,pail1819Z160,pg180,ile__L,pe1801835Z9Z12Z,glyc2p,pyr,pgp141,met__D,lipoate,o16a4colipa,sphmyln,zymst,succ,pe140,asn__L,ps160,pe1801845Z9Z12Z15Z,cit,tchola,tyr__L,murein5px3p,met__L,so3,ps140,pgp161,lac__L,hghhlipan,ncam,cu,no2,lipa,pe181,trp__L,pe1819Z1835Z9Z12Z,pail18111Z160,val__L,crn,pe1819Z1829Z12Z,fum,g3pg,pe120,asp__L,na1,degly,ptrc,isetac,mg2,ps120,h,lipa_cold,pe141,ocdca,ac,hghhlipa,acolipa,egly,rib__D,pe18111Z1845Z9Z12Z15Z,ps161,chsterol,pe18111Z1829Z12Z,malt,ps180,inost,pgp180,tungs,cobalt2,hco3,chitob,spmd,pe18111Z1835Z9Z12Z,pi,meglyxyl,LptA,14glucan,pe1801819Z,murein3px3p,hxa,pa120,octa,gthrd,pgp181,pgp120,salchs4,pa180,enlipa,pa140,pg120,epist,pe1829Z12Z1835Z9Z12Z,pgp160,g1p,pg141,glyc,h2o,butso3,pe160,fru,arg__L,fe2,murein3p3p,26dmani,xyl__D,pgp140,g3pe,cu2,ergst,cl,ca2,pnto__R,lanost,hdcea,pg161,chol,pe1801829Z12Z,etha,for,leu__L,ala__L,pheme,mal__L,pg160,ps141,phethrlys,pg140,pe18111Z1819Z,cro4,pa161,malttr,gln__L,ttdcea,pe161,g3ps,hdca,man,drib,pe180,lyslyslys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_ChominisTU502_201,pa141,fecost,glc__D,gal,pa160,colipap,cys__L,dextrin,pe1819Z1845Z9Z12Z15Z,k,enlipidA,pgp18111Z160,lysvalphe,fe3,pa181,pe1819Z1819Z,fecrm,pg1819Z160,enlipidA_LptA,so4,enter,glyc3p,ps181,starch1200,pg181,colipa,ni2,trpmetval,orn,lido,zn2,protein,taur,kdo2lipid4,ddca,dca,pg18111Z160,pgp1819Z160,ocdcea,3hcinnm,actn__R,thrmetarg,amet,ttdca,tsul,eca4colipa,hislysthr,mn2,mobd,pail1819Z160,3hpppn,ile__L,pe1801835Z9Z12Z,pg180,pgp141,ethso3,o16a4colipa,amylose300,argserser,zymst,starch,pe140,asn__L,ps160,pe1801845Z9Z12Z15Z,cit,tchola,tyr__L,ps140,pgp161,hghhlipan,cu,lipa,pe181,pe1819Z1835Z9Z12Z,pail18111Z160,pe1819Z1829Z12Z,pe120,na1,pap,degly,ptrc,isetac,mg2,ps120,h,lipa_cold,feoxam,pe141,mso3,ocdca,ac,hghhlipa,acolipa,egly,sulfac,pe18111Z1845Z9Z12Z15Z,ps161,pe18111Z1829Z12Z,malt,ps180,inost,pgp180,salchs2fe,Lcyst,cobalt2,chitob,spmd,pe18111Z1835Z9Z12Z,meglyxyl,LptA,pe1801819Z,fe3dhbzs,fe3hox,thrthrarg,hxa,pa120,octa,gthrd,pgp181,pgp120,salchs4,pa180,enlipa,pa140,pg120,epist,pe1829Z12Z1835Z9Z12Z,pgp160,salchs4fe,pg141,h2o,butso3,glycogen1500,feenter,pe160,fru,fe2,26dmani,xyl__D,pgp140,cu2,ergst,cpgn,ca2,lanost,hdcea,pg161,pe1801829Z12Z,leu__L,pheme,pg160,ps141,phethrlys,galctn__D,pg140,pe18111Z1819Z,pa161,malttr,gln__L,ttdcea,pe161,hdca,arbtn_fe3,man,pe180,lyslyslys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_BbovisT2B,pa141,glc__D,gal,ahcys,pa160,cys__L,pe1819Z1845Z9Z12Z15Z,k,pgp18111Z160,h2o2,fe3,pa181,pe1819Z1819Z,fecrm,pg1819Z160,enter,cellb,trpthrile,ps181,pg181,colipa,ni2,manb,orn,zn2,glucan6,protein,taur,kdo2lipid4,ddca,dca,pg18111Z160,pgp1819Z160,ocdcea,ttdca,mn2,akg,pail1819Z160,pg180,pe1801835Z9Z12Z,valleuphe,pgp141,alalysthr,ileprolys,aspvalasn,leuasnasp,pe140,glucan1500,ps160,pe1801845Z9Z12Z15Z,cit,tchola,serphelys,ps140,pgp161,hghhlipan,cu,no2,lipa,pe181,pe1819Z1835Z9Z12Z,cell4,ferrich,pail18111Z160,pe1819Z1829Z12Z,pe120,na1,pap,isetac,mg2,ps120,h,lipa_cold,feoxam,pe141,mantr,ocdca,ac,hghhlipa,ileasnhis,focytc6,rib__D,pe18111Z1845Z9Z12Z15Z,ps161,pe18111Z1829Z12Z,ps180,inost,pgp180,ficytc6,pcox,hco3,chitob,pe18111Z1835Z9Z12Z,pi,pe1801819Z,fe3hox,hxa,pa120,octa,gthrd,pgp181,pgp120,lyspheile,salchs4,pa180,pa140,pg120,pe1829Z12Z1835Z9Z12Z,pgp160,pg141,h2o,all__D,butso3,oaa,pe160,arg__L,fe2,thrasntyr,xyl__D,pgp140,cu2,cpgn,ca2,o2,hdcea,pg161,lystyrile,pe1801829Z12Z,for,mal__L,pg160,ps141,gthox,pg140,pe18111Z1819Z,pa161,manttr,ttdcea,pe161,hdca,arbtn_fe3,pcrd,cell6,pe180,lyslyslys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EpraecoxHoughto,cbl2,pa141,fecost,tmp,glc__D,pa160,colipap,pe1819Z1845Z9Z12Z15Z,k,enlipidA,pgp18111Z160,fe3,pa181,tyrtrpphe,pe1819Z1819Z,pg1819Z160,enlipidA_LptA,glyb,his__L,so4,enter,phetyrlys,ps181,pg181,chols,pro__L,colipa,ni2,lido,zn2,protein,taur,kdo2lipid4,ddca,dca,pg18111Z160,pgp1819Z160,ocdcea,actn__R,ttdca,ser__L,tsul,eca4colipa,mn2,mobd,gly,pail1819Z160,pg180,ile__L,cd2,pe1801835Z9Z12Z,pgp141,met__D,ethso3,o16a4colipa,argphearg,zymst,pe140,asn__L,ps160,pe1801845Z9Z12Z15Z,met__L,so3,ps140,pgp161,argarglys,hghhlipan,cu,lipa,pe181,pe1819Z1835Z9Z12Z,pail18111Z160,val__L,crn__D,crn,pe1819Z1829Z12Z,pe120,asp__L,na1,pap,degly,nh4,ptrc,isetac,mg2,tre,ps120,h,lipa_cold,pe141,mso3,ocdca,ac,hghhlipa,acolipa,egly,rib__D,sulfac,pe18111Z1845Z9Z12Z15Z,ps161,pe18111Z1829Z12Z,ps180,pgp180,tungs,Lcyst,cobalt2,spmd,pe18111Z1835Z9Z12Z,meglyxyl,LptA,pe1801819Z,prolb,ctbt,hxa,pa120,octa,pgp181,pgp120,galur,salchs4,lyslyslys,pa180,enlipa,pa140,pg120,epist,pe1829Z12Z1835Z9Z12Z,pgp160,pg141,glcur,h2o,butso3,pe160,fe2,26dmani,xyl__D,pgp140,cu2,ergst,ca2,pnto__R,lanost,hdcea,pg161,chol,pe1801829Z12Z,leu__L,ala__L,pg160,ps141,pg140,gthox,pe18111Z1819Z,cro4,pa161,gln__L,ttdcea,pe161,hdca,thr__L,pe180,arsenb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EacervulinaHoughto,cbl2,pa141,fecost,glc__D,gal,pa160,colipap,cys__L,pe1819Z1845Z9Z12Z15Z,k,enlipidA,pgp18111Z160,gmp,fe3,pa181,pe1819Z1819Z,pg1819Z160,enlipidA_LptA,glyb,g3pi,his__L,so4,glyc3p,thm,ps181,but,pg181,chols,pro__L,colipa,ni2,lido,zn2,g3pc,protein,taur,kdo2lipid4,ddca,dca,pg18111Z160,pgp1819Z160,ocdcea,actn__R,no3,3mb,ttdca,ser__L,tsul,eca4colipa,istnt,mn2,mobd,gly,pail1819Z160,pg180,ile__L,cd2,pe1801835Z9Z12Z,glyc2p,pgp141,met__D,o16a4colipa,zymst,eths,pe140,ps160,pe1801845Z9Z12Z15Z,cit,tchola,met__L,buts,ps140,pgp161,hghhlipan,cu,no2,lipa,pe181,pe1819Z1835Z9Z12Z,ibt,pail18111Z160,val__L,crn__D,crn,pe1819Z1829Z12Z,g3pg,pe120,na1,degly,nh4,ptrc,mg2,ps120,h,lipa_cold,pe141,mso3,ocdca,ac,hghhlipa,acolipa,egly,rib__D,pe18111Z1845Z9Z12Z15Z,ps161,pe18111Z1829Z12Z,malt,ps180,inost,pgp180,pta,sucr,Lcyst,cobalt2,hco3,chitob,spmd,pe18111Z1835Z9Z12Z,pi,meglyxyl,LptA,pe1801819Z,prolb,ctbt,hxa,arab__L,sula,pa120,octa,asntyrphe,gthrd,pgp181,pgp120,galur,lyslyslys,pa180,enlipa,pa140,pg120,asnpheasp,epist,pe1829Z12Z1835Z9Z12Z,pgp160,glcglyc,pg141,glcur,h2o,pe160,fe2,26dmani,xyl__D,pgp140,g3pe,cu2,ergst,ca2,lanost,hexs,hdcea,pg161,mops,asnasnarg,chol,pe1801829Z12Z,for,leu__L,ala__L,pheme,pg160,ps141,pg140,pe18111Z1819Z,pa161,trpaspasp,gdp,gln__L,ttdcea,pe161,g3ps,hdca,thr__L,drib,pe180,arsenb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PgaboniG0,pa141,fecost,glc__D,gal,pa160,adprib,pe1819Z1845Z9Z12Z15Z,k,pgp18111Z160,h2o2,fe3,pa181,pail,pe1819Z1819Z,pg1819Z160,glyb,so4,enter,ps181,pg181,pro__L,colipa,ni2,orn,zn2,protein,taur,kdo2lipid4,ddca,dca,pg18111Z160,pgp1819Z160,ocdcea,actn__R,ttdca,tsul,hislysthr,mn2,mobd,nad,pail1819Z160,pg180,cd2,pe1801835Z9Z12Z,pgp141,met__D,nmn,fad,zymst,amp,pe140,ps160,pe1801845Z9Z12Z15Z,cit,tchola,met__L,ps140,pgp161,lac__L,hghhlipan,cu,no2,lipa,pe181,pe1819Z1835Z9Z12Z,ferrich,hb,pail18111Z160,pe1819Z1829Z12Z,glyald,pe120,urea,na1,nh4,ptrc,mg2,ps120,h,lipa_cold,pe141,ocdca,ac,hghhlipa,rib__D,co2,pe18111Z1845Z9Z12Z15Z,ps161,hemozoin,pe18111Z1829Z12Z,malt,ps180,pgp180,tungs,cobalt2,chitob,spmd,pe18111Z1835Z9Z12Z,pi,pe1801819Z,thrthrarg,hxa,arab__L,pa120,octa,gthrd,pgp181,pgp120,lyspheile,salchs4,pa180,pa140,pg120,thmmp,pe1829Z12Z1835Z9Z12Z,epist,pgp160,pg141,glyc,h2o,glycogen1500,ptd1ino,pe160,fru,fe2,xyl__D,pgp140,pe,cu2,ergst,ca2,lanost,hdcea,pg161,chol,pe1801829Z12Z,lystyrile,for,pheme,hislysile,pg160,ps141,pg140,gthox,pe18111Z1819Z,pa161,ttdcea,pe161,hdca,man,ileargile,pe180,lyslyslys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_Pknowlesi,pa141,fecost,glc__D,gal,hxan,pa160,colipap,cys__L,pe1819Z1845Z9Z12Z15Z,k,enlipidA,pgp18111Z160,h2o2,gmp,fe3,pa181,pail,pe1819Z1819Z,pg1819Z160,enlipidA_LptA,glyb,so4,enter,ps181,pg181,pro__L,colipa,ni2,orn,zn2,glucan6,protein,taur,kdo2lipid4,ddca,dca,pg18111Z160,pgp1819Z160,ocdcea,ttdca,tsul,eca4colipa,mn2,mobd,pail1819Z160,pg180,cd2,pe1801835Z9Z12Z,pgp141,met__D,nmn,o16a4colipa,zymst,pe140,glucan1500,ps160,pe1801845Z9Z12Z15Z,cit,tchola,met__L,so3,ps140,5fthf,pgp161,lac__L,hghhlipan,cu,ade,no2,lipa,pe181,pe1819Z1835Z9Z12Z,metox,hb,pail18111Z160,pe1819Z1829Z12Z,glyald,pe120,urea,na1,nh4,ptrc,mg2,ps120,h,lipa_cold,pe141,ocdca,ac,hghhlipa,acolipa,focytc6,rib__D,co2,pe18111Z1845Z9Z12Z15Z,ps161,hemozoin,pe18111Z1829Z12Z,ps180,pgp180,tungs,ficytc6,cobalt2,pcox,chitob,spmd,pe18111Z1835Z9Z12Z,pi,LptA,pe1801819Z,thrthrarg,hxa,arab__L,pa120,octa,gthrd,pgp181,pgp120,lyspheile,salchs4,pa180,enlipa,pa140,pg120,metox__R,epist,pe1829Z12Z1835Z9Z12Z,pgp160,thmmp,pg141,glyc,h2o,ptd1ino,pe160,fru,arg__L,fe2,xyl__D,pgp140,pe,cu2,ergst,ca2,o2,lanost,dad_2,hdcea,pg161,chol,pe1801829Z12Z,lystyrile,for,pheme,gua,lpam,pg160,ps141,pg140,gthox,pe18111Z1819Z,cro4,pa161,gdp,gln__L,ttdcea,pe161,hdca,gsn,man,pcrd,ileargile,drib,orot,pe180,lyslyslys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TequiW,cbl2,pa141,4hbald,glc__D,lcts,gal,pa160,cys__L,pe1819Z1845Z9Z12Z15Z,k,4crsol,pgp18111Z160,h2o2,fe3,pa181,pe1819Z1819Z,pg1819Z160,enter,trpthrile,ps181,pg181,colipa,ni2,orn,zn2,protein,taur,kdo2lipid4,ddca,dca,pg18111Z160,pgp1819Z160,ocdcea,amet,ttdca,4hba,mn2,mobd,ppco,akg,pail1819Z160,pg180,pe1801835Z9Z12Z,valleuphe,serlyshis,pgp141,alalysthr,ethso3,glcman6,ileprolys,succ,aspvalasn,leuasnasp,pe140,ppcr,ps160,pe1801845Z9Z12Z15Z,cit,tchola,serphelys,ps140,pgp161,hghhlipan,cu,lipa,pe181,pe1819Z1835Z9Z12Z,pail18111Z160,pe1819Z1829Z12Z,fum,pe120,na1,isetac,mg2,glcman600,ps120,h,lipa_cold,pe141,mso3,ocdca,ac,hghhlipa,ileasnhis,focytc6,rib__D,sulfac,pe18111Z1845Z9Z12Z15Z,ps161,pe18111Z1829Z12Z,ps180,inost,pgp180,ficytc6,pcox,chitob,pe18111Z1835Z9Z12Z,pi,pe1801819Z,hxa,arab__L,coa,pa120,octa,gthrd,pgp181,pgp120,salchs4,pa180,pa140,pg120,pe1829Z12Z1835Z9Z12Z,pgp160,pg141,h2o,all__D,butso3,oaa,pe160,fru,arg__L,fe2,thrasntyr,pgp140,cu2,ca2,o2,hdcea,pg161,lystyrile,pe1801829Z12Z,for,pheme,mal__L,pg160,ps141,gthox,pg140,pe18111Z1819Z,pa161,ttdcea,pe161,hdca,man,pcrd,pe180,lyslyslys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
