,genes,gene_assoc_w_other_rxns?
MGDGW3DS1839Z12Z15Z160,frozenset({<Gene PBANKA_1416600.1-p1 at 0x7f77b36377f0>}),no
MGDGW3DS1839Z12Z15Z1627Z10Z,frozenset({<Gene PBANKA_1416600.1-p1 at 0x7f77b36377f0>}),no
MGDGW3DS1839Z12Z15Z1634Z7Z10Z,frozenset({<Gene PBANKA_1416600.1-p1 at 0x7f77b36377f0>}),no
MGDGW3DS1839Z12Z15Z1637Z10Z13Z1,frozenset({<Gene PBANKA_1416600.1-p1 at 0x7f77b36377f0>}),no
MGDGW3DS1839Z12Z15Z1637Z10Z13Z2,frozenset({<Gene PBANKA_1416600.1-p1 at 0x7f77b36377f0>}),no
MGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z1,frozenset({<Gene PBANKA_1416600.1-p1 at 0x7f77b36377f0>}),no
MGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z2,frozenset({<Gene PBANKA_1416600.1-p1 at 0x7f77b36377f0>}),no
MGDGW6DS1819Z1627Z10Z,frozenset({<Gene PBANKA_1416600.1-p1 at 0x7f77b36377f0>}),no
MGDGW6DS1829Z12Z160,frozenset({<Gene PBANKA_1416600.1-p1 at 0x7f77b36377f0>}),no
MGDGW6DS1829Z12Z1617Z,frozenset({<Gene PBANKA_1416600.1-p1 at 0x7f77b36377f0>}),no
MGDGW6DS1829Z12Z1619Z,frozenset({<Gene PBANKA_1416600.1-p1 at 0x7f77b36377f0>}),no
MGDGW6DS1829Z12Z1627Z10Z1,frozenset({<Gene PBANKA_1416600.1-p1 at 0x7f77b36377f0>}),no
MGDGW6DS1829Z12Z1627Z10Z2,frozenset({<Gene PBANKA_1416600.1-p1 at 0x7f77b36377f0>}),no
MGDGW6DS1829Z12Z1637Z10Z13Z,frozenset({<Gene PBANKA_1416600.1-p1 at 0x7f77b36377f0>}),no
MGDGW6DS1829Z12Z1644Z7Z10Z13Z,frozenset({<Gene PBANKA_1416600.1-p1 at 0x7f77b36377f0>}),no
MI1345PKn,frozenset({<Gene PBANKA_1414600.1-p1 at 0x7f77b3630f28>}),no
MI1456PKn,frozenset({<Gene PBANKA_1414600.1-p1 at 0x7f77b3630f28>}),no
MI145P6Kn,frozenset({<Gene PBANKA_1414600.1-p1 at 0x7f77b3630f28>}),no
MI145PKn,frozenset({<Gene PBANKA_1414600.1-p1 at 0x7f77b3630f28>}),no
MOBDabcpp,frozenset({<Gene PBANKA_1144100.1-p1 at 0x7f77b3630320>}),no
MSO3abcpp,frozenset({<Gene PBANKA_1010800.1-p1 at 0x7f77b3625d68>}),no
NADS1n,frozenset({<Gene PBANKA_0827500.1-p1 at 0x7f77b3630f60>}),no
NI2uabcpp,"frozenset({<Gene PBANKA_1144100.1-p1 at 0x7f77b3630320>, <Gene PBANKA_0207000.1-p1 at 0x7f77b3646630>, <Gene PBANKA_0610400.1-p1 at 0x7f77b36465c0>})",yes
NO2R,frozenset({<Gene PBANKA_1416600.1-p1 at 0x7f77b36377f0>}),no
OHPHM6n,frozenset({<Gene PBANKA_1026900.1-p1 at 0x7f77b35d40f0>}),no
ORDCh,frozenset({<Gene PBANKA_0516900.1-p1 at 0x7f77b363e240>}),no
OXOADLR,frozenset({<Gene PBANKA_1419100.1-p1 at 0x7f77b3630ac8>}),no
PA120abcpp,"frozenset({<Gene PBANKA_0608300.1-p1 at 0x7f77b3629e10>, <Gene PBANKA_1364800.1-p1 at 0x7f77b3629f28>, <Gene PBANKA_1311700.1-p1 at 0x7f77b3629fd0>, <Gene PBANKA_1353300.1-p1 at 0x7f77b3629e48>, <Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>, <Gene PBANKA_1237800.1-p1 at 0x7f77b3629dd8>})",yes
PA140abcpp,"frozenset({<Gene PBANKA_0608300.1-p1 at 0x7f77b3629e10>, <Gene PBANKA_1364800.1-p1 at 0x7f77b3629f28>, <Gene PBANKA_1311700.1-p1 at 0x7f77b3629fd0>, <Gene PBANKA_1353300.1-p1 at 0x7f77b3629e48>, <Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>, <Gene PBANKA_1237800.1-p1 at 0x7f77b3629dd8>})",yes
PA141abcpp,"frozenset({<Gene PBANKA_0608300.1-p1 at 0x7f77b3629e10>, <Gene PBANKA_1364800.1-p1 at 0x7f77b3629f28>, <Gene PBANKA_1311700.1-p1 at 0x7f77b3629fd0>, <Gene PBANKA_1353300.1-p1 at 0x7f77b3629e48>, <Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>, <Gene PBANKA_1237800.1-p1 at 0x7f77b3629dd8>})",yes
PA160abcpp,"frozenset({<Gene PBANKA_0608300.1-p1 at 0x7f77b3629e10>, <Gene PBANKA_1364800.1-p1 at 0x7f77b3629f28>, <Gene PBANKA_1311700.1-p1 at 0x7f77b3629fd0>, <Gene PBANKA_1353300.1-p1 at 0x7f77b3629e48>, <Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>, <Gene PBANKA_1237800.1-p1 at 0x7f77b3629dd8>})",yes
PA161abcpp,"frozenset({<Gene PBANKA_0608300.1-p1 at 0x7f77b3629e10>, <Gene PBANKA_1364800.1-p1 at 0x7f77b3629f28>, <Gene PBANKA_1311700.1-p1 at 0x7f77b3629fd0>, <Gene PBANKA_1353300.1-p1 at 0x7f77b3629e48>, <Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>, <Gene PBANKA_1237800.1-p1 at 0x7f77b3629dd8>})",yes
PA180abcpp,"frozenset({<Gene PBANKA_0608300.1-p1 at 0x7f77b3629e10>, <Gene PBANKA_1364800.1-p1 at 0x7f77b3629f28>, <Gene PBANKA_1311700.1-p1 at 0x7f77b3629fd0>, <Gene PBANKA_1353300.1-p1 at 0x7f77b3629e48>, <Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>, <Gene PBANKA_1237800.1-p1 at 0x7f77b3629dd8>})",yes
PA181abcpp,"frozenset({<Gene PBANKA_0608300.1-p1 at 0x7f77b3629e10>, <Gene PBANKA_1364800.1-p1 at 0x7f77b3629f28>, <Gene PBANKA_1311700.1-p1 at 0x7f77b3629fd0>, <Gene PBANKA_1353300.1-p1 at 0x7f77b3629e48>, <Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>, <Gene PBANKA_1237800.1-p1 at 0x7f77b3629dd8>})",yes
PDHam1hi,"frozenset({<Gene PBANKA_1310100.1-p1 at 0x7f77b3637438>, <Gene PBANKA_0923800.1-p1 at 0x7f77b36372b0>})",yes
PDHam2hi,"frozenset({<Gene PBANKA_1310100.1-p1 at 0x7f77b3637438>, <Gene PBANKA_0923800.1-p1 at 0x7f77b36372b0>})",yes
PDHe2hr,frozenset({<Gene PBANKA_0505000.1-p1 at 0x7f77b3646780>}),no
PDHe3hr,frozenset({<Gene PBANKA_0714900.1-p1 at 0x7f77b36297b8>}),no
PE120abcpp,"frozenset({<Gene PBANKA_1237800.1-p1 at 0x7f77b3629dd8>, <Gene PBANKA_0608300.1-p1 at 0x7f77b3629e10>, <Gene PBANKA_1364800.1-p1 at 0x7f77b3629f28>, <Gene PBANKA_1353300.1-p1 at 0x7f77b3629e48>, <Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>, <Gene PBANKA_0401200.1-p1 at 0x7f77b3630160>, <Gene PBANKA_1311700.1-p1 at 0x7f77b3629fd0>})",yes
PE140abcpp,"frozenset({<Gene PBANKA_0608300.1-p1 at 0x7f77b3629e10>, <Gene PBANKA_1364800.1-p1 at 0x7f77b3629f28>, <Gene PBANKA_1311700.1-p1 at 0x7f77b3629fd0>, <Gene PBANKA_1353300.1-p1 at 0x7f77b3629e48>, <Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>, <Gene PBANKA_1237800.1-p1 at 0x7f77b3629dd8>})",yes
PE141abcpp,"frozenset({<Gene PBANKA_0608300.1-p1 at 0x7f77b3629e10>, <Gene PBANKA_1364800.1-p1 at 0x7f77b3629f28>, <Gene PBANKA_1311700.1-p1 at 0x7f77b3629fd0>, <Gene PBANKA_1353300.1-p1 at 0x7f77b3629e48>, <Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>, <Gene PBANKA_1237800.1-p1 at 0x7f77b3629dd8>})",yes
PE160abcpp,"frozenset({<Gene PBANKA_1237800.1-p1 at 0x7f77b3629dd8>, <Gene PBANKA_0608300.1-p1 at 0x7f77b3629e10>, <Gene PBANKA_1364800.1-p1 at 0x7f77b3629f28>, <Gene PBANKA_1353300.1-p1 at 0x7f77b3629e48>, <Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>, <Gene PBANKA_0401200.1-p1 at 0x7f77b3630160>, <Gene PBANKA_1311700.1-p1 at 0x7f77b3629fd0>})",yes
PE161abcpp,"frozenset({<Gene PBANKA_1237800.1-p1 at 0x7f77b3629dd8>, <Gene PBANKA_0608300.1-p1 at 0x7f77b3629e10>, <Gene PBANKA_1364800.1-p1 at 0x7f77b3629f28>, <Gene PBANKA_1353300.1-p1 at 0x7f77b3629e48>, <Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>, <Gene PBANKA_0401200.1-p1 at 0x7f77b3630160>, <Gene PBANKA_1311700.1-p1 at 0x7f77b3629fd0>})",yes
PE180abcpp,"frozenset({<Gene PBANKA_1237800.1-p1 at 0x7f77b3629dd8>, <Gene PBANKA_0608300.1-p1 at 0x7f77b3629e10>, <Gene PBANKA_1364800.1-p1 at 0x7f77b3629f28>, <Gene PBANKA_1353300.1-p1 at 0x7f77b3629e48>, <Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>, <Gene PBANKA_0401200.1-p1 at 0x7f77b3630160>, <Gene PBANKA_1311700.1-p1 at 0x7f77b3629fd0>})",yes
PE181abcpp,"frozenset({<Gene PBANKA_1237800.1-p1 at 0x7f77b3629dd8>, <Gene PBANKA_0608300.1-p1 at 0x7f77b3629e10>, <Gene PBANKA_1364800.1-p1 at 0x7f77b3629f28>, <Gene PBANKA_1353300.1-p1 at 0x7f77b3629e48>, <Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>, <Gene PBANKA_0401200.1-p1 at 0x7f77b3630160>, <Gene PBANKA_1311700.1-p1 at 0x7f77b3629fd0>})",yes
PEPPIth,frozenset({<Gene PBANKA_1107900.1-p1 at 0x7f77b3637630>}),no
PFKh,frozenset({<Gene PBANKA_0816400.1-p1 at 0x7f77b36299b0>}),no
PG120abcpp,"frozenset({<Gene PBANKA_0608300.1-p1 at 0x7f77b3629e10>, <Gene PBANKA_1364800.1-p1 at 0x7f77b3629f28>, <Gene PBANKA_1311700.1-p1 at 0x7f77b3629fd0>, <Gene PBANKA_1353300.1-p1 at 0x7f77b3629e48>, <Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>, <Gene PBANKA_1237800.1-p1 at 0x7f77b3629dd8>})",yes
PG140abcpp,"frozenset({<Gene PBANKA_0608300.1-p1 at 0x7f77b3629e10>, <Gene PBANKA_1364800.1-p1 at 0x7f77b3629f28>, <Gene PBANKA_1311700.1-p1 at 0x7f77b3629fd0>, <Gene PBANKA_1353300.1-p1 at 0x7f77b3629e48>, <Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>, <Gene PBANKA_1237800.1-p1 at 0x7f77b3629dd8>})",yes
PG141abcpp,"frozenset({<Gene PBANKA_0608300.1-p1 at 0x7f77b3629e10>, <Gene PBANKA_1364800.1-p1 at 0x7f77b3629f28>, <Gene PBANKA_1311700.1-p1 at 0x7f77b3629fd0>, <Gene PBANKA_1353300.1-p1 at 0x7f77b3629e48>, <Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>, <Gene PBANKA_1237800.1-p1 at 0x7f77b3629dd8>})",yes
PG160abcpp,"frozenset({<Gene PBANKA_0608300.1-p1 at 0x7f77b3629e10>, <Gene PBANKA_1364800.1-p1 at 0x7f77b3629f28>, <Gene PBANKA_1311700.1-p1 at 0x7f77b3629fd0>, <Gene PBANKA_1353300.1-p1 at 0x7f77b3629e48>, <Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>, <Gene PBANKA_1237800.1-p1 at 0x7f77b3629dd8>})",yes
PG161abcpp,"frozenset({<Gene PBANKA_0608300.1-p1 at 0x7f77b3629e10>, <Gene PBANKA_1364800.1-p1 at 0x7f77b3629f28>, <Gene PBANKA_1311700.1-p1 at 0x7f77b3629fd0>, <Gene PBANKA_1353300.1-p1 at 0x7f77b3629e48>, <Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>, <Gene PBANKA_1237800.1-p1 at 0x7f77b3629dd8>})",yes
PG180abcpp,"frozenset({<Gene PBANKA_0608300.1-p1 at 0x7f77b3629e10>, <Gene PBANKA_1364800.1-p1 at 0x7f77b3629f28>, <Gene PBANKA_1311700.1-p1 at 0x7f77b3629fd0>, <Gene PBANKA_1353300.1-p1 at 0x7f77b3629e48>, <Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>, <Gene PBANKA_1237800.1-p1 at 0x7f77b3629dd8>})",yes
PG181abcpp,"frozenset({<Gene PBANKA_0608300.1-p1 at 0x7f77b3629e10>, <Gene PBANKA_1364800.1-p1 at 0x7f77b3629f28>, <Gene PBANKA_1311700.1-p1 at 0x7f77b3629fd0>, <Gene PBANKA_1353300.1-p1 at 0x7f77b3629e48>, <Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>, <Gene PBANKA_1237800.1-p1 at 0x7f77b3629dd8>})",yes
PGD3TDS18111Z1613E,frozenset({<Gene PBANKA_1416600.1-p1 at 0x7f77b36377f0>}),no
PGD3TDS1819Z1613E,frozenset({<Gene PBANKA_1416600.1-p1 at 0x7f77b36377f0>}),no
PGD3TDS1829Z12Z1613E,frozenset({<Gene PBANKA_1416600.1-p1 at 0x7f77b36377f0>}),no
PGD3TDS1839Z12Z15Z1613E,frozenset({<Gene PBANKA_1416600.1-p1 at 0x7f77b36377f0>}),no
PGDHh,frozenset({<Gene PBANKA_1318400.1-p1 at 0x7f77b3646828>}),no
PGIAh,frozenset({<Gene PBANKA_1008800.1-p1 at 0x7f77b3637a20>}),no
PGIBh,frozenset({<Gene PBANKA_1008800.1-p1 at 0x7f77b3637a20>}),no
PGKh,frozenset({<Gene PBANKA_0823400.1-p1 at 0x7f77b3630588>}),no
PGLYCPh,frozenset({<Gene PBANKA_1421300.1-p1 at 0x7f77b3629400>}),no
PGLYCPx,frozenset({<Gene PBANKA_1421300.1-p1 at 0x7f77b3629400>}),no
PGP120abcpp,"frozenset({<Gene PBANKA_1237800.1-p1 at 0x7f77b3629dd8>, <Gene PBANKA_0608300.1-p1 at 0x7f77b3629e10>, <Gene PBANKA_1364800.1-p1 at 0x7f77b3629f28>, <Gene PBANKA_1353300.1-p1 at 0x7f77b3629e48>, <Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>, <Gene PBANKA_0401200.1-p1 at 0x7f77b3630160>, <Gene PBANKA_1311700.1-p1 at 0x7f77b3629fd0>})",yes
PGP140abcpp,"frozenset({<Gene PBANKA_0608300.1-p1 at 0x7f77b3629e10>, <Gene PBANKA_1364800.1-p1 at 0x7f77b3629f28>, <Gene PBANKA_1311700.1-p1 at 0x7f77b3629fd0>, <Gene PBANKA_1353300.1-p1 at 0x7f77b3629e48>, <Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>, <Gene PBANKA_1237800.1-p1 at 0x7f77b3629dd8>})",yes
PGP141abcpp,"frozenset({<Gene PBANKA_0608300.1-p1 at 0x7f77b3629e10>, <Gene PBANKA_1364800.1-p1 at 0x7f77b3629f28>, <Gene PBANKA_1311700.1-p1 at 0x7f77b3629fd0>, <Gene PBANKA_1353300.1-p1 at 0x7f77b3629e48>, <Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>, <Gene PBANKA_1237800.1-p1 at 0x7f77b3629dd8>})",yes
PGP160abcpp,"frozenset({<Gene PBANKA_1237800.1-p1 at 0x7f77b3629dd8>, <Gene PBANKA_0608300.1-p1 at 0x7f77b3629e10>, <Gene PBANKA_1364800.1-p1 at 0x7f77b3629f28>, <Gene PBANKA_1353300.1-p1 at 0x7f77b3629e48>, <Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>, <Gene PBANKA_0401200.1-p1 at 0x7f77b3630160>, <Gene PBANKA_1311700.1-p1 at 0x7f77b3629fd0>})",yes
PGP161abcpp,"frozenset({<Gene PBANKA_1237800.1-p1 at 0x7f77b3629dd8>, <Gene PBANKA_0608300.1-p1 at 0x7f77b3629e10>, <Gene PBANKA_1364800.1-p1 at 0x7f77b3629f28>, <Gene PBANKA_1353300.1-p1 at 0x7f77b3629e48>, <Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>, <Gene PBANKA_0401200.1-p1 at 0x7f77b3630160>, <Gene PBANKA_1311700.1-p1 at 0x7f77b3629fd0>})",yes
PGP180abcpp,"frozenset({<Gene PBANKA_1237800.1-p1 at 0x7f77b3629dd8>, <Gene PBANKA_0608300.1-p1 at 0x7f77b3629e10>, <Gene PBANKA_1364800.1-p1 at 0x7f77b3629f28>, <Gene PBANKA_1353300.1-p1 at 0x7f77b3629e48>, <Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>, <Gene PBANKA_0401200.1-p1 at 0x7f77b3630160>, <Gene PBANKA_1311700.1-p1 at 0x7f77b3629fd0>})",yes
PGP181abcpp,"frozenset({<Gene PBANKA_1237800.1-p1 at 0x7f77b3629dd8>, <Gene PBANKA_0608300.1-p1 at 0x7f77b3629e10>, <Gene PBANKA_1364800.1-p1 at 0x7f77b3629f28>, <Gene PBANKA_1353300.1-p1 at 0x7f77b3629e48>, <Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>, <Gene PBANKA_0401200.1-p1 at 0x7f77b3630160>, <Gene PBANKA_1311700.1-p1 at 0x7f77b3629fd0>})",yes
PGW3DS1839Z12Z15Z160,frozenset({<Gene PBANKA_1416600.1-p1 at 0x7f77b36377f0>}),no
PGW6DS1829Z12Z160,frozenset({<Gene PBANKA_1416600.1-p1 at 0x7f77b36377f0>}),no
PHEMEabcpp,frozenset({<Gene PBANKA_1455600.1-p1 at 0x7f77b35cda20>}),no
PIN4Kn_SC,frozenset({<Gene PBANKA_1109400.1-p1 at 0x7f77b3637128>}),no
PINA1th,frozenset({<Gene PBANKA_1354300.1-p1 at 0x7f77b3646128>}),no
PIt2p,frozenset({<Gene PBANKA_1354300.1-p1 at 0x7f77b3646128>}),no
PIt2rpp,frozenset({<Gene PBANKA_1354300.1-p1 at 0x7f77b3646128>}),no
PItf,frozenset({<Gene PBANKA_1354300.1-p1 at 0x7f77b3646128>}),no
POATh,frozenset({<Gene PBANKA_0302300.1-p1 at 0x7f77b3625c88>}),no
PPA_1pp,frozenset({<Gene PBANKA_1320500.1-p1 at 0x7f77b3637358>}),no
PPBNGD,frozenset({<Gene PBANKA_0608000.1-p1 at 0x7f77b3646eb8>}),no
PPBNGS_1,frozenset({<Gene PBANKA_1304100.1-p1 at 0x7f77b3629a20>}),no
PS120abcpp,frozenset({<Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>}),no
PS140abcpp,frozenset({<Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>}),no
PS141abcpp,frozenset({<Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>}),no
PS160abcpp,frozenset({<Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>}),no
PS161abcpp,frozenset({<Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>}),no
PS180abcpp,frozenset({<Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>}),no
PS181abcpp,frozenset({<Gene PBANKA_0903500.1-p1 at 0x7f77b3630048>}),no
PYKf,frozenset({<Gene PBANKA_1125600.1-p1 at 0x7f77b3630198>}),no
PYRShi,frozenset({<Gene PBANKA_1416600.1-p1 at 0x7f77b36377f0>}),no
RETINOLACACT,frozenset({<Gene PBANKA_1216200.1-p1 at 0x7f77b36378d0>}),no
RHODOPSINI,frozenset({<Gene PBANKA_0910300.1-p1 at 0x7f77b3637c50>}),no
RHODOPSINRT,frozenset({<Gene PBANKA_0910300.1-p1 at 0x7f77b3637c50>}),no
RIBabcpp,frozenset({<Gene PBANKA_1218800.1-p1 at 0x7f77b363e860>}),no
RNDR1n,"frozenset({<Gene PBANKA_1036600.1-p1 at 0x7f77b3630710>, <Gene PBANKA_0611600.1-p1 at 0x7f77b36307b8>, <Gene PBANKA_1320900.1-p1 at 0x7f77b36306d8>})",yes
RNDR2n,"frozenset({<Gene PBANKA_1036600.1-p1 at 0x7f77b3630710>, <Gene PBANKA_0611600.1-p1 at 0x7f77b36307b8>, <Gene PBANKA_1320900.1-p1 at 0x7f77b36306d8>})",yes
RNDR3n,"frozenset({<Gene PBANKA_1036600.1-p1 at 0x7f77b3630710>, <Gene PBANKA_0611600.1-p1 at 0x7f77b36307b8>, <Gene PBANKA_1320900.1-p1 at 0x7f77b36306d8>})",yes
RNDR4n,"frozenset({<Gene PBANKA_1036600.1-p1 at 0x7f77b3630710>, <Gene PBANKA_0611600.1-p1 at 0x7f77b36307b8>, <Gene PBANKA_1320900.1-p1 at 0x7f77b36306d8>})",yes
RPIh,frozenset({<Gene PBANKA_1114200.1-p1 at 0x7f77b36301d0>}),no
SECYSTL,frozenset({<Gene PBANKA_0615400.1-p1 at 0x7f77b35cdfd0>}),no
SERTRS2,frozenset({<Gene PBANKA_1431700.1-p1 at 0x7f77b363e978>}),no
SQDGW3DS1839Z12Z15Z160,frozenset({<Gene PBANKA_1416600.1-p1 at 0x7f77b36377f0>}),no
SQDGW6DS1829Z12Z160,frozenset({<Gene PBANKA_1416600.1-p1 at 0x7f77b36377f0>}),no
SQLEr,frozenset({<Gene PBANKA_0824100.1-p1 at 0x7f77b3630e48>}),no
SULFACabcpp,frozenset({<Gene PBANKA_1010800.1-p1 at 0x7f77b3625d68>}),no
SULabcpp,frozenset({<Gene PBANKA_1018100.1-p1 at 0x7f77b3630c50>}),no
TCHOLAabcv,frozenset({<Gene PBANKA_1443800.1-p1 at 0x7f77b3629860>}),no
TDSRh,"frozenset({<Gene PBANKA_0824700.1-p1 at 0x7f77b3629518>, <Gene PBANKA_1320900.1-p1 at 0x7f77b36306d8>})",yes
THD2pp,frozenset({<Gene PBANKA_1317200.1-p1 at 0x7f77b35cd048>}),no
THIORDXni,"frozenset({<Gene PBANKA_1320900.1-p1 at 0x7f77b36306d8>, <Gene PBANKA_0511400.1-p1 at 0x7f77b35d4160>})",no
THIORDXp,frozenset({<Gene PBANKA_1320900.1-p1 at 0x7f77b36306d8>}),no
THMabcpp,frozenset({<Gene PBANKA_1443800.1-p1 at 0x7f77b3629860>}),no
TKT1h,frozenset({<Gene PBANKA_0109100.1-p1 at 0x7f77b363e9e8>}),no
TKT2h,frozenset({<Gene PBANKA_0109100.1-p1 at 0x7f77b363e9e8>}),no
TPIh,frozenset({<Gene PBANKA_1303800.1-p1 at 0x7f77b3630470>}),no
TRETINOLPMTACT,frozenset({<Gene PBANKA_1216200.1-p1 at 0x7f77b36378d0>}),no
TSULth,frozenset({<Gene PBANKA_1018100.1-p1 at 0x7f77b3630c50>}),no
TUNGSabcpp,frozenset({<Gene PBANKA_1144100.1-p1 at 0x7f77b3630320>}),no
TYRTAh,frozenset({<Gene PBANKA_0302300.1-p1 at 0x7f77b3625c88>}),no
UMPKn,frozenset({<Gene PBANKA_0202300.1-p1 at 0x7f77b3637c88>}),no
UREAtpp,frozenset({<Gene PBANKA_0915600.1-p1 at 0x7f77b36290f0>}),no
URIDK2rn,frozenset({<Gene PBANKA_0202300.1-p1 at 0x7f77b3637c88>}),no
VALTLh,frozenset({<Gene PBANKA_1325600.1-p1 at 0x7f77b3630358>}),no
VALabcpp,frozenset({<Gene PBANKA_1218800.1-p1 at 0x7f77b363e860>}),no
XYLabcpp,frozenset({<Gene PBANKA_1010800.1-p1 at 0x7f77b3625d68>}),no
ZHY,frozenset({<Gene PBANKA_1332800.1-p1 at 0x7f77b3630c88>}),no
ZNabcpp,frozenset({<Gene PBANKA_0926600.1-p1 at 0x7f77b3630438>}),no
