,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299
no_ortho_BovataMiyak,k,glc__D,pgp1819Z160,mn2,pe18111Z1835Z9Z12Z,ps180,dca,pe1801845Z9Z12Z15Z,valleuphe,man,rib__D,arbtn_fe3,mantr,gluthrlys,pail18111Z160,hghhlipan,lyslyslys,pgp160,pa161,leuasnasp,gthrd,manb,ps160,pg120,enter,ileserarg,glucan6,feoxam,octa,cys__L,pe1829Z12Z1835Z9Z12Z,pgp161,ileasnhis,pa181,chitob,pe1801835Z9Z12Z,pe1819Z1829Z12Z,pe141,ttdca,h2o,fecrm,pe1819Z1835Z9Z12Z,pa120,mg2,hghhlipa,4hphac,argserser,pa160,pe18111Z1829Z12Z,h,fe3hox,pe18111Z1845Z9Z12Z15Z,fe2,pi,ps120,actn__R,cellb,pgp141,pg180,lipa_cold,coa,ac,pe1819Z1845Z9Z12Z15Z,ni2,colipa,pg161,ddca,pe120,cell4,pg18111Z160,ileglnglu,pg1819Z160,gthox,pe161,zn2,ileprolys,glnasngln,cu,tchola,cpgn,pgp180,cit,fe3,pgp120,ps141,asntyrthr,ttdcea,pe180,fru,for,pe18111Z1819Z,protein,pg181,ps140,pg160,pg140,hxa,ps161,aspvalasn,hdca,pgp140,na1,pail1819Z160,pe1801819Z,kdo2lipid4,serphelys,ocdca,all__D,hdcea,pe181,thrglntyr,glucan1500,pa180,pa140,h2o2,ocdcea,ca2,ferrich,pa141,pe1819Z1819Z,cell6,lipa,trpthrile,amet,gal,pe140,ps181,pe160,pgp181,pe1801829Z12Z,pg141,manttr,pgp18111Z160,salchs4,arab__L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_LdonovaniCL-S,k,glyc,ctbt,epist,glyb,glc__D,pgp1819Z160,mn2,xyl__D,pe18111Z1835Z9Z12Z,ps180,dca,sbt__D,so4,o16a4colipa,cu2,colipap,his__L,hco3,arsenb,man,butso3,pe1801845Z9Z12Z15Z,ha_pre1,HC00009,urea,rib__D,arbtn_fe3,ptrc,chol,pail18111Z160,ha,hghhlipan,lyslyslys,pgp160,LalaDgluMdap,pa161,enlipidA,gthrd,ps160,leu__L,nmn,arab__D,pg120,enter,sucr,Rtotal,pqh2,pheme,acgam,feoxam,octa,cys__L,fecost,gdp,gly,pe1829Z12Z1835Z9Z12Z,tag_hs,pgp161,pa181,enlipa,chitob,pe1819Z1829Z12Z,pe1801835Z9Z12Z,gln__L,ala__L,zymst,pe141,ttdca,h2o,fecrm,phetyrlys,Rtotal2,tre,pchol_hs,thm,pe1819Z1835Z9Z12Z,g1p,pa120,tungs,mg2,hghhlipa,gam,chsterol,arg__L,pa160,pe18111Z1829Z12Z,h,fe3hox,pe18111Z1845Z9Z12Z15Z,fe2,pi,cobalt2,ps120,12ppd__S,actn__R,pgp141,pg180,fe3dcit,tyrtrpphe,lipa_cold,ac,gmp,hexc,pe1819Z1845Z9Z12Z15Z,isetac,clpn141,ni2,colipa,nh4,lanost,ser__L,pg161,no3,HC00007,Rtotal3,ddca,met__D,eca4colipa,pe120,gm1lipa,pg18111Z160,arbt,pe,pg1819Z160,pe161,zn2,mnl,HC00008,met__L,gm2lipa,cu,crn__D,ergst,tchola,cpgn,orn,pgp180,chtbs,HC00004,pgp120,fe3,ps141,thr__L,ldl_hs,inost,pq,ttdcea,mobd,hdl_hs,pe180,fru,pe18111Z1819Z,phepheasn,HC00005,protein,thym,pg181,ps140,pg160,pg140,hxa,LalaDgluMdapDala,cd2,ps161,asp__L,hdca,malt,alaala,pgp140,na1,pail1819Z160,taur,pe1801819Z,kdo2lipid4,pro__L,ocdca,prolb,HC00006,co2,all__D,hdcea,pe181,val__L,enlipidA_LptA,pa180,pa140,ocdcea,ascb__L,manglyc,glu__L,galt,ca2,glyald,crn,ferrich,LptA,pa141,pe1819Z1819Z,acmum,lipa,gal,acmana,pe140,pe160,ps181,tsul,pgp181,ptd1ino,pe1801829Z12Z,pg141,ile__L,acolipa,pgp18111Z160,salchs4,arab__L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PneurophiliaMK,k,epist,glyb,glc__D,pgp1819Z160,mn2,pe18111Z1835Z9Z12Z,cysleuthr,ps180,dca,so4,o16a4colipa,maltttr,colipap,hco3,pe1801845Z9Z12Z15Z,valleuphe,butso3,urea,ptrc,chol,so3,pail18111Z160,hghhlipan,lyslyslys,pgp160,pa161,enlipidA,gthrd,ps160,nmn,pg120,enter,sucr,ileserarg,14glucan,glucan6,fecost,octa,cys__L,lystyrile,pe1829Z12Z1835Z9Z12Z,pgp161,maltpt,ileasnhis,pa181,enlipa,chitob,pe1819Z1829Z12Z,pe1801835Z9Z12Z,gln__L,zymst,pe141,ttdca,h2o,tre,mqn8,thm,pe1819Z1835Z9Z12Z,pa120,tungs,mg2,spmd,sulfac,hghhlipa,argserser,lido,pe18111Z1829Z12Z,cgly,h,pa160,pe18111Z1845Z9Z12Z15Z,metox,fe2,pi,cobalt2,ps120,vallystyr,malthx,pgp141,pg180,fe3dcit,lipa_cold,pe1819Z1845Z9Z12Z15Z,malttr,isetac,ni2,egly,colipa,lanost,pg161,degly,ddca,met__D,eca4colipa,pe120,pg18111Z160,pg1819Z160,gthox,pe161,zn2,met__L,ethso3,ergst,pgp180,hislysile,cit,fe3,pgp120,ps141,cro4,inost,ttdcea,mobd,pe180,pe18111Z1819Z,protein,leuleutrp,pg181,ps140,pg160,pg140,26dmani,hxa,ps161,asp__L,serlyshis,hdca,malt,alaala,pgp140,na1,pail1819Z160,pe1801819Z,kdo2lipid4,pro__L,ocdca,hdcea,pe181,glcglyc,glucan1500,enlipidA_LptA,pa180,pa140,pap,h2o2,ocdcea,glu__L,pepd,ca2,crn,ferrich,pa141,LptA,pe1819Z1819Z,meglyxyl,metox__R,mso3,lipa,pe140,ps181,pe160,tsul,pgp181,pe1801829Z12Z,pg141,acolipa,thrthrarg,pgp18111Z160,salchs4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_Pchabaudichabaud,k,glyc,epist,glyb,glc__D,pgp1819Z160,mn2,xyl__D,pe18111Z1835Z9Z12Z,ps180,dca,so4,cu2,pe1801845Z9Z12Z15Z,man,butso3,urea,rib__D,arbtn_fe3,ptrc,chol,so3,pail18111Z160,hghhlipan,lyslyslys,pgp160,pa161,gthrd,ps160,feenter,pg120,no2,pheme,feoxam,fecost,octa,cys__L,lystyrile,pe1829Z12Z1835Z9Z12Z,lyspheile,pgp161,pa181,chitob,pe1819Z1829Z12Z,pe1801835Z9Z12Z,zymst,pe141,hemozoin,ttdca,h2o,fecrm,pe1819Z1835Z9Z12Z,thmmp,pa120,tungs,mg2,spmd,sulfac,hghhlipa,pa160,pe18111Z1829Z12Z,h,fe3hox,pe18111Z1845Z9Z12Z15Z,fe2,pi,cobalt2,ps120,lac__L,actn__R,pgp141,pg180,lipa_cold,ac,ficytc6,pe1819Z1845Z9Z12Z15Z,isetac,ni2,colipa,lanost,pcox,salchs2fe,pg161,ddca,pe120,pg18111Z160,pg1819Z160,pe161,zn2,focytc6,cu,ethso3,ergst,tchola,cpgn,orn,pgp180,salchs4fe,fe3dhbzs,cit,fe3,pgp120,ps141,ileargile,cro4,ttdcea,mobd,pe180,fru,for,pe18111Z1819Z,pur,protein,pg181,ps140,pg160,pg140,hxa,hb,cd2,ps161,o2,hdca,pgp140,na1,pail1819Z160,taur,pe1801819Z,kdo2lipid4,pail,pro__L,ocdca,co2,all__D,metmetile,hdcea,pe181,pa180,pa140,ocdcea,glu__L,ca2,glyald,crn,pa141,pe1819Z1819Z,mso3,lipa,pcrd,gal,pe140,ps181,pe160,tsul,pgp181,ptd1ino,pe1801829Z12Z,pg141,thrthrarg,pgp18111Z160,arab__L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pfalciparum3D,12dgr181,k,2agpe140,glyc,epist,glc__D,pgp1819Z160,mn2,xyl__D,pe18111Z1835Z9Z12Z,ps180,dca,so4,o16a4colipa,colipap,cu2,his__L,pe1801845Z9Z12Z15Z,2agpg141,2agpg161,urea,rib__D,mal__L,ptrc,12dgr140,cdpdag,so3,2agpe141,pail18111Z160,hghhlipan,succ,pgp160,5mthf,lyslyslys,pa161,dcacoa,enlipidA,gthrd,ps160,leu__L,12dgr160,pdx5p,pg120,enter,no2,Rtotal,xolest2,pydxn,2agpe161,cdpdhdec9eg,ipdp,pheme,fecost,glucan6,octa,cys__L,ocdcya,pnto__R,gly,pe1829Z12Z1835Z9Z12Z,pgp161,2agpe160,lipoate,pa181,enlipa,chitob,pe1819Z1829Z12Z,pe1801835Z9Z12Z,o2s,CE5022,ala__L,gln__L,zymst,pe141,hemozoin,ttdca,cdpdddecg,h2o,gtocophe,cdpdodec11eg,tag,thm,pe1819Z1835Z9Z12Z,pa120,tungs,mg2,spmd,hghhlipa,chsterol,arg__L,argarg,avite1,pa160,pe18111Z1829Z12Z,tdecoa,h,2agpg160,sertrphis,pe18111Z1845Z9Z12Z15Z,fe2,pi,cobalt2,ps120,lac__L,2agpe120,propropro,12dgr180,pc,pgp141,pg180,tyr__L,lipa_cold,coa,2ddecg3p,ac,ficytc6,pe1819Z1845Z9Z12Z15Z,clpn141,ni2,colipa,glnhishis,pc_SC,lanost,nh4,pcox,pg161,ser__L,ddca,met__D,eca4colipa,pe120,tdcoa,pg18111Z160,pe,pg1819Z160,gthox,pe161,valval,zn2,trpiletrp,focytc6,cdpdtdecg,5fthf,met__L,sphmyln,cu,ergst,tchola,odecoa,2agpg120,orn,pgp180,hxan,2agpg181,hxcoa,cit,fe3,pgp120,ps141,2agpe180,thr__L,cro4,atp,ileargile,ttdcea,mobd,pe180,2agpg180,for,fru,cyssermet,pe18111Z1819Z,g3pc,protein,pg181,ps140,pg160,pg140,hxa,hb,phe__L,cd2,ps161,ddcacoa,12dgr161,dag,o2,asp__L,hdca,pgp140,na1,pail1819Z160,fum,taur,pe1801819Z,kdo2lipid4,pail,pro__L,ocdca,hdcoa,co2,dolichol,metmetile,stcoa,hdcea,pe181,val__L,glucan1500,enlipidA_LptA,occoa,pa180,pa140,fol,mlthf,ocdcea,4abz,glu__L,leuleu,Rtotalcoa,ca2,glyald,12dgr120,ferrich,LptA,pa141,pe1819Z1819Z,cdpdtdec7eg,2agpg140,cdpdhdecg,asn__L,phephe,lipa,pcrd,lys__L,amet,gal,pe140,ps181,pe160,pmtcoa,gthox_protein,12dgr141,tsul,trp__L,pgp181,2agpe181,tyrphetyr,pe1801829Z12Z,pg141,cdpdodecg,ile__L,citr__L,acolipa,thrthrarg,pgp18111Z160,salchs4,arab__L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_GniphandrodesUnknow,k,glyc,epist,glc__D,pgp1819Z160,mn2,xyl__D,pe18111Z1835Z9Z12Z,ps180,dca,so4,cu2,maltttr,o16a4colipa,colipap,his__L,pe1801845Z9Z12Z15Z,butso3,mal__L,rib__D,arbtn_fe3,ptrc,so3,pail18111Z160,hghhlipan,succ,pgp160,pa161,udpg,gthrd,enlipidA,ps160,leu__L,feenter,pg120,enter,lcts,14glucan,pheme,feoxam,fecost,octa,cys__L,gly,pe1829Z12Z1835Z9Z12Z,pgp161,maltpt,pa181,enlipa,gal1p,pe1819Z1829Z12Z,pe1801835Z9Z12Z,gln__L,ala__L,zymst,pe141,malthp,ttdca,h2o,fecrm,tre,gsn,pe1819Z1835Z9Z12Z,g1p,pa120,tungs,mg2,spmd,hghhlipa,arg__L,lido,pe18111Z1829Z12Z,pa160,h,uacgam,fe3hox,pe18111Z1845Z9Z12Z15Z,metox,fe2,pi,cobalt2,ps120,malthx,pgp141,tyr__L,fe3dcit,pg180,lipa_cold,uri,ac,gmp,pe1819Z1845Z9Z12Z15Z,malttr,isetac,clpn141,cmp,ni2,egly,colipa,nh4,lanost,ser__L,salchs2fe,pg161,degly,ddca,met__D,eca4colipa,pe120,pg18111Z160,pg1819Z160,pe161,zn2,met__L,cu,adn,ergst,tchola,cpgn,orn,pgp180,salchs4fe,fe3dhbzs,cit,fe3,udpgal,ps141,pgp120,thr__L,cro4,inost,ttdcea,mobd,pe180,pe18111Z1819Z,g3pc,protein,ump,pg181,ps140,pg160,pg140,26dmani,hxa,phe__L,cd2,ps161,asp__L,hdca,malt,acgal,pgp140,na1,pail1819Z160,fum,taur,pe1801819Z,kdo2lipid4,pro__L,ocdca,cl,co2,cytd,udpacgal,hdcea,pe181,val__L,amp,enlipidA_LptA,pa180,pa140,ocdcea,glu__L,ca2,pa141,LptA,pe1819Z1819Z,asn__L,meglyxyl,g3pi,metox__R,lipa,glyc3p,lys__L,gal,pe140,ps181,pe160,tsul,trp__L,pgp181,pe1801829Z12Z,acgam1p,pg141,ile__L,acolipa,acgal1p,pgp18111Z160,salchs4,arab__L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_AcastellaniiNef,k,fecostest_SC,glyc,ctbt,epist,duri,glyb,glc__D,pgp1819Z160,mn2,xyl__D,pe18111Z1835Z9Z12Z,ps180,dca,sbt__D,so4,ibt,cu2,maltttr,o16a4colipa,colipap,his__L,hco3,man,glcman6,butso3,pe1801845Z9Z12Z15Z,mal__L,urea,rib__D,arbtn_fe3,ptrc,chol,so3,pail18111Z160,hghhlipan,succ,pgp160,pta,peng,pa161,enlipidA,gthrd,ps160,leu__L,nmn,arab__D,pg120,enter,murein5px3p,lcts,glucan6,14glucan,pheme,ppa,g3ps,feoxam,cys__L,octa,fecost,gly,pe1829Z12Z1835Z9Z12Z,pgp161,maltpt,pa181,enlipa,chitob,pe1819Z1829Z12Z,pe1801835Z9Z12Z,gln__L,ala__L,zymst,pe141,zymstest_SC,ttdca,h2o,fecrm,tre,thm,pe1819Z1835Z9Z12Z,g1p,pa120,tungs,murein5p3p,mg2,spmd,sulfac,oaa,arg__L,hghhlipa,murein3p3p,eths,3ntym,4abutn,lido,pe18111Z1829Z12Z,cgly,h,pa160,fe3hox,g3pg,pe18111Z1845Z9Z12Z15Z,metox,fe2,pi,cobalt2,lac__L,lanostest_SC,ps120,actn__R,malthx,6apa,pg180,tyr__L,fe3dcit,pgp141,lipa_cold,coa,uri,ergstest_SC,hexs,ac,hexc,galur,malttr,isetac,pe1819Z1845Z9Z12Z15Z,clpn141,ni2,egly,colipa,epistest_SC,nh4,lanost,ser__L,pac,no3,pg161,degly,ddca,met__D,eca4colipa,pe120,pg18111Z160,pg1819Z160,gthox,glcur,pe161,zn2,5fthf,met__L,cu,akg,adn,ethso3,crn__D,ergst,tchola,cpgn,4h3npacald,orn,pgp180,sula,galman4,murein3px3p,pgp120,fe3,chols,ps141,thr__L,cro4,inost,pyr,ttdcea,mobd,pe180,fru,pe18111Z1819Z,g3pc,pur,istnt,protein,glucan4,pg181,ps140,pg160,nad,26dmani,hxa,pg140,glyc2p,mops,ps161,4abut,asp__L,o2,hdca,malt,pgp140,na1,pail1819Z160,fum,taur,g3pe,pe1801819Z,kdo2lipid4,pro__L,ocdca,cl,dad_2,thymd,cytd,galman6,hdcea,Lcyst,val__L,pe181,but,amp,enlipidA_LptA,pa180,pa140,dcyt,h2o2,buts,ocdcea,glu__L,pepd,ca2,glyald,crn,glcman4,ferrich,pa141,pe1819Z1819Z,asn__L,meglyxyl,cbl2,LptA,13BDglcn,g3pi,metox__R,melib,mso3,galman600,lipa,glyc3p,lys__L,amet,gal,ps181,pe140,pe160,drib,tsul,pgp181,pe1801829Z12Z,pg141,3mb,ile__L,acolipa,glcman600,pgp18111Z160,salchs4,arab__L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pgallinaceum8,12dgr181,k,2agpe140,glyc,epist,glyb,glc__D,pgp1819Z160,mn2,xyl__D,pe18111Z1835Z9Z12Z,ps180,dca,so4,o16a4colipa,cu2,colipap,his__L,pe1801845Z9Z12Z15Z,man,2agpg141,2agpg161,urea,rib__D,ptrc,12dgr140,chol,cdpdag,2agpe141,pail18111Z160,hghhlipan,pgp160,pa161,dcacoa,enlipidA,gthrd,ps160,leu__L,12dgr160,pg120,no2,Rtotal,xolest2,2agpe161,cdpdhdec9eg,camp,pheme,fecost,octa,cys__L,pnto__R,gdp,gly,pe1829Z12Z1835Z9Z12Z,pgp161,2agpe160,xan,pa181,enlipa,chitob,pe1819Z1829Z12Z,pe1801835Z9Z12Z,o2s,gln__L,ala__L,zymst,dsbaox,pe141,hemozoin,ttdca,dgsn,cdpdddecg,h2o,cdpdodec11eg,gsn,thm,pe1819Z1835Z9Z12Z,pa120,tungs,ins,mg2,hghhlipa,chsterol,arg__L,pa160,pe18111Z1829Z12Z,tdecoa,h,dsbard,2agpg160,pe18111Z1845Z9Z12Z15Z,fe2,pi,cobalt2,ps120,lac__L,2agpe120,actn__R,12dgr180,pc,pg180,pgp141,tyr__L,lipa_cold,2ddecg3p,ac,gmp,ficytc6,pe1819Z1845Z9Z12Z15Z,clpn141,ni2,colipa,protein_t,nh4,lanost,pcox,pg161,ser__L,no3,ddca,met__D,eca4colipa,pe120,tdcoa,pg18111Z160,pe,pg1819Z160,pe161,zn2,focytc6,cdpdtdecg,met__L,sphmyln,cu,adn,ergst,tchola,odecoa,2agpg120,orn,pgp180,hxan,din,2agpg181,hxcoa,cit,fe3,pgp120,ps141,2agpe180,thr__L,gua,ttdcea,mobd,pe180,2agpg180,fru,for,pe18111Z1819Z,protein,pg181,ps140,pg160,pg140,hxa,hb,phe__L,cd2,ps161,ddcacoa,12dgr161,dag,o2,asp__L,hdca,pgp140,na1,pail1819Z160,taur,gluside,pe1801819Z,kdo2lipid4,pail,pro__L,ocdca,hdcoa,cysi__L,co2,dolichol,dad_2,stcoa,hdcea,pe181,val__L,enlipidA_LptA,occoa,pa180,pa140,pap,ocdcea,glu__L,Rtotalcoa,ca2,glyald,12dgr120,ferrich,pa141,LptA,pe1819Z1819Z,cdpdtdec7eg,2agpg140,cdpdhdecg,asn__L,ade,lipa,pcrd,amet,lys__L,gal,ps181,pe140,pe160,pmtcoa,gthox_protein,12dgr141,tsul,trp__L,pgp181,2agpe181,pe1801829Z12Z,pg141,cdpdodecg,ile__L,acolipa,pgp18111Z160,arab__L,35cgmp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_NbombycisCQ,k,epist,glc__D,pgp1819Z160,mn2,xyl__D,pe18111Z1835Z9Z12Z,cysleuthr,ps180,dca,progly,so4,o16a4colipa,colipap,pe1801845Z9Z12Z15Z,valleuphe,butso3,ptrc,salcn,so3,pail18111Z160,hghhlipan,lyslyslys,pgp160,pa161,enlipidA,gthrd,ps160,feenter,pg120,murein5px3p,glucan6,pheme,fecost,octa,cys__L,lystyrile,pe1829Z12Z1835Z9Z12Z,pgp161,pa181,enlipa,pe1819Z1829Z12Z,pe1801835Z9Z12Z,gln__L,zymst,pe141,ttdca,h2o,tre,pe1819Z1835Z9Z12Z,pa120,tungs,murein5p3p,mg2,spmd,sulfac,hghhlipa,arg__L,murein3p3p,eths,pa160,pe18111Z1829Z12Z,cgly,h,pe18111Z1845Z9Z12Z15Z,metox,fe2,pi,cobalt2,ps120,actn__R,cellb,pgp141,pg180,lipa_cold,hexs,pe1819Z1845Z9Z12Z15Z,isetac,ni2,colipa,lanost,salchs2fe,pg161,ddca,met__D,eca4colipa,pe120,pg18111Z160,pg1819Z160,gthox,pe161,zn2,met__L,ethso3,ergst,orn,pgp180,salchs4fe,sula,fe3dhbzs,hislysile,murein3px3p,cit,fe3,pgp120,ps141,ileargile,cro4,ttdcea,mobd,pe180,pe18111Z1819Z,istnt,protein,glucan4,leuleutrp,pg181,ps140,pg160,pg140,hxa,mops,cd2,ps161,asp__L,hdca,alaala,pgp140,na1,pail1819Z160,taur,pe1801819Z,kdo2lipid4,ocdca,hdcea,Lcyst,pe181,enlipidA_LptA,pa180,pa140,h2o2,buts,pap,ocdcea,glu__L,pepd,leuleu,ca2,indole,ferrich,pa141,LptA,pe1819Z1819Z,metox__R,mso3,lipa,gal,pe140,ps181,pe160,tsul,pgp181,pe1801829Z12Z,pg141,acolipa,thrthrarg,pgp18111Z160,arab__L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_Slophii42_11,k,epist,glc__D,pgp1819Z160,mn2,xyl__D,pe18111Z1835Z9Z12Z,ps180,dca,so4,o16a4colipa,maltttr,cu2,colipap,pe1801845Z9Z12Z15Z,valleuphe,butso3,rib__D,hg2,ptrc,so3,pail18111Z160,hghhlipan,lyslyslys,pgp160,pa161,leuasnasp,enlipidA,gthrd,ps160,adprib,feenter,pg120,14glucan,glucan6,pheme,fecost,octa,pnto__R,pe1829Z12Z1835Z9Z12Z,lyspheile,pgp161,maltpt,ileasnhis,pa181,enlipa,pe1819Z1829Z12Z,pe1801835Z9Z12Z,gln__L,zymst,pe141,ttdca,h2o,tre,pe1819Z1835Z9Z12Z,pa120,tungs,mg2,spmd,sulfac,hghhlipa,arg__L,argserser,lido,pe18111Z1829Z12Z,cgly,h,pa160,pe18111Z1845Z9Z12Z15Z,fe2,pi,cobalt2,ps120,actn__R,malthx,pgp141,pg180,lipa_cold,pe1819Z1845Z9Z12Z15Z,malttr,isetac,ni2,egly,colipa,lanost,pg161,degly,ddca,eca4colipa,pe120,pg18111Z160,pg1819Z160,gthox,pe161,zn2,ileprolys,cu,ethso3,ergst,pgp180,fe3dhbzs,cit,fe3,pgp120,ps141,cro4,ttdcea,mobd,pe180,fru,pe18111Z1819Z,protein,pg181,ps140,pg160,pg140,26dmani,hxa,cd2,ps161,aspvalasn,hdca,malt,pgp140,na1,thrasntyr,pail1819Z160,taur,pe1801819Z,kdo2lipid4,ocdca,metmetile,hdcea,pe181,glucan1500,enlipidA_LptA,pa180,pa140,h2o2,ocdcea,glu__L,ca2,ferrich,pa141,LptA,pe1819Z1819Z,meglyxyl,phethrlys,mso3,lipa,trpthrile,gal,pe140,ps181,pe160,tsul,pgp181,pe1801829Z12Z,pg141,acolipa,thrthrarg,pgp18111Z160,arab__L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PfalciparumML0,k,glyc,epist,glc__D,pgp1819Z160,mn2,xyl__D,pe18111Z1835Z9Z12Z,ps180,dca,so4,o16a4colipa,colipap,cu2,his__L,pe1801845Z9Z12Z15Z,mal__L,urea,rib__D,ptrc,so3,pail18111Z160,hghhlipan,succ,pgp160,5mthf,lyslyslys,pa161,enlipidA,gthrd,ps160,leu__L,pdx5p,pg120,enter,no2,pydxn,ipdp,glucan6,pheme,fecost,octa,cys__L,ocdcya,pnto__R,gly,pe1829Z12Z1835Z9Z12Z,pgp161,lipoate,pa181,enlipa,chitob,pe1819Z1829Z12Z,pe1801835Z9Z12Z,CE5022,gln__L,ala__L,zymst,pe141,hemozoin,ttdca,h2o,gtocophe,tag,thm,pe1819Z1835Z9Z12Z,pa120,tungs,mg2,spmd,hghhlipa,argarg,arg__L,avite1,pa160,pe18111Z1829Z12Z,h,sertrphis,pe18111Z1845Z9Z12Z15Z,fe2,pi,cobalt2,ps120,lac__L,propropro,pc,pgp141,pg180,tyr__L,lipa_cold,coa,ac,ficytc6,pe1819Z1845Z9Z12Z15Z,clpn141,ni2,colipa,glnhishis,pc_SC,lanost,nh4,pcox,pg161,ser__L,ddca,met__D,eca4colipa,pe120,pg18111Z160,pg1819Z160,valval,pe161,gthox,zn2,trpiletrp,focytc6,5fthf,met__L,cu,ergst,tchola,hxan,orn,pgp180,cit,fe3,pgp120,ps141,ileargile,thr__L,cro4,atp,ttdcea,mobd,pe180,for,fru,cyssermet,pe18111Z1819Z,g3pc,protein,pg181,ps140,pg160,pg140,hxa,phe__L,cd2,ps161,dag,o2,asp__L,hdca,pgp140,na1,pail1819Z160,fum,taur,pe1801819Z,kdo2lipid4,pro__L,ocdca,co2,metmetile,hdcea,pe181,val__L,glucan1500,enlipidA_LptA,pa180,pa140,h2o2,ocdcea,glu__L,leuleu,ca2,glyald,ferrich,pa141,LptA,pe1819Z1819Z,asn__L,phephe,lipa,pcrd,amet,lys__L,gal,ps181,pe140,pe160,tsul,trp__L,pgp181,tyrphetyr,pe1801829Z12Z,pg141,ile__L,citr__L,acolipa,thrthrarg,pgp18111Z160,salchs4,arab__L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
