,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296
no_ortho_LpanamensisMHOMCOL81L13,arg__L,metox__R,epist,ac,tre,gln__L,ibt,crn__D,pgp1819Z160,no3,actn__R,pe1819Z1835Z9Z12Z,pg141,ps161,xyl__D,pg160,pg180,sucr,ethso3,enter,glyb,chitob,pq,hghhlipa,rib__D,all__D,gly_asp__L,g3pi,pentso3,asn__L,leu__L,isetac,glyc,feoxam,enlipidA,drib,LalaDgluMdap,fe3hox,glyc2p,ps180,tchola,cu2,g3ps,pe18111Z1835Z9Z12Z,tyr__L,fecrm,gly_met__L,alaala,gm2lipa,mso3,pgp120,pe120,mobd,taur,arsenb,pe181,ala_L_asp__L,cd2,acgam,colipa,sbt__D,ferrich,ala_L_Thr__L,ttdca,galt,mnl,pa141,gly_asn__L,ocdcea,pe1801819Z,pe18111Z1819Z,ddca,ptrc,ergst,manglyc,pg161,pa180,glucan4,co2,dca,pg1819Z160,acmana,zn2,lcts,glyc3p,met__L,kdo2lipid4,pe141,pg140,cobalt2,fe3dcit,ps141,mn2,hco3,but,LalaDgluMdapDala,glucan6,pe140,pgp18111Z160,man,spmd,pi,arbt,so4,g3pe,pe18111Z1829Z12Z,met_L_ala__L,gmp,3mb,hghhlipan,pa160,ps181,phephethr,pta,crvnc,k,pe1801829Z12Z,o2,thm,glu__L,pg181,fecost,prolb,enlipidA_LptA,hxa,gam,pe1829Z12Z1835Z9Z12Z,chols,pail18111Z160,lipa,enlipa,butso3,LptA,chol,glyald,protein,lipa_cold,orn,pa161,sulfac,g1p,pgp181,cys__L,fe3,histrphis,pro__L,ttdcea,zymst,pg120,urea,pe18111Z1845Z9Z12Z15Z,pheme,hexc,pe161,pgp160,pgp140,pe,crn,chtbs,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,malt,hdca,tsul,ocdca,lanost,asp__L,ctbt,ascb__L,inost,pe1801835Z9Z12Z,pgp141,pa140,octa,L_alagly,cpgn,na1,cgly,pe180,ca2,gal,fe2,pgp180,h,pe1819Z1829Z12Z,gm1lipa,colipap,pe1819Z1845Z9Z12Z15Z,h2o,pe160,salchs4,mg2,xylan4,met__D,g3pc,cu,acolipa,ps140,pqh2,lys__L,arbtn_fe3,pa181,pe1819Z1819Z,nh4,eca4colipa,pail1819Z160,hdcea,pgp161,ps120,metox,fru,glc__D,5fthf,acmum,g3pg,pa120,ps160,ile__L,thrhishis,gthrd,gdp,o16a4colipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TgondiiVEG,arg__L,mal__L,epist,ac,gln__L,pgp1819Z160,ps161,4abut,no3,actn__R,dtdp,pe1819Z1835Z9Z12Z,pg141,xyl__D,imp,pg180,pg160,enter,sprm,glyb,HC01361,chitob,crm,hghhlipa,rib__D,meglyxyl,g3pi,asn__L,leu__L,cl,sphmyln,isetac,glyc,enlipidA,drib,ser__L,lido,so3,degly,glyc2p,ps180,murein3p3p,tchola,murein3px3p,malttr,cu2,g3ps,pnto__R,idp,pe18111Z1835Z9Z12Z,tyr__L,ahdt,pgp120,no2,pe120,mobd,taur,for,pe181,colipa,adocbl,ttdca,dad_2,pa141,ocdcea,pe1801819Z,pe18111Z1819Z,ddca,ptrc,ergst,pa180,pg161,co2,dca,pg1819Z160,zn2,pyr,glyc3p,met__L,kdo2lipid4,pe141,pg140,chsterol,cobalt2,fe3dcit,ps141,mn2,hco3,pe140,argarg,fum,pgp18111Z160,man,spmd,cro4,pi,so4,g3pe,pe18111Z1829Z12Z,pa160,ps181,hghhlipan,k,pe1801829Z12Z,26dmani,o2,glu__L,pg181,fecost,enlipidA_LptA,murein5p3p,trp__L,hxa,pe1829Z12Z1835Z9Z12Z,din,pail18111Z160,lipa,enlipa,butso3,LptA,chol,protein,lipa_cold,orn,pa161,g1p,gal__L,pgp181,cys__L,fe3,pro__L,ttdcea,zymst,pg120,pe18111Z1845Z9Z12Z15Z,pheme,pe161,pgp140,pgp160,maltttr,crn,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,malt,hdca,tsul,ocdca,lanost,asp__L,inost,pe1801835Z9Z12Z,ala__L,pgp141,14glucan,maltpt,pa140,cit,octa,na1,pe180,ca2,gal,fe2,pgp180,succ,h,pe1819Z1829Z12Z,dttp,egly,colipap,pe1819Z1845Z9Z12Z15Z,h2o,pe160,salchs4,murein5px3p,mg2,met__D,val__L,g3pc,cu,acolipa,ps140,lipoate,pa181,pe1819Z1819Z,nh4,eca4colipa,citr__L,lac__L,pail1819Z160,etha,hdcea,pgp161,ps120,hishislys,fru,glc__D,malthx,g3pg,pa120,ps160,ile__L,gthrd,tungs,o16a4colipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_ChominisTU502_2012,epist,ac,gln__L,salchs4fe,pgp1819Z160,ps161,actn__R,pg141,dtdp,pe1819Z1835Z9Z12Z,xyl__D,imp,3hpppn,pg180,pg160,ethso3,enter,lyslyslys,HC01361,chitob,lysvalphe,hghhlipa,meglyxyl,dpcoa,asn__L,leu__L,amp,isetac,feoxam,enlipidA,3hcinnm,fe3hox,lido,degly,ppi,ps180,tchola,starch,malttr,cu2,pe18111Z1835Z9Z12Z,idp,tyr__L,fecrm,ahdt,mso3,pgp120,hislysval,trpmetval,pe120,mobd,taur,pe181,colipa,pan4p,ttdca,h2o2,starch1200,amylose300,Lcyst,pa141,salchs2fe,gthox,ocdcea,pe1801819Z,nmn,pe18111Z1819Z,ddca,ptrc,ergst,pg161,pa180,co2,dca,pg1819Z160,zn2,glyc3p,kdo2lipid4,pe141,pg140,cobalt2,ps141,mn2,feenter,hco3,pe140,pgp18111Z160,man,spmd,pi,so4,atp,pe18111Z1829Z12Z,pa160,hghhlipan,ps181,thrthrarg,k,pe1801829Z12Z,26dmani,o2,galctn__D,pg181,fecost,enlipidA_LptA,phethrlys,hxa,pe1829Z12Z1835Z9Z12Z,dextrin,pail18111Z160,lipa,enlipa,butso3,LptA,protein,argarglys,lipa_cold,orn,pa161,sulfac,pgp181,cys__L,fe3,ttdcea,zymst,pg120,pe18111Z1845Z9Z12Z15Z,pheme,pe161,pgp140,pgp160,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,malt,hdca,tsul,ocdca,lanost,inost,pe1801835Z9Z12Z,pgp141,pa140,cit,octa,cpgn,na1,pe180,ca2,gal,fe2,pgp180,h,pe1819Z1829Z12Z,dttp,egly,colipap,pe1819Z1845Z9Z12Z15Z,h2o,pe160,salchs4,mg2,thrmetarg,acolipa,cu,ps140,pa181,arbtn_fe3,pe1819Z1819Z,eca4colipa,pail1819Z160,hdcea,pgp161,ps120,fru,glc__D,fe3dhbzs,pa120,ps160,ile__L,glycogen1500,gthrd,o16a4colipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_BbovisT2Bo,arg__L,mal__L,manttr,ac,glucan1500,pgp1819Z160,ps161,pg141,pe1819Z1835Z9Z12Z,xyl__D,imp,pg160,pg180,enter,lyslyslys,HC01361,chitob,hghhlipa,rib__D,all__D,isetac,feoxam,hislysthr,oaa,fe3hox,lido,degly,ps180,tchola,cu2,manb,idp,pe18111Z1835Z9Z12Z,metmetile,fecrm,ahdt,pgp120,no2,pe120,taur,for,pe181,colipa,ferrich,cell6,ttdca,h2o2,dad_2,pa141,gthox,ocdcea,pe1801819Z,pe18111Z1819Z,ddca,pg161,pa180,co2,dca,pg1819Z160,zn2,pcox,kdo2lipid4,pe141,pg140,ps141,mn2,hco3,pe140,glucan6,pgp18111Z160,pi,pe18111Z1829Z12Z,pa160,ps181,hghhlipan,k,pe1801829Z12Z,26dmani,o2,pg181,phethrlys,hxa,pe1829Z12Z1835Z9Z12Z,ficytc6,leusertrp,din,leuasnasp,pail18111Z160,lipa,butso3,protein,lipa_cold,orn,pa161,akg,cys__L,fe3,pgp181,ttdcea,pg120,pe18111Z1845Z9Z12Z15Z,cellb,pe161,pgp160,pgp140,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,hdca,ocdca,inost,pe1801835Z9Z12Z,valleuphe,pgp141,pa140,cit,octa,cpgn,na1,pe180,ca2,gal,fe2,pgp180,h,pe1819Z1829Z12Z,pe1819Z1845Z9Z12Z15Z,h2o,thrasntyr,pe160,focytc6,cell4,mantr,salchs4,mg2,cu,ps140,trpthrile,pa181,arbtn_fe3,pe1819Z1819Z,nh4,pcrd,ileasnhis,pail1819Z160,hdcea,pgp161,ps120,glc__D,5fthf,valhisasn,pa120,ps160,gthrd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EpraecoxHoughton,gly,epist,thr__L,ac,tre,gln__L,pgp1819Z160,crn__D,ps161,actn__R,pg141,dtdp,pe1819Z1835Z9Z12Z,xyl__D,imp,pg160,pg180,ethso3,enter,lyslyslys,glyb,HC01361,hghhlipa,rib__D,meglyxyl,his__L,asn__L,leu__L,isetac,enlipidA,4abz,ser__L,lido,so3,degly,ps180,cu2,idp,pe18111Z1835Z9Z12Z,ahdt,mso3,pgp120,cbl2,pe120,mobd,taur,arsenb,pe181,cd2,tyrtrpphe,colipa,ttdca,galur,Lcyst,pa141,ocdcea,pe1801819Z,pe18111Z1819Z,ddca,ptrc,ergst,pa180,pg161,co2,dca,pg1819Z160,zn2,met__L,kdo2lipid4,pe141,pg140,cobalt2,ps141,mn2,hco3,pe140,tyrphetyr,pgp18111Z160,spmd,cro4,pi,phetyrlys,so4,pe18111Z1829Z12Z,pa160,hghhlipan,ps181,lnlc,k,pe1801829Z12Z,26dmani,pg181,fecost,prolb,enlipidA_LptA,hxa,pe1829Z12Z1835Z9Z12Z,chols,glcur,pail18111Z160,lipa,enlipa,butso3,LptA,chol,protein,lipa_cold,pa161,sulfac,pgp181,fe3,pro__L,ttdcea,zymst,pg120,pe18111Z1845Z9Z12Z15Z,pe161,pgp140,pgp160,crn,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,hdca,tsul,ocdca,lanost,asp__L,ctbt,pe1801835Z9Z12Z,ala__L,pgp141,pa140,octa,na1,pe180,argphearg,ca2,fe2,pgp180,h,pe1819Z1829Z12Z,dttp,egly,colipap,pe1819Z1845Z9Z12Z15Z,h2o,pe160,salchs4,mg2,met__D,val__L,acolipa,cu,ps140,pa181,pe1819Z1819Z,nh4,eca4colipa,pail1819Z160,hdcea,pgp161,ps120,glc__D,pa120,ps160,ile__L,tungs,o16a4colipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EacervulinaHoughton,gly,epist,thr__L,ac,gln__L,ibt,crn__D,pgp1819Z160,no3,actn__R,dtdp,pe1819Z1835Z9Z12Z,pg141,xyl__D,imp,pg180,pg160,sucr,lyslyslys,glyb,HC01361,chitob,hghhlipa,rib__D,meglyxyl,g3pi,his__L,leu__L,enlipidA,drib,ser__L,lido,degly,glyc2p,ps180,tchola,cu2,g3ps,idp,pe18111Z1835Z9Z12Z,ahdt,mso3,pgp120,cbl2,pe120,mobd,taur,for,arsenb,pe181,cd2,tyrtrpphe,colipa,glcglyc,ttdca,galur,Lcyst,ps161,pa141,ocdcea,pe1801819Z,pe18111Z1819Z,ddca,ptrc,ergst,pa180,pg161,istnt,co2,dca,pg1819Z160,zn2,glyc3p,met__L,kdo2lipid4,pe141,pg140,cobalt2,ps141,mn2,hco3,but,pe140,pgp18111Z160,spmd,pi,phetyrlys,so4,buts,g3pe,pe18111Z1829Z12Z,pa160,gmp,3mb,hghhlipan,ps181,trptyrtyr,pta,k,pe1801829Z12Z,26dmani,o2,thm,eths,pg181,fecost,prolb,enlipidA_LptA,hxa,pe1829Z12Z1835Z9Z12Z,chols,hexs,glcur,pail18111Z160,lipa,enlipa,LptA,protein,chol,lipa_cold,pa161,pgp181,cys__L,fe3,pro__L,ttdcea,zymst,pg120,pe18111Z1845Z9Z12Z15Z,pheme,mops,pe161,pgp140,pgp160,crn,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,malt,hdca,tsul,ocdca,lanost,ctbt,inost,pe1801835Z9Z12Z,ala__L,pgp141,pa140,cit,octa,na1,pe180,argphearg,ca2,gal,fe2,pgp180,h,pe1819Z1829Z12Z,dttp,egly,colipap,pe1819Z1845Z9Z12Z15Z,h2o,pe160,arab__L,mg2,met__D,val__L,g3pc,cu,acolipa,ps140,pa181,pe1819Z1819Z,eca4colipa,pail1819Z160,hdcea,pgp161,ps120,glc__D,g3pg,pa120,ps160,ile__L,sula,gthrd,gdp,o16a4colipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PgaboniG01,epist,ac,glucan1500,pgp1819Z160,ps161,actn__R,pg141,dtdp,pe1819Z1835Z9Z12Z,xyl__D,imp,pg160,pg180,sucr,enter,lyslyslys,glyb,HC01361,chitob,hghhlipa,rib__D,dpcoa,amp,glyc,ppi,ps180,tchola,cu2,idp,pe18111Z1835Z9Z12Z,ahdt,pgp120,no2,pe120,mobd,taur,for,pe181,cd2,colipa,ferrich,pan4p,ttdca,h2o2,hemozoin,ptd1ino,pa141,gthox,ocdcea,pe1801819Z,pe18111Z1819Z,ddca,ptrc,ergst,pg161,pa180,co2,dca,pg1819Z160,zn2,met__L,kdo2lipid4,pe141,pg140,cobalt2,ps141,mn2,hco3,pe140,glucan6,pgp18111Z160,man,spmd,pi,so4,atp,hb,pe18111Z1829Z12Z,pa160,ileargile,ps181,hghhlipan,thrthrarg,k,pe1801829Z12Z,pg181,fecost,hxa,pe1829Z12Z1835Z9Z12Z,lyspheile,pail18111Z160,lipa,protein,chol,glyald,lipa_cold,orn,thmmp,pa161,pgp181,fe3,pro__L,ttdcea,zymst,pg120,urea,pe18111Z1845Z9Z12Z15Z,pheme,pe161,pgp160,pgp140,pe,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,hdca,tsul,ocdca,lanost,pe1801835Z9Z12Z,pgp141,pa140,cit,octa,na1,pe180,ca2,gal,pail,fe2,pgp180,h,pe1819Z1829Z12Z,dttp,pe1819Z1845Z9Z12Z15Z,h2o,pe160,arab__L,salchs4,mg2,lystyrile,met__D,cu,ps140,pa181,pe1819Z1819Z,nh4,lac__L,pail1819Z160,hdcea,pgp161,ps120,fru,glc__D,pa120,ps160,gthrd,tungs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PknowlesiH,arg__L,metox__R,epist,gsn,ac,gln__L,pgp1819Z160,ps161,hxan,pg141,pe1819Z1835Z9Z12Z,xyl__D,pg160,pg180,enter,lyslyslys,glyb,chitob,hghhlipa,rib__D,orot,glyc,enlipidA,drib,so3,ps180,tchola,cu2,pe18111Z1835Z9Z12Z,pgp120,gua,no2,pe120,mobd,taur,for,pe181,cd2,colipa,ttdca,h2o2,hemozoin,dad_2,ptd1ino,pa141,gthox,ocdcea,pe1801819Z,nmn,pe18111Z1819Z,ddca,ptrc,ergst,pa180,pg161,co2,dca,pg1819Z160,zn2,pcox,met__L,kdo2lipid4,pe141,pg140,cobalt2,ps141,mn2,ade,pe140,pgp18111Z160,man,spmd,cro4,pi,so4,hb,pe18111Z1829Z12Z,pa160,gmp,ileargile,hghhlipan,ps181,adn,thrthrarg,k,pe1801829Z12Z,o2,pg181,fecost,enlipidA_LptA,hxa,pe1829Z12Z1835Z9Z12Z,lyspheile,ficytc6,pail18111Z160,lipa,enlipa,LptA,protein,chol,glyald,lipa_cold,orn,thmmp,pa161,pgp181,cys__L,fe3,pro__L,ttdcea,zymst,pg120,urea,pe18111Z1845Z9Z12Z15Z,pheme,pe161,pgp140,pgp160,pe,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,hdca,tsul,ocdca,lanost,pe1801835Z9Z12Z,pgp141,pa140,cit,octa,na1,pe180,ca2,gal,pail,fe2,pgp180,h,pe1819Z1829Z12Z,colipap,pe1819Z1845Z9Z12Z15Z,h2o,pe160,focytc6,arab__L,salchs4,mg2,lystyrile,met__D,acolipa,cu,ps140,pa181,pe1819Z1819Z,nh4,eca4colipa,pcrd,lac__L,pail1819Z160,hdcea,pgp161,ps120,metox,fru,glc__D,5fthf,pa120,ps160,gthrd,tungs,gdp,o16a4colipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TequiWA,arg__L,mal__L,ac,pgp1819Z160,ps161,pg141,dtdp,pe1819Z1835Z9Z12Z,imp,pg160,pg180,ethso3,enter,lyslyslys,HC01361,chitob,hghhlipa,rib__D,all__D,amp,isetac,hislysthr,oaa,lido,degly,ps180,tchola,cu2,idp,pe18111Z1835Z9Z12Z,ahdt,mso3,pgp120,cbl2,pe120,mobd,taur,for,pe181,colipa,4hba,ttdca,h2o2,dad_2,pa141,gthox,ocdcea,pe1801819Z,nmn,pe18111Z1819Z,ddca,pg161,pa180,ppcr,co2,dca,pg1819Z160,zn2,lcts,pcox,kdo2lipid4,pe141,pg140,ps141,mn2,hco3,pe140,fum,pgp18111Z160,man,pi,so4,pe18111Z1829Z12Z,pa160,ps181,hghhlipan,k,pe1801829Z12Z,26dmani,o2,ppco,pg181,phethrlys,hxa,pe1829Z12Z1835Z9Z12Z,ficytc6,glcman6,din,leuasnasp,pail18111Z160,lipa,butso3,protein,lipa_cold,orn,pa161,sulfac,akg,cys__L,fe3,pgp181,ttdcea,pg120,pe18111Z1845Z9Z12Z15Z,pheme,pe161,pgp160,pgp140,4hbald,amet,coa,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,hdca,ocdca,inost,pe1801835Z9Z12Z,valleuphe,pgp141,pa140,cit,octa,na1,pe180,ca2,gal,nad,fe2,pgp180,succ,h,pe1819Z1829Z12Z,dttp,pe1819Z1845Z9Z12Z15Z,h2o,thrasntyr,4crsol,pe160,aspvalasn,focytc6,arab__L,salchs4,mg2,lystyrile,cu,ps140,trpthrile,pa181,pe1819Z1819Z,nh4,pcrd,ileasnhis,pail1819Z160,hdcea,pgp161,glcman600,ps120,fru,glc__D,5fthf,pa120,ps160,gthrd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_NparisiiERTm1,arg__L,epist,trpthrtyr,glucan1500,tre,gln__L,pgp1819Z160,ps161,actn__R,pg141,pe1819Z1835Z9Z12Z,imp,ectoine,pg160,pg180,sucr,glyb,hghhlipa,g3pi,his__L,asn__L,leu__L,so3,glyc2p,ps180,murein3p3p,murein3px3p,cu2,g3ps,idp,pe18111Z1835Z9Z12Z,pgp120,pe120,mobd,arsenb,pe181,cd2,thrtyrmet,propropro,colipa,glcglyc,ttdca,h2o2,pa141,gthox,ocdcea,pe1801819Z,pe18111Z1819Z,ddca,ptrc,ergst,pg161,pa180,dca,pg1819Z160,zn2,glyc3p,kdo2lipid4,pe141,pg140,mettrpphe,ps141,mn2,tyrphetyr,pe140,glucan6,pgp18111Z160,spmd,cro4,pi,so4,g3pe,pe18111Z1829Z12Z,pa160,phephethr,hghhlipan,ps181,k,pe1801829Z12Z,o2,glu__L,pg181,fecost,prolb,murein5p3p,hxa,pe1829Z12Z1835Z9Z12Z,chols,pail18111Z160,lipa,protein,chol,lipa_cold,orn,pa161,pgp181,fe3,ttdcea,zymst,pg120,urea,pe18111Z1845Z9Z12Z15Z,pe161,pgp160,pgp140,crn,gbbtn,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,hdca,tsul,ocdca,lanost,asp__L,ctbt,inost,pe1801835Z9Z12Z,pgp141,pa140,cit,octa,mqn7,na1,cgly,pe180,ca2,fe2,pgp180,h,pe1819Z1829Z12Z,pe1819Z1845Z9Z12Z15Z,h2o,pe160,murein5px3p,mg2,val__L,g3pc,ps140,lys__L,pa181,pe1819Z1819Z,nh4,pail1819Z160,hdcea,pgp161,ps120,glc__D,g3pg,pa120,ps160,ile__L,gthrd,tungs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_CfelisWinnie,mal__L,thr__L,ac,glucan1500,tre,pgp1819Z160,ps161,actn__R,pg141,pe1819Z1835Z9Z12Z,xyl__D,pg160,pg180,lyslyslys,chitob,hghhlipa,rib__D,leu__L,glyc,oaa,enlipidA,ps180,tchola,pe18111Z1835Z9Z12Z,pgp120,asnasnarg,pe120,for,pe181,colipa,ferrich,ttdca,h2o2,pa141,gthox,ocdcea,pe1801819Z,pe18111Z1819Z,ddca,pa180,pg161,serphelys,dca,pg1819Z160,zn2,met__L,kdo2lipid4,pe141,pg140,ps141,mn2,pe140,glucan6,fum,clpn141,pgp18111Z160,man,trpsertyr,pi,pe18111Z1829Z12Z,pa160,hghhlipan,ps181,malthp,k,pe1801829Z12Z,pg181,enlipidA_LptA,hxa,pe1829Z12Z1835Z9Z12Z,pail18111Z160,lipa,enlipa,LptA,protein,lipa_cold,orn,pa161,akg,cys__L,fe3,pgp181,ttdcea,pg120,pe18111Z1845Z9Z12Z15Z,pheme,pe161,pgp140,pgp160,serlyshis,amet,asntyrphe,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,malt,hdca,ocdca,inost,pe1801835Z9Z12Z,ala__L,pgp141,pa140,dolichol__L,cit,octa,na1,pe180,ca2,gal,fe2,pgp180,succ,h,pe1819Z1829Z12Z,colipap,pe1819Z1845Z9Z12Z15Z,h2o,asnpheasp,pe160,mg2,met__D,val__L,acolipa,cu,ps140,pa181,pe1819Z1819Z,eca4colipa,pail1819Z160,hdcea,pgp161,ps120,fru,glc__D,pa120,ps160,ile__L,gthrd,o16a4colipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_BovataMiyake,ileprolys,manttr,ac,glucan1500,pgp1819Z160,ps161,actn__R,pg141,pe1819Z1835Z9Z12Z,imp,pg180,pg160,enter,lyslyslys,HC01361,chitob,hghhlipa,rib__D,all__D,asntyrthr,amp,feoxam,fe3hox,lido,degly,ps180,tchola,manb,idp,pe18111Z1835Z9Z12Z,fecrm,ahdt,pgp120,pe120,for,pe181,colipa,ferrich,cell6,ttdca,h2o2,pa141,gthox,ocdcea,pe1801819Z,nmn,pe18111Z1819Z,ddca,pa180,pg161,argserser,serphelys,co2,dca,pg1819Z160,zn2,kdo2lipid4,pe141,pg140,ps141,mn2,hco3,pe140,glucan6,pgp18111Z160,man,pi,so4,pe18111Z1829Z12Z,pa160,hghhlipan,ps181,adprib,thrthrarg,k,pe1801829Z12Z,26dmani,pg181,hxa,pe1829Z12Z1835Z9Z12Z,leuasnasp,pail18111Z160,lipa,protein,lipa_cold,pa161,pgp181,cys__L,fe3,ttdcea,pg120,pe18111Z1845Z9Z12Z15Z,cellb,nadp,pe161,pgp160,pgp140,serlyshis,amet,glnasngln,coa,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,hdca,ocdca,pe1801835Z9Z12Z,valleuphe,pgp141,pa140,cit,octa,cpgn,na1,pe180,ca2,gal,nad,fe2,pgp180,h,pe1819Z1829Z12Z,pe1819Z1845Z9Z12Z15Z,h2o,pe160,aspvalasn,arab__L,4hphac,cell4,salchs4,mantr,mg2,cu,ps140,trpthrile,pa181,arbtn_fe3,pe1819Z1819Z,ileasnhis,pail1819Z160,hdcea,pgp161,ps120,fru,glc__D,5fthf,pa120,ps160,gthrd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
