,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299
no_ortho_PfalciparumKH01,pe1819Z1819Z,cit,cd2,dca,enlipidA_LptA,hghhlipa,protein,arab__L,ocdcea,cobalt2,lac__L,pcrd,mal__L,trpiletrp,lipa,epist,trp__L,cyssermet,metmetile,pg141,pg160,enlipa,pcox,h2o2,chitob,5mthf,pe1801835Z9Z12Z,acolipa,cysi__L,pgp181,fum,ps180,glnhishis,hdcea,enter,pg120,pc,his__L,leu__L,gly,pgp18111Z160,taur,cro4,hemozoin,enlipidA,ipdp,ptrc,fecost,pgp160,h,ps120,pa140,glc__D,cys__L,ca2,so4,gal,zymst,lipoate,pydxn,co2,urea,sertrphis,thm,CE5022,xyl__D,ficytc6,pa120,atp,met__L,glyc,for,5fthf,cu2,spmd,mobd,pail18111Z160,ps141,gln__L,ileargile,pc_SC,pheme,tyr__L,thrthrarg,lipa_cold,amet,dag,pa160,lys__L,pe181,glucan1500,hxa,hxan,ttdca,ps161,ps160,tsul,ocdca,na1,orn,coa,pdx5p,gthox,lyslyslys,mn2,pe18111Z1829Z12Z,pe18111Z1845Z9Z12Z15Z,ps140,ile__L,pa141,ergst,LptA,propropro,argarg,pe1819Z1835Z9Z12Z,pi,pa181,g3pc,ala__L,leuleu,pe120,colipap,octa,mg2,asp__L,pnto__R,pe180,o2,pgp161,pe160,pe1801845Z9Z12Z15Z,pgp120,ni2,salchs4,avite1,ocdcya,h2o,phe__L,pe1819Z1845Z9Z12Z15Z,gthrd,pail1819Z160,met__D,colipa,tchola,ferrich,ps181,pgp180,ac,rib__D,pe1801829Z12Z,so3,pe141,ddca,no2,ser__L,fru,lanost,clpn141,valval,o16a4colipa,pg161,citr__L,hdca,hghhlipan,pg18111Z160,k,zn2,pa180,fe2,pgp1819Z160,tyrphetyr,pg140,eca4colipa,tag,tungs,phephe,cu,ttdcea,pg180,glucan6,gtocophe,pe140,pgp141,val__L,pe1829Z12Z1835Z9Z12Z,pe1801819Z,succ,fe3,kdo2lipid4,nh4,pg181,asn__L,pe18111Z1835Z9Z12Z,pg1819Z160,focytc6,pgp140,pa161,pro__L,glyald,arg__L,glu__L,thr__L,pe18111Z1819Z,pe161,pe1819Z1829Z12Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TtheileriEdinburgh,pe1819Z1819Z,cit,cd2,chtbs,dca,enlipidA_LptA,hghhlipa,protein,arab__L,ocdcea,g1p,glyc3p,cobalt2,crm_hs,acgam,lipa,epist,pg141,gdp,pg160,sucr,enlipa,chitob,pe1801835Z9Z12Z,acolipa,pgp181,cpgn,drib,ps180,crn__D,hdcea,enter,pg120,gmp,his__L,dag_hs,gly,leu__L,pgp18111Z160,taur,cro4,enlipidA,pchol_hs,ptrc,glucan4,valtrpphe,fecost,pgp160,h,ps120,pa140,cys__L,glc__D,ca2,so4,gal,zymst,glyb,co2,urea,adprbp,thm,man,feoxam,xyl__D,arbt,pa120,metox,nadp,ctbt,met__L,phephethr,glyc,cu2,spmd,ascb__L,mobd,gln__L,arab__D,pail18111Z160,gm1lipa,ps141,pheme,tyr__L,lipa_cold,pa160,pe181,galur,tre,hxa,ttdca,gm2lipa,ps161,ps160,tsul,ocdca,na1,glcur,ncam,orn,mn2,pe18111Z1829Z12Z,pe18111Z1845Z9Z12Z15Z,ps140,ile__L,pq,arsenb,all__D,pa141,ergst,hexc,LptA,pe,pe1819Z1835Z9Z12Z,pi,pa181,ala__L,ps181,LalaDgluMdap,LalaDgluMdapDala,pe120,colipap,mnl,asp__L,mg2,octa,pe180,pgp161,pgp180,pe160,pe1801845Z9Z12Z15Z,pgp120,ni2,salchs4,h2o,pe1819Z1845Z9Z12Z15Z,gthrd,inost,pail1819Z160,metox__R,met__D,lys__L,tchola,colipa,ser__L,ferrich,ac,rib__D,fru,so3,fe3hox,ddca,pe1801829Z12Z,pe141,lanost,acmana,clpn141,nmn,o16a4colipa,sphmyln_hs,pg161,hdca,hghhlipan,pg18111Z160,k,zn2,pa180,fe2,pgp1819Z160,sbt__D,pg140,eca4colipa,manglyc,isetac,tungs,pqh2,butso3,cu,ttdcea,glucan6,actn__R,pg180,galt,gam,pe140,pgp141,val__L,no3,pe1801819Z,pe1829Z12Z1835Z9Z12Z,fe3,kdo2lipid4,prolb,nh4,pg181,asn__L,lcts,pe18111Z1835Z9Z12Z,acmum,pg1819Z160,hco3,cl,pgp140,pa161,arbtn_fe3,pro__L,glyald,malt,arg__L,glu__L,thr__L,fecrm,crn,pe18111Z1819Z,pe161,pe1819Z1829Z12Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_ThominisUnknown,pe1819Z1819Z,cit,dca,enlipidA_LptA,hghhlipa,protein,ocdcea,cobalt2,14glucan,26dmani,glntyrleu,lipa,lido,epist,metmetile,pg141,salchs2fe,pg160,sucr,enlipa,h2o2,mantr,chitob,pe1801835Z9Z12Z,acolipa,pgp181,cpgn,ps180,degly,hdcea,enter,pg120,valserarg,leuleutrp,pgp18111Z160,taur,maltpt,cell6,cro4,enlipidA,ptrc,chol,fecost,pgp160,h,ps120,pa140,cys__L,glc__D,ca2,so4,cell4,zymst,glyb,thm,feoxam,xyl__D,pa120,thrglntyr,manttr,adprib,glnasngln,cu2,spmd,mobd,pail18111Z160,ps141,pheme,thrthrarg,lipa_cold,cellb,pa160,pe181,glucan1500,tre,hxa,ttdca,ps161,ps160,tsul,ocdca,na1,hislysthr,thrasntyr,cgly,gthox,lyslyslys,mn2,pe18111Z1829Z12Z,pe18111Z1845Z9Z12Z15Z,ps140,pa141,ergst,salchs4fe,LptA,pe1819Z1835Z9Z12Z,pi,pa181,pe120,colipap,asp__L,mg2,octa,pe180,pgp161,malthx,egly,fe3dhbzs,pe160,pe1801845Z9Z12Z15Z,pgp120,ni2,salchs4,h2o,pe1819Z1845Z9Z12Z15Z,gthrd,inost,pail1819Z160,colipa,ferrich,ps181,pgp180,pe1801829Z12Z,rib__D,pe141,so3,fe3hox,ddca,malthp,manb,lanost,ileserarg,o16a4colipa,pg161,hdca,hghhlipan,pg18111Z160,glcglyc,k,zn2,pa180,fe2,malttr,pgp1819Z160,pg140,eca4colipa,isetac,tungs,ileasnhis,butso3,cu,ttdcea,pg180,glucan6,valleuphe,pe140,pgp141,ferxa,pe1829Z12Z1835Z9Z12Z,pe1801819Z,fe3,kdo2lipid4,feenter,pg181,maltttr,pe18111Z1835Z9Z12Z,pg1819Z160,pap,pgp140,meglyxyl,pa161,arbtn_fe3,pro__L,malt,glu__L,fecrm,crn,pe18111Z1819Z,pe161,pe1819Z1829Z12Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_LpanamensisMHOMCOL81L13,pe1819Z1819Z,cd2,chtbs,dca,enlipidA_LptA,fe3dcit,hghhlipa,protein,ocdcea,g1p,glyc3p,3mb,pentso3,cobalt2,acgam,lipa,epist,pg141,gdp,pg160,sucr,g3ps,enlipa,chitob,g3pe,pe1801835Z9Z12Z,acolipa,ala_L_Thr__L,pgp181,cpgn,chols,drib,ps180,gly_asn__L,crn__D,but,hdcea,enter,pg120,gmp,leu__L,met_L_ala__L,pgp18111Z160,taur,alaala,enlipidA,ptrc,glucan4,chol,fecost,pgp160,h,sulfac,ps120,pa140,cys__L,glc__D,ca2,so4,gal,zymst,glyb,co2,urea,thm,man,feoxam,xyl__D,mso3,arbt,pa120,metox,ctbt,met__L,phephethr,xylan4,glyc,cu2,spmd,ascb__L,mobd,gln__L,pail18111Z160,ps141,gm1lipa,pheme,tyr__L,thrthrarg,lipa_cold,pa160,pe181,tre,hxa,ttdca,gm2lipa,ps161,ps160,ocdca,na1,tsul,orn,cgly,mn2,pe18111Z1829Z12Z,pe18111Z1845Z9Z12Z15Z,ps140,ile__L,pq,arsenb,all__D,pa141,ergst,hexc,valtrpval,LptA,pta,pe1819Z1835Z9Z12Z,pi,g3pc,pa181,ps181,LalaDgluMdap,LalaDgluMdapDala,pe120,colipap,L_alagly,ala_L_asp__L,mnl,asp__L,mg2,octa,pe180,o2,pgp161,pe160,pe1801845Z9Z12Z15Z,gly_met__L,ni2,pgp120,salchs4,h2o,pe1819Z1845Z9Z12Z15Z,gthrd,inost,pail1819Z160,metox__R,met__D,lys__L,tchola,colipa,ferrich,pgp180,ac,rib__D,fru,pe1801829Z12Z,fe3hox,ddca,pe141,lanost,acmana,nmn,o16a4colipa,pg161,hdca,hghhlipan,ibt,pg18111Z160,k,zn2,pa180,fe2,pgp1819Z160,sbt__D,ethso3,pg140,eca4colipa,manglyc,isetac,pqh2,butso3,cu,ttdcea,glucan6,actn__R,pg180,galt,gam,pe140,pgp141,no3,pe1801819Z,pe1829Z12Z1835Z9Z12Z,fe3,kdo2lipid4,g3pi,nh4,prolb,pg181,asn__L,g3pg,thrhishis,lcts,pe18111Z1835Z9Z12Z,acmum,pg1819Z160,hco3,gly_asp__L,pgp140,pa161,arbtn_fe3,pro__L,glyald,malt,arg__L,glu__L,fecrm,crn,pe18111Z1819Z,pe161,pe1819Z1829Z12Z,glyc2p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TgondiiVEG,pe1819Z1819Z,cit,dca,enlipidA_LptA,fe3dcit,hghhlipa,protein,ocdcea,g1p,glyc3p,cobalt2,14glucan,lac__L,26dmani,mal__L,lipa,lido,epist,trp__L,pg141,pg160,g3ps,enlipa,chitob,g3pe,pe1801835Z9Z12Z,acolipa,pgp181,fum,drib,ps180,degly,hdcea,enter,pg120,gal__L,leu__L,phethrlys,pgp18111Z160,taur,4abut,maltpt,cro4,enlipidA,ptrc,etha,chol,fecost,pgp160,h,ps120,pa140,cys__L,glc__D,ca2,so4,gal,zymst,lipoate,glyb,man,xyl__D,pa120,met__L,glyc,crm,for,cu2,spmd,mobd,gln__L,pail18111Z160,ps141,pheme,tyr__L,lipa_cold,sphmyln,pa160,pe181,hxa,ttdca,murein5px3p,ps161,ps160,tsul,ocdca,na1,hislysthr,orn,lyslyslys,mn2,pe18111Z1829Z12Z,pe18111Z1845Z9Z12Z15Z,ps140,ile__L,pa141,ergst,murein3px3p,LptA,argarg,pe1819Z1835Z9Z12Z,pi,g3pc,pa181,ala__L,pe120,chsterol,colipap,octa,mg2,asp__L,murein3p3p,pnto__R,pe180,pgp161,malthx,egly,pe160,pe1801845Z9Z12Z15Z,pgp120,ni2,salchs4,h2o,pe1819Z1845Z9Z12Z15Z,gthrd,inost,pail1819Z160,met__D,colipa,tchola,pgp180,ps181,ser__L,pe1801829Z12Z,ac,rib__D,so3,fru,ddca,no2,pe141,lanost,pyr,o16a4colipa,pg161,citr__L,hdca,hghhlipan,pg18111Z160,k,zn2,pa180,fe2,malttr,pgp1819Z160,pg140,eca4colipa,murein5p3p,isetac,tungs,butso3,cu,ttdcea,pg180,actn__R,pe140,pgp141,val__L,no3,pe1801819Z,pe1829Z12Z1835Z9Z12Z,succ,fe3,kdo2lipid4,g3pi,pg181,asn__L,maltttr,g3pg,pe18111Z1835Z9Z12Z,pg1819Z160,hco3,cl,pgp140,meglyxyl,pa161,pro__L,malt,arg__L,glu__L,crn,pe18111Z1819Z,pe161,pe1819Z1829Z12Z,glyc2p,sprm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_ChominisTU502_2012,pe1819Z1819Z,cit,dca,dextrin,enlipidA_LptA,hghhlipa,protein,serargtrp,ocdcea,cobalt2,glyc3p,26dmani,lipa,lido,epist,starch,pg141,salchs2fe,pg160,enlipa,chitob,serphelys,pe1801835Z9Z12Z,acolipa,pgp181,cpgn,ps180,degly,hdcea,enter,pg120,valserarg,leu__L,pgp18111Z160,taur,enlipidA,ptrc,fecost,pgp160,h,sulfac,ps120,pa140,cys__L,glc__D,ca2,so4,gal,zymst,man,feoxam,xyl__D,mso3,amylose300,pa120,thrmetarg,cu2,spmd,mobd,gln__L,pail18111Z160,ps141,pheme,tyr__L,thrthrarg,lipa_cold,amet,pa160,pe181,hxa,ttdca,ps161,ps160,tsul,ocdca,na1,hislysthr,orn,lyslyslys,mn2,pe18111Z1829Z12Z,pe18111Z1845Z9Z12Z15Z,ps140,ile__L,pa141,ergst,salchs4fe,LptA,pe1819Z1835Z9Z12Z,pa181,pe120,colipap,Lcyst,3hpppn,octa,mg2,pe180,pgp161,egly,fe3dhbzs,pe160,pe1801845Z9Z12Z15Z,pgp120,ni2,salchs4,h2o,glycogen1500,pe1819Z1845Z9Z12Z15Z,gthrd,inost,pail1819Z160,colipa,ps181,tchola,pgp180,ac,pe1801829Z12Z,fru,pe141,fe3hox,ddca,trpmetval,lanost,o16a4colipa,pg161,hdca,hghhlipan,pg18111Z160,3hcinnm,k,zn2,pa180,fe2,malttr,pgp1819Z160,ethso3,pg140,eca4colipa,isetac,butso3,cu,ttdcea,pg180,actn__R,pe140,pgp141,pe1829Z12Z1835Z9Z12Z,pe1801819Z,fe3,kdo2lipid4,feenter,pg181,asn__L,pe18111Z1835Z9Z12Z,pg1819Z160,galctn__D,pap,lysvalphe,starch1200,pgp140,meglyxyl,pa161,arbtn_fe3,malt,fecrm,pe18111Z1819Z,pe161,pe1819Z1829Z12Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_BbovisT2Bo,pe1819Z1819Z,cit,dca,hghhlipa,protein,ocdcea,pcrd,mal__L,lipa,metmetile,pg141,pg160,h2o2,mantr,pcox,chitob,pe1801835Z9Z12Z,pgp181,cpgn,trpthrile,oaa,ps180,hdcea,enter,pg120,phethrlys,akg,taur,pgp18111Z160,cell6,pgp160,h,ps120,pa140,cys__L,glc__D,ca2,gal,cell4,leuasnasp,feoxam,xyl__D,ficytc6,pa120,manttr,for,cu2,pail18111Z160,ps141,lipa_cold,cellb,pa160,pe181,glucan1500,hxa,ttdca,ps161,ps160,ocdca,na1,aspvalasn,lystyrile,hislysthr,thrasntyr,orn,gthox,lyslyslys,mn2,pe18111Z1829Z12Z,pe18111Z1845Z9Z12Z15Z,ps140,all__D,pa141,pe1819Z1835Z9Z12Z,pi,pa181,pe120,octa,mg2,pe180,o2,pgp161,pe160,pe1801845Z9Z12Z15Z,pgp120,ni2,salchs4,h2o,pe1819Z1845Z9Z12Z15Z,gthrd,inost,pail1819Z160,colipa,ferrich,tchola,pgp180,ps181,pe1801829Z12Z,ac,rib__D,pe141,fe3hox,ddca,no2,manb,pg161,hdca,hghhlipan,pg18111Z160,k,zn2,pa180,fe2,pgp1819Z160,pg140,isetac,ileasnhis,butso3,cu,ttdcea,pg180,valleuphe,glucan6,pe140,pgp141,pe1829Z12Z1835Z9Z12Z,pe1801819Z,fe3,kdo2lipid4,nh4,pg181,pe18111Z1835Z9Z12Z,pg1819Z160,focytc6,hco3,pgp140,pa161,arbtn_fe3,arg__L,fecrm,pe18111Z1819Z,pe161,pe1819Z1829Z12Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EpraecoxHoughton,pe1819Z1819Z,cd2,dca,enlipidA_LptA,hghhlipa,protein,ocdcea,cobalt2,26dmani,lipa,lido,epist,phetyrlys,pg141,pg160,enlipa,pe1801835Z9Z12Z,acolipa,pgp181,chols,ps180,crn__D,degly,hdcea,enter,pg120,his__L,leu__L,gly,pgp18111Z160,taur,cro4,trptyrtyr,enlipidA,ptrc,chol,fecost,pgp160,h,sulfac,ps120,pa140,glc__D,ca2,so4,zymst,glyb,xyl__D,mso3,pa120,ctbt,met__L,cu2,spmd,mobd,gln__L,pail18111Z160,ps141,lipa_cold,cbl2,pa160,pe181,galur,tre,hxa,ttdca,ps161,tmp,ps160,tsul,glcur,ocdca,na1,gthox,lyslyslys,mn2,pe18111Z1829Z12Z,pe18111Z1845Z9Z12Z15Z,ps140,ile__L,arsenb,argphearg,pa141,ergst,LptA,pe1819Z1835Z9Z12Z,pa181,ala__L,pe120,colipap,Lcyst,asp__L,mg2,octa,pnto__R,pe180,pgp161,egly,pe160,pe1801845Z9Z12Z15Z,pgp120,ni2,salchs4,h2o,pe1819Z1845Z9Z12Z15Z,pail1819Z160,met__D,colipa,ps181,pgp180,ser__L,pe1801829Z12Z,ac,rib__D,so3,pe141,ddca,lanost,o16a4colipa,pg161,hdca,hghhlipan,pg18111Z160,k,zn2,pa180,fe2,pgp1819Z160,ethso3,pg140,eca4colipa,isetac,tungs,butso3,cu,ttdcea,pg180,actn__R,tyrtrpphe,pe140,pgp141,val__L,pe1829Z12Z1835Z9Z12Z,pe1801819Z,fe3,kdo2lipid4,prolb,nh4,pg181,asn__L,pe18111Z1835Z9Z12Z,pg1819Z160,pap,pgp140,meglyxyl,pa161,pro__L,thr__L,crn,pe18111Z1819Z,pe161,pe1819Z1829Z12Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EacervulinaHoughton,pe1819Z1819Z,cit,cd2,dca,enlipidA_LptA,hghhlipa,protein,cbl1hbi,arab__L,ocdcea,cobalt2,glyc3p,3mb,26dmani,lipa,lido,epist,pg141,gdp,pg160,sucr,g3ps,enlipa,chitob,g3pe,pe1801835Z9Z12Z,acolipa,pgp181,chols,drib,ps180,crn__D,but,hdcea,degly,pg120,gmp,his__L,leu__L,gly,pgp18111Z160,taur,enlipidA,ptrc,chol,fecost,pgp160,h,ps120,pa140,cys__L,glc__D,ca2,so4,gal,zymst,glyb,thm,xyl__D,mso3,pa120,ctbt,met__L,for,cu2,spmd,mobd,gln__L,pail18111Z160,ps141,pheme,sula,lipa_cold,cbl2,pa160,pe181,galur,hxa,ttdca,ps161,ps160,tsul,ocdca,na1,glcur,lyslyslys,mn2,pe18111Z1829Z12Z,pe18111Z1845Z9Z12Z15Z,ps140,ile__L,arsenb,pa141,ergst,mops,LptA,pta,pe1819Z1835Z9Z12Z,pi,g3pc,pa181,ala__L,pe120,colipap,Lcyst,octa,mg2,eths,pe180,pgp161,egly,pe160,pe1801845Z9Z12Z15Z,pgp120,ni2,h2o,pe1819Z1845Z9Z12Z15Z,gthrd,inost,pail1819Z160,met__D,colipa,tchola,ps181,ser__L,pgp180,ac,rib__D,pe1801829Z12Z,pe141,ddca,no2,lanost,trpaspasp,o16a4colipa,pg161,hdca,hghhlipan,ibt,pg18111Z160,glcglyc,asnasnarg,k,zn2,pa180,asntyrphe,fe2,pgp1819Z160,istnt,eca4colipa,pg140,cu,buts,ttdcea,pg180,actn__R,pe140,pgp141,val__L,no3,pe1801819Z,pe1829Z12Z1835Z9Z12Z,4ahmmp,fe3,kdo2lipid4,g3pi,prolb,nh4,pg181,asnpheasp,g3pg,pe18111Z1835Z9Z12Z,pg1819Z160,hco3,pgp140,meglyxyl,pa161,pro__L,malt,thr__L,crn,hexs,pe18111Z1819Z,pe161,pe1819Z1829Z12Z,glyc2p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PgaboniG01,pe1819Z1819Z,cit,cd2,dca,hghhlipa,protein,arab__L,ocdcea,cobalt2,lac__L,lipa,epist,pg141,pg160,h2o2,ptd1ino,chitob,pe1801835Z9Z12Z,pgp181,ps180,hdcea,enter,pg120,pgp18111Z160,taur,hemozoin,ptrc,chol,fecost,pgp160,pail,h,ps120,pa140,glc__D,ca2,so4,gal,zymst,glyb,co2,urea,man,xyl__D,pa120,met__L,glyc,for,cu2,spmd,mobd,pail18111Z160,ps141,ileargile,pheme,thrthrarg,lipa_cold,pa160,pe181,hxa,ttdca,ps161,ps160,tsul,ocdca,na1,hislysile,lystyrile,orn,gthox,lyslyslys,mn2,pe18111Z1829Z12Z,pe18111Z1845Z9Z12Z15Z,ps140,fad,pa141,ergst,hb,pe,pe1819Z1835Z9Z12Z,pi,pa181,pe120,octa,mg2,pe180,pgp161,pe160,pe1801845Z9Z12Z15Z,pgp120,ni2,salchs4,glycogen1500,h2o,pe1819Z1845Z9Z12Z15Z,gthrd,pail1819Z160,met__D,colipa,tchola,ferrich,ps181,pgp180,ac,rib__D,fru,pe1801829Z12Z,pe141,ddca,no2,lanost,pg161,hdca,hghhlipan,pg18111Z160,k,zn2,pa180,fe2,pgp1819Z160,pg140,tungs,lyspheile,cu,ttdcea,pg180,actn__R,pe140,pgp141,pe1829Z12Z1835Z9Z12Z,pe1801819Z,fe3,kdo2lipid4,nh4,pg181,pe18111Z1835Z9Z12Z,pg1819Z160,pgp140,pa161,pro__L,glyald,thmmp,malt,pe18111Z1819Z,pe161,pe1819Z1829Z12Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PknowlesiH,pe1819Z1819Z,cit,cd2,dca,enlipidA_LptA,dad_2,hghhlipa,protein,arab__L,ocdcea,cobalt2,lac__L,pcrd,lipa,epist,pg141,gdp,pg160,enlipa,pcox,h2o2,ptd1ino,chitob,pe1801835Z9Z12Z,acolipa,pgp181,drib,ps180,hdcea,enter,pg120,gmp,pgp18111Z160,taur,HC00900,cro4,hemozoin,enlipidA,ptrc,chol,fecost,pgp160,pail,h,ps120,pa140,cys__L,glc__D,ca2,so4,gal,zymst,glyb,co2,urea,man,xyl__D,ficytc6,pa120,metox,met__L,glyc,ade,for,5fthf,cu2,spmd,mobd,gln__L,pail18111Z160,ps141,ileargile,pheme,thrthrarg,lipa_cold,pa160,pe181,glucan1500,hxa,hxan,ttdca,ps161,ps160,tsul,ocdca,na1,lystyrile,orn,gthox,lyslyslys,mn2,pe18111Z1829Z12Z,pe18111Z1845Z9Z12Z15Z,ps140,pa141,ergst,LptA,hb,pe,pe1819Z1835Z9Z12Z,pi,pa181,pe120,colipap,octa,mg2,pe180,o2,pgp161,orot,pe160,pe1801845Z9Z12Z15Z,pgp120,ni2,salchs4,h2o,pe1819Z1845Z9Z12Z15Z,gthrd,pail1819Z160,metox__R,met__D,colipa,tchola,pgp180,ps181,ac,rib__D,fru,so3,pe1801829Z12Z,ddca,no2,pe141,lanost,nmn,o16a4colipa,pg161,hdca,hghhlipan,pg18111Z160,k,zn2,pa180,gsn,fe2,pgp1819Z160,pg140,eca4colipa,tungs,lyspheile,cu,ttdcea,gua,pg180,glucan6,pe140,pgp141,pe1829Z12Z1835Z9Z12Z,pe1801819Z,fe3,kdo2lipid4,nh4,pg181,pe18111Z1835Z9Z12Z,pg1819Z160,focytc6,pgp140,pa161,pro__L,glyald,thmmp,arg__L,pe18111Z1819Z,pe161,pe1819Z1829Z12Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TequiWA,pe1819Z1819Z,cit,dca,hghhlipa,protein,arab__L,ocdcea,pcrd,ileprolys,mal__L,lipa,pg141,pg160,h2o2,pcox,chitob,serphelys,pe1801835Z9Z12Z,pgp181,fum,trpthrile,oaa,ps180,hdcea,enter,pg120,phethrlys,akg,taur,pgp18111Z160,pgp160,h,sulfac,ps120,pa140,cys__L,glc__D,ca2,gal,leuasnasp,ppcr,man,mso3,ficytc6,pa120,for,cu2,4crsol,mobd,pail18111Z160,ps141,pheme,lipa_cold,amet,ppco,cbl2,4hba,pa160,pe181,hxa,ttdca,ps161,ps160,ocdca,na1,aspvalasn,lystyrile,orn,coa,gthox,lyslyslys,mn2,pe18111Z1829Z12Z,pe18111Z1845Z9Z12Z15Z,ps140,serlyshis,glcman6,all__D,pa141,pe1819Z1835Z9Z12Z,pi,pa181,pe120,octa,mg2,pe180,o2,pgp161,pe160,pe1801845Z9Z12Z15Z,pgp120,ni2,salchs4,h2o,pe1819Z1845Z9Z12Z15Z,gthrd,inost,pail1819Z160,colipa,ps181,tchola,pgp180,ac,rib__D,fru,pe1801829Z12Z,pe141,ddca,pg161,hdca,hghhlipan,pg18111Z160,mqn8,k,zn2,pa180,fe2,pgp1819Z160,ethso3,pg140,isetac,ileasnhis,butso3,cu,ttdcea,pg180,valleuphe,pe140,pgp141,pe1829Z12Z1835Z9Z12Z,pe1801819Z,succ,fe3,kdo2lipid4,alalysthr,pg181,lcts,pe18111Z1835Z9Z12Z,pg1819Z160,focytc6,asntyrthr,pgp140,pa161,arg__L,pe18111Z1819Z,pe161,4hbald,glcman600,pe1819Z1829Z12Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
