,genes,gene_assoc_w_other_rxns?
EAR140x_1,frozenset({<Gene TGGT1_251930-t26_1-p1 at 0x2abd68c122e8>}),no
EAR160x_1,frozenset({<Gene TGGT1_251930-t26_1-p1 at 0x2abd68c122e8>}),no
EAR180x_1,frozenset({<Gene TGGT1_251930-t26_1-p1 at 0x2abd68c122e8>}),no
EAR181x_1,frozenset({<Gene TGGT1_251930-t26_1-p1 at 0x2abd68c122e8>}),no
EAR40x_1,frozenset({<Gene TGGT1_251930-t26_1-p1 at 0x2abd68c122e8>}),no
EAR60x_1,frozenset({<Gene TGGT1_251930-t26_1-p1 at 0x2abd68c122e8>}),no
EAR80x_1,frozenset({<Gene TGGT1_251930-t26_1-p1 at 0x2abd68c122e8>}),no
ECA4COLIPAabctex,frozenset({<Gene TGGT1_315560-t26_1-p1 at 0x2abd68c06e48>}),no
ECOAH11p,frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x2abd68c06828>}),no
ECOAH4p,frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x2abd68c06828>}),no
ECOAH5p,frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x2abd68c06828>}),no
ECOAH6p,frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x2abd68c06828>}),no
ECOAH7p,frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x2abd68c06828>}),no
ECOAH8p,frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x2abd68c06828>}),no
EHGLATp,frozenset({<Gene TGGT1_248600-t26_1-p1 at 0x2abd68c06c18>}),no
EMGH,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x2abd68c58080>}),no
ENLIPAabctex,frozenset({<Gene TGGT1_315560-t26_1-p1 at 0x2abd68c06e48>}),no
ENLIPIDAt1ex,frozenset({<Gene TGGT1_315560-t26_1-p1 at 0x2abd68c06e48>}),no
ENOf,frozenset({<Gene TGGT1_268850-t26_1-p1 at 0x2abd68c695c0>}),no
FA100ACPHi_1,frozenset({<Gene TGGT1_271892-t26_1-p1 at 0x2abd68c44fd0>}),no
FA120ACPHi_1,frozenset({<Gene TGGT1_271892-t26_1-p1 at 0x2abd68c44fd0>}),no
FA140ACPHi_1,frozenset({<Gene TGGT1_271892-t26_1-p1 at 0x2abd68c44fd0>}),no
FA140COAabcp,frozenset({<Gene TGGT1_314330-t26_1-p1 at 0x2abd68c33390>}),no
FA141COAabcp,frozenset({<Gene TGGT1_314330-t26_1-p1 at 0x2abd68c33390>}),no
FA160ACPHi_1,frozenset({<Gene TGGT1_271892-t26_1-p1 at 0x2abd68c44fd0>}),no
FA160COAabcp,frozenset({<Gene TGGT1_314330-t26_1-p1 at 0x2abd68c33390>}),no
FA160COAabcp_1,frozenset({<Gene TGGT1_314330-t26_1-p1 at 0x2abd68c33390>}),no
FA161ACPHi_1,frozenset({<Gene TGGT1_271892-t26_1-p1 at 0x2abd68c44fd0>}),no
FA161COAabcp,frozenset({<Gene TGGT1_314330-t26_1-p1 at 0x2abd68c33390>}),no
FA180ACPHi,frozenset({<Gene TGGT1_271892-t26_1-p1 at 0x2abd68c44fd0>}),no
FA180COAabcp,frozenset({<Gene TGGT1_314330-t26_1-p1 at 0x2abd68c33390>}),no
FA1819ZACPH,frozenset({<Gene TGGT1_271892-t26_1-p1 at 0x2abd68c44fd0>}),no
FA181ACPHi,frozenset({<Gene TGGT1_271892-t26_1-p1 at 0x2abd68c44fd0>}),no
FA181COAabcp,frozenset({<Gene TGGT1_314330-t26_1-p1 at 0x2abd68c33390>}),no
FA182COAabcp,frozenset({<Gene TGGT1_314330-t26_1-p1 at 0x2abd68c33390>}),no
FA80ACPHi_1,frozenset({<Gene TGGT1_271892-t26_1-p1 at 0x2abd68c44fd0>}),no
FACOAL100p,frozenset({<Gene TGGT1_243800-t26_1-p1 at 0x2abd68c33828>}),no
FACOAL100t2pp,"frozenset({<Gene TGGT1_243800-t26_1-p1 at 0x2abd68c33828>, <Gene TGGT1_297220-t26_1-p1 at 0x2abd68c06630>, <Gene TGGT1_310150-t26_1-p1 at 0x2abd68c58048>, <Gene TGGT1_247760-t26_1-p1 at 0x2abd68c06f60>})",yes
FACOAL120p,frozenset({<Gene TGGT1_243800-t26_1-p1 at 0x2abd68c33828>}),no
FACOAL120t2pp,"frozenset({<Gene TGGT1_243800-t26_1-p1 at 0x2abd68c33828>, <Gene TGGT1_297220-t26_1-p1 at 0x2abd68c06630>, <Gene TGGT1_310150-t26_1-p1 at 0x2abd68c58048>, <Gene TGGT1_247760-t26_1-p1 at 0x2abd68c06f60>})",yes
FACOAL140p,frozenset({<Gene TGGT1_243800-t26_1-p1 at 0x2abd68c33828>}),no
FACOAL140t2pp,"frozenset({<Gene TGGT1_243800-t26_1-p1 at 0x2abd68c33828>, <Gene TGGT1_297220-t26_1-p1 at 0x2abd68c06630>, <Gene TGGT1_310150-t26_1-p1 at 0x2abd68c58048>, <Gene TGGT1_247760-t26_1-p1 at 0x2abd68c06f60>})",yes
FACOAL141p,frozenset({<Gene TGGT1_243800-t26_1-p1 at 0x2abd68c33828>}),no
FACOAL141t2pp,"frozenset({<Gene TGGT1_243800-t26_1-p1 at 0x2abd68c33828>, <Gene TGGT1_297220-t26_1-p1 at 0x2abd68c06630>, <Gene TGGT1_310150-t26_1-p1 at 0x2abd68c58048>, <Gene TGGT1_247760-t26_1-p1 at 0x2abd68c06f60>})",yes
FACOAL160p,frozenset({<Gene TGGT1_243800-t26_1-p1 at 0x2abd68c33828>}),no
FACOAL160t2pp,"frozenset({<Gene TGGT1_243800-t26_1-p1 at 0x2abd68c33828>, <Gene TGGT1_297220-t26_1-p1 at 0x2abd68c06630>, <Gene TGGT1_310150-t26_1-p1 at 0x2abd68c58048>, <Gene TGGT1_247760-t26_1-p1 at 0x2abd68c06f60>})",yes
FACOAL161p,frozenset({<Gene TGGT1_243800-t26_1-p1 at 0x2abd68c33828>}),no
FACOAL161t2pp,"frozenset({<Gene TGGT1_243800-t26_1-p1 at 0x2abd68c33828>, <Gene TGGT1_297220-t26_1-p1 at 0x2abd68c06630>, <Gene TGGT1_310150-t26_1-p1 at 0x2abd68c58048>, <Gene TGGT1_247760-t26_1-p1 at 0x2abd68c06f60>})",yes
FACOAL180t2pp,"frozenset({<Gene TGGT1_243800-t26_1-p1 at 0x2abd68c33828>, <Gene TGGT1_297220-t26_1-p1 at 0x2abd68c06630>, <Gene TGGT1_310150-t26_1-p1 at 0x2abd68c58048>, <Gene TGGT1_247760-t26_1-p1 at 0x2abd68c06f60>})",yes
FACOAL181t2pp,"frozenset({<Gene TGGT1_243800-t26_1-p1 at 0x2abd68c33828>, <Gene TGGT1_297220-t26_1-p1 at 0x2abd68c06630>, <Gene TGGT1_310150-t26_1-p1 at 0x2abd68c58048>, <Gene TGGT1_247760-t26_1-p1 at 0x2abd68c06f60>})",yes
FACOAL60t2pp,"frozenset({<Gene TGGT1_243800-t26_1-p1 at 0x2abd68c33828>, <Gene TGGT1_297220-t26_1-p1 at 0x2abd68c06630>, <Gene TGGT1_310150-t26_1-p1 at 0x2abd68c58048>, <Gene TGGT1_247760-t26_1-p1 at 0x2abd68c06f60>})",yes
FACOAL80p,frozenset({<Gene TGGT1_243800-t26_1-p1 at 0x2abd68c33828>}),no
FACOAL80t2pp,"frozenset({<Gene TGGT1_243800-t26_1-p1 at 0x2abd68c33828>, <Gene TGGT1_297220-t26_1-p1 at 0x2abd68c06630>, <Gene TGGT1_310150-t26_1-p1 at 0x2abd68c58048>, <Gene TGGT1_247760-t26_1-p1 at 0x2abd68c06f60>})",yes
FAO141p_even,"frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x2abd68c06828>, <Gene TGGT1_226300-t26_1-p1 at 0x2abd68c067b8>, <Gene TGGT1_273740-t26_1-p1 at 0x2abd68c06748>, <Gene TGGT1_247500-t26_1-p1 at 0x2abd68c33470>})",yes
FAO141p_odd,"frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x2abd68c06828>, <Gene TGGT1_273740-t26_1-p1 at 0x2abd68c06748>, <Gene TGGT1_247500-t26_1-p1 at 0x2abd68c33470>})",yes
FAO161p_even,"frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x2abd68c06828>, <Gene TGGT1_226300-t26_1-p1 at 0x2abd68c067b8>, <Gene TGGT1_273740-t26_1-p1 at 0x2abd68c06748>, <Gene TGGT1_247500-t26_1-p1 at 0x2abd68c33470>})",yes
FAO161p_odd,"frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x2abd68c06828>, <Gene TGGT1_273740-t26_1-p1 at 0x2abd68c06748>, <Gene TGGT1_247500-t26_1-p1 at 0x2abd68c33470>})",yes
FAO181p_even,"frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x2abd68c06828>, <Gene TGGT1_226300-t26_1-p1 at 0x2abd68c067b8>, <Gene TGGT1_273740-t26_1-p1 at 0x2abd68c06748>, <Gene TGGT1_247500-t26_1-p1 at 0x2abd68c33470>})",yes
FAO181p_odd,"frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x2abd68c06828>, <Gene TGGT1_273740-t26_1-p1 at 0x2abd68c06748>, <Gene TGGT1_247500-t26_1-p1 at 0x2abd68c33470>})",yes
FAO182p_eveneven,"frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x2abd68c06828>, <Gene TGGT1_226300-t26_1-p1 at 0x2abd68c067b8>, <Gene TGGT1_273740-t26_1-p1 at 0x2abd68c06748>, <Gene TGGT1_247500-t26_1-p1 at 0x2abd68c33470>})",yes
FAO182p_evenodd,"frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x2abd68c06828>, <Gene TGGT1_226300-t26_1-p1 at 0x2abd68c067b8>, <Gene TGGT1_273740-t26_1-p1 at 0x2abd68c06748>, <Gene TGGT1_247500-t26_1-p1 at 0x2abd68c33470>})",yes
FAO182p_oddodd,"frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x2abd68c06828>, <Gene TGGT1_273740-t26_1-p1 at 0x2abd68c06748>, <Gene TGGT1_247500-t26_1-p1 at 0x2abd68c33470>})",yes
FAO240p,"frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x2abd68c06828>, <Gene TGGT1_273740-t26_1-p1 at 0x2abd68c06748>, <Gene TGGT1_247500-t26_1-p1 at 0x2abd68c33470>})",yes
FAO80p,"frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x2abd68c06828>, <Gene TGGT1_273740-t26_1-p1 at 0x2abd68c06748>, <Gene TGGT1_247500-t26_1-p1 at 0x2abd68c33470>})",yes
FBA3hi,frozenset({<Gene TGGT1_236050-t26_1-p1 at 0x2abd68c9cb00>}),no
FBAf,frozenset({<Gene TGGT1_236050-t26_1-p1 at 0x2abd68c9cb00>}),no
FBAh,frozenset({<Gene TGGT1_236050-t26_1-p1 at 0x2abd68c9cb00>}),no
FE2t2pp,frozenset({<Gene TGGT1_267270-t26_1-p1 at 0x2abd68c8ccf8>}),no
FE3DCITabcpp,frozenset({<Gene TGGT1_314330-t26_1-p1 at 0x2abd68c33390>}),no
FE3abch,frozenset({<Gene TGGT1_297925-t26_1-p1 at 0x2abd68c9cac8>}),no
FE3abcpp,frozenset({<Gene TGGT1_244270-t26_1-p1 at 0x2abd68c23b38>}),no
FEENTER2tpp,"frozenset({<Gene TGGT1_239020-t26_1-p1 at 0x2abd68c23748>, <Gene TGGT1_260310-t26_1-p1 at 0x2abd68c237f0>})",yes
FEex,"frozenset({<Gene TGGT1_269000-t26_1-p1 at 0x2abd68c237b8>, <Gene TGGT1_320460-t26_1-p1 at 0x2abd68c44198>, <Gene TGGT1_244270-t26_1-p1 at 0x2abd68c23b38>, <Gene TGGT1_273360-t26_1-p1 at 0x2abd68c23780>})",yes
FEpp,"frozenset({<Gene TGGT1_269000-t26_1-p1 at 0x2abd68c237b8>, <Gene TGGT1_320460-t26_1-p1 at 0x2abd68c44198>, <Gene TGGT1_244270-t26_1-p1 at 0x2abd68c23b38>, <Gene TGGT1_273360-t26_1-p1 at 0x2abd68c23780>})",yes
FNORh,"frozenset({<Gene TGGT1_298990-t26_1-p1 at 0x2abd68cafef0>, <Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>})",yes
FPGPL,frozenset({<Gene TGGT1_236050-t26_1-p1 at 0x2abd68c9cb00>}),no
FPPSh,frozenset({<Gene TGGT1_224490-t26_1-p1 at 0x2abd68c8ccc0>}),no
FRUt3,frozenset({<Gene TGGT1_272500-t26_1-p1 at 0x2abd68c44978>}),no
G1P_pi_th,frozenset({<Gene TGGT1_232690-t26_1-p1 at 0x2abd68c44da0>}),no
G3PAT160h,frozenset({<Gene TGGT1_270910-t26_1-p1 at 0x2abd68c8c128>}),no
G3PAT180h,frozenset({<Gene TGGT1_270910-t26_1-p1 at 0x2abd68c8c128>}),no
G3PAT1819Zh,frozenset({<Gene TGGT1_270910-t26_1-p1 at 0x2abd68c8c128>}),no
G3PAT181h,frozenset({<Gene TGGT1_270910-t26_1-p1 at 0x2abd68c8c128>}),no
G3PCabcpp,frozenset({<Gene TGGT1_216790-t26_1-p1 at 0x2abd68c12390>}),no
G3PD1,"frozenset({<Gene TGGT1_307570-t26_1-p1 at 0x2abd68c69710>, <Gene TGGT1_210260-t26_1-p1 at 0x2abd68c696a0>, <Gene TGGT1_263730-t26_1-p1 at 0x2abd68c58be0>})",yes
G3PD2_1,frozenset({<Gene TGGT1_307570-t26_1-p1 at 0x2abd68c69710>}),no
G3PEabcpp,frozenset({<Gene TGGT1_216790-t26_1-p1 at 0x2abd68c12390>}),no
G3PGabcpp,frozenset({<Gene TGGT1_216790-t26_1-p1 at 0x2abd68c12390>}),no
G3PIabcpp,frozenset({<Gene TGGT1_216790-t26_1-p1 at 0x2abd68c12390>}),no
G3PO,frozenset({<Gene TGGT1_263730-t26_1-p1 at 0x2abd68c58be0>}),no
G3PSabcpp,frozenset({<Gene TGGT1_216790-t26_1-p1 at 0x2abd68c12390>}),no
G3P_pi_thr,frozenset({<Gene TGGT1_232690-t26_1-p1 at 0x2abd68c44da0>}),no
G5DHx,frozenset({<Gene TGGT1_270550-t26_1-p1 at 0x2abd68c7a518>}),no
G6PADHh,frozenset({<Gene TGGT1_278830-t26_1-p1 at 0x2abd68c8c470>}),no
G6PA_pi_th,frozenset({<Gene TGGT1_232690-t26_1-p1 at 0x2abd68c44da0>}),no
G6PBDHh,frozenset({<Gene TGGT1_278830-t26_1-p1 at 0x2abd68c8c470>}),no
G6PB_pi_th,frozenset({<Gene TGGT1_232690-t26_1-p1 at 0x2abd68c44da0>}),no
G6PIh,frozenset({<Gene TGGT1_283780-t26_1-p1 at 0x2abd68c58518>}),no
GALt2pp,"frozenset({<Gene TGGT1_214320-t26_1-p1 at 0x2abd68c7ac18>, <Gene TGGT1_257120-t26_1-p1 at 0x2abd68c8ce10>})",yes
GCPNn,"frozenset({<Gene TGGT1_318675-t26_1-p1 at 0x2abd68c8c780>, <Gene TGGT1_272650-t26_1-p1 at 0x2abd68c8c710>, <Gene TGGT1_266920-t26_1-p1 at 0x2abd68c8c6d8>})",yes
GGGH,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x2abd68c58080>}),no
GLCt2pp,"frozenset({<Gene TGGT1_214320-t26_1-p1 at 0x2abd68c7ac18>, <Gene TGGT1_257120-t26_1-p1 at 0x2abd68c8ce10>, <Gene TGGT1_272500-t26_1-p1 at 0x2abd68c44978>})",yes
GLNTRAT,frozenset({<Gene TGGT1_233838-t26_1-p1 at 0x2abd68c7aa90>}),no
GLNabcpp,frozenset({<Gene TGGT1_226790-t26_1-p1 at 0x2abd68c69748>}),no
GLNt7,frozenset({<Gene TGGT1_227570-t26_1-p1 at 0x2abd68c442b0>}),no
GLUKAh,frozenset({<Gene TGGT1_265450-t26_1-p1 at 0x2abd68c58550>}),no
GLUKBh,frozenset({<Gene TGGT1_265450-t26_1-p1 at 0x2abd68c58550>}),no
GLUS_ferr,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
GLUTRS_Gln,frozenset({<Gene TGGT1_241870-t26_1-p1 at 0x2abd68c06c50>}),no
GLYC2Pabcpp,frozenset({<Gene TGGT1_216790-t26_1-p1 at 0x2abd68c12390>}),no
GLYC3Pabcpp,frozenset({<Gene TGGT1_216790-t26_1-p1 at 0x2abd68c12390>}),no
GLYC3Pth,frozenset({<Gene TGGT1_278800-t26_1-p1 at 0x2abd68c7aef0>}),no
GLYCth,frozenset({<Gene TGGT1_252340-t26_1-p1 at 0x2abd68c33898>}),no
GM1LIPAabcpp,frozenset({<Gene TGGT1_269000-t26_1-p1 at 0x2abd68c237b8>}),no
GM2LIPAabcpp,frozenset({<Gene TGGT1_269000-t26_1-p1 at 0x2abd68c237b8>}),no
GRGT,frozenset({<Gene TGGT1_283810-t26_1-p1 at 0x2abd68c586d8>}),no
GTHRDabc2pp,"frozenset({<Gene TGGT1_288920-t26_1-p1 at 0x2abd68c8cba8>, <Gene TGGT1_305590-t26_1-p1 at 0x2abd68c8cc50>, <Gene TGGT1_290580-t26_1-p1 at 0x2abd68c337f0>})",yes
GTHRDabcv,frozenset({<Gene TGGT1_320460-t26_1-p1 at 0x2abd68c44198>}),no
GTHS_1,frozenset({<Gene TGGT1_226800-t26_1-p1 at 0x2abd68c58128>}),no
GUACn,frozenset({<Gene TGGT1_254370-t26_1-p1 at 0x2abd68c58978>}),no
HACD10p,frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x2abd68c06828>}),no
HACD4p,frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x2abd68c06828>}),no
HACD5p,frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x2abd68c06828>}),no
HACD6p,frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x2abd68c06828>}),no
HACD7p,frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x2abd68c06828>}),no
HACD8p,frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x2abd68c06828>}),no
HACDp,frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x2abd68c06828>}),no
HDS,frozenset({<Gene TGGT1_262430-t26_1-p1 at 0x2abd68c9c978>}),no
HEMELh,frozenset({<Gene TGGT1_314042-t26_1-p1 at 0x2abd68c58898>}),no
HYDAh,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
ICDHyp,frozenset({<Gene TGGT1_266760-t26_1-p1 at 0x2abd68c9c6d8>}),no
IDPh,"frozenset({<Gene TGGT1_283830-t26_1-p1 at 0x2abd68c8c4a8>, <Gene TGGT1_248670-t26_1-p1 at 0x2abd68c447f0>})",yes
ILEt7,frozenset({<Gene TGGT1_227570-t26_1-p1 at 0x2abd68c442b0>}),no
ISETACabcpp,frozenset({<Gene TGGT1_247540-t26_1-p1 at 0x2abd68c06d68>}),no
K2L4Aabcpp,"frozenset({<Gene TGGT1_263740-t26_1-p1 at 0x2abd68c23828>, <Gene TGGT1_239020-t26_1-p1 at 0x2abd68c23748>, <Gene TGGT1_273360-t26_1-p1 at 0x2abd68c23780>, <Gene TGGT1_269000-t26_1-p1 at 0x2abd68c237b8>, <Gene TGGT1_260310-t26_1-p1 at 0x2abd68c237f0>})",yes
K2L4Aabctex,frozenset({<Gene TGGT1_315560-t26_1-p1 at 0x2abd68c06e48>}),no
KAS14_1,frozenset({<Gene TGGT1_231890-t26_1-p1 at 0x2abd68c06908>}),no
KATp,frozenset({<Gene TGGT1_273740-t26_1-p1 at 0x2abd68c06748>}),no
LEUt7,frozenset({<Gene TGGT1_227570-t26_1-p1 at 0x2abd68c442b0>}),no
LIPACabcpp,"frozenset({<Gene TGGT1_273360-t26_1-p1 at 0x2abd68c23780>, <Gene TGGT1_263740-t26_1-p1 at 0x2abd68c23828>, <Gene TGGT1_239020-t26_1-p1 at 0x2abd68c23748>, <Gene TGGT1_260310-t26_1-p1 at 0x2abd68c237f0>})",yes
LIPAabcpp,"frozenset({<Gene TGGT1_263740-t26_1-p1 at 0x2abd68c23828>, <Gene TGGT1_239020-t26_1-p1 at 0x2abd68c23748>, <Gene TGGT1_273360-t26_1-p1 at 0x2abd68c23780>, <Gene TGGT1_269000-t26_1-p1 at 0x2abd68c237b8>, <Gene TGGT1_260310-t26_1-p1 at 0x2abd68c237f0>})",yes
LIPAabctex,frozenset({<Gene TGGT1_315560-t26_1-p1 at 0x2abd68c06e48>}),no
LLDH_ferr_x,frozenset({<Gene TGGT1_273530-t26_1-p1 at 0x2abd68c58ac8>}),no
LUMIRHODOPSINI,frozenset({<Gene TGGT1_254370-t26_1-p1 at 0x2abd68c58978>}),no
MALTHXabcpp,frozenset({<Gene TGGT1_216790-t26_1-p1 at 0x2abd68c12390>}),no
MALTPTabcpp,frozenset({<Gene TGGT1_216790-t26_1-p1 at 0x2abd68c12390>}),no
MALTTRabcpp,frozenset({<Gene TGGT1_216790-t26_1-p1 at 0x2abd68c12390>}),no
MALTTTRabcpp,frozenset({<Gene TGGT1_216790-t26_1-p1 at 0x2abd68c12390>}),no
MALTabcpp,frozenset({<Gene TGGT1_216790-t26_1-p1 at 0x2abd68c12390>}),no
MCOATA_1,frozenset({<Gene TGGT1_225990-t26_1-p1 at 0x2abd68c44668>}),no
METARHODOPSINH,frozenset({<Gene TGGT1_254370-t26_1-p1 at 0x2abd68c58978>}),no
METDabcpp,frozenset({<Gene TGGT1_316320-t26_1-p1 at 0x2abd68c12eb8>}),no
METHFth,"frozenset({<Gene TGGT1_205490-t26_1-p1 at 0x2abd68c44d30>, <Gene TGGT1_231420-t26_1-p1 at 0x2abd68c44cf8>})",no
METabcpp,frozenset({<Gene TGGT1_316320-t26_1-p1 at 0x2abd68c12eb8>}),no
MG2uabcpp,"frozenset({<Gene TGGT1_284598-t26_1-p1 at 0x2abd68c9c320>, <Gene TGGT1_252640-t26_1-p1 at 0x2abd68c9c358>, <Gene TGGT1_284602-t26_1-p1 at 0x2abd68c7ad68>, <Gene TGGT1_230420-t26_1-p1 at 0x2abd68c7acc0>, <Gene TGGT1_312100-t26_1-p1 at 0x2abd68c9c2e8>})",yes
MGDGD4DS1819Z1644Z7Z10Z13Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
MGDGD4DS1829Z12Z1634Z7Z10Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
MGDGD4DS1829Z12Z1644Z7Z10Z13Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
MGDGD4DS1839Z12Z15Z1634Z7Z10Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
MGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
MGDGD7DS1819Z1617Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
MGDGD7DS1829Z12Z1617Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
MGDGW3DS1819Z1637Z10Z13Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
MGDGW3DS1829Z12Z1637Z10Z13Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
MGDGW3DS1829Z12Z1644Z7Z10Z13Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
MGDGW3DS1839Z12Z15Z160,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
MGDGW3DS1839Z12Z15Z1627Z10Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
MGDGW3DS1839Z12Z15Z1634Z7Z10Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
MGDGW3DS1839Z12Z15Z1637Z10Z13Z1,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
MGDGW3DS1839Z12Z15Z1637Z10Z13Z2,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
MGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z1,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
MGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z2,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
MGDGW6DS1819Z1627Z10Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
MGDGW6DS1829Z12Z160,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
MGDGW6DS1829Z12Z1617Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
MGDGW6DS1829Z12Z1619Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
MGDGW6DS1829Z12Z1627Z10Z1,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
MGDGW6DS1829Z12Z1627Z10Z2,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
MGDGW6DS1829Z12Z1637Z10Z13Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
MGDGW6DS1829Z12Z1644Z7Z10Z13Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
MGHA,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x2abd68c58080>}),no
MGHB,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x2abd68c58080>}),no
MI1345PKn,frozenset({<Gene TGGT1_208070-t26_1-p1 at 0x2abd68c33a90>}),no
MI1456PKn,frozenset({<Gene TGGT1_208070-t26_1-p1 at 0x2abd68c33a90>}),no
MI145P6Kn,frozenset({<Gene TGGT1_208070-t26_1-p1 at 0x2abd68c33a90>}),no
MI145PKn,frozenset({<Gene TGGT1_208070-t26_1-p1 at 0x2abd68c33a90>}),no
MLDEP1pp,frozenset({<Gene TGGT1_235680-t26_1-p1 at 0x2abd68c12ef0>}),no
MLDEP2pp,frozenset({<Gene TGGT1_235680-t26_1-p1 at 0x2abd68c12ef0>}),no
MLGH,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x2abd68c58080>}),no
MN2t3pp,frozenset({<Gene TGGT1_251630-t26_1-p1 at 0x2abd68c06e10>}),no
MNabc_1,frozenset({<Gene TGGT1_314330-t26_1-p1 at 0x2abd68c33390>}),no
MNt2pp,frozenset({<Gene TGGT1_267270-t26_1-p1 at 0x2abd68c8ccf8>}),no
MOBDabcpp,"frozenset({<Gene TGGT1_289350-t26_1-p1 at 0x2abd68c446a0>, <Gene TGGT1_244270-t26_1-p1 at 0x2abd68c23b38>, <Gene TGGT1_316320-t26_1-p1 at 0x2abd68c12eb8>})",yes
MTGH,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x2abd68c58080>}),no
NA1Hth,frozenset({<Gene TGGT1_305180-t26_1-p1 at 0x2abd68caff28>}),no
NADS1n,frozenset({<Gene TGGT1_269800-t26_1-p1 at 0x2abd68c33da0>}),no
NAt3pp,"frozenset({<Gene TGGT1_259200A-t26_1-p1 at 0x2abd68c69d68>, <Gene TGGT1_299060-t26_1-p1 at 0x2abd68c69b70>})",no
NI2t3pp,frozenset({<Gene TGGT1_251630-t26_1-p1 at 0x2abd68c06e10>}),no
