,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293
TvaginalisG3,ddca,thr__L,tre,malthx,pgp180,maltttr,gam,rib__D,pe1801845Z9Z12Z15Z,lmn30,pa160,lcts,no3,arab__D,pe18111Z1829Z12Z,pe180,pg180,pg181,lys__L,cit,uaagmda,thm,melib,murein5px4px4p,mg2,ac,gthrd,pe160,inost,gdp,eca4colipa,g3pc,pail18111Z160,isetac,ca2,pgp160,pheme,ptrc,colipap,pgp140,enlipidA,h2o,galt,his__L,hdcea,acolipa,metox,pa140,pe181,acgam,chitob,butso3,so3,orn,pta,pe140,pe161,manglyc,btn,aso3,pg120,met__D,protein,ser__L,udcpdp,pa120,glyc3p,h,xylan4,galur,so4,taur,lipa,ttdcea,pgp1819Z160,octa,acmana,fru,leu__L,ala__D,chol,gua,ascb__L,pg161,malt,drib,but,lipa_cold,ala__L,glyb,prolb,chols,dca,crn__D,glu__L,glcur,k,pgp161,acmum,glc__D,o16a4colipa,cro4,ade,pg140,pe18111Z1835Z9Z12Z,g3pe,LptA,tungs,pgp18111Z160,g3pg,met__L,3mb,tsul,g1p,fe3dcit,pi,ocdca,pe1801835Z9Z12Z,pgp141,cobalt2,ni2,pe18111Z1845Z9Z12Z15Z,pgp181,val__L,pa161,mn2,fe3,ttdca,hdca,murein5p5p5p,ile__L,actn__R,fe,succ,ferrich,ibt,cu2,pg160,arbt,pe1819Z1845Z9Z12Z15Z,14glucan,pa141,malttr,pa180,mnl,hxan,spmd,hghhlipan,arsenb,pail1819Z160,arsni2,sbt__D,man,pe1801829Z12Z,fum,pq,pe120,g3ps,maltpt,murein5px3p,all__D,enter,pe1819Z1819Z,hghhlipa,hco3,pe141,pe18111Z1819Z,pg1819Z160,sucr,gln__L,lmn2,pur,pe1801819Z,cd2,xyl3,murein5p5p,alaala,xyl__D,murein5px4p,cl,glyc2p,ocdcea,cys__L,gly,pe1819Z1829Z12Z,pe1819Z1835Z9Z12Z,enlipa,gmp,colipa,g3pi,co2,arg__L,pe1829Z12Z1835Z9Z12Z,fe2,pg141,pgp120,crn,mobd,metox__R,ctbt,gal,xylb,zn2,arab__L,na1,hxa,pa181,chtbs,pro__L,pqh2,pg18111Z160,kdo2lipid4,enlipidA_LptA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_Pyoeliiyoelii17XNL,ddca,thr__L,pgp180,pe1801845Z9Z12Z15Z,pa160,pe18111Z1829Z12Z,pe180,pg180,pg181,mso3,cit,thm,mg2,tchola,ac,gthrd,pe160,inost,gdp,eca4colipa,g3pc,pail18111Z160,isetac,sulfac,ca2,pgp160,ficytc6,pheme,ptrc,colipap,pgp140,enlipidA,h2o,his__L,hdcea,acolipa,pe181,pa140,butso3,orn,pe161,pe140,pg120,protein,chsterol,pa120,glyc3p,h,so4,lipa,taur,ttdcea,o2,pgp1819Z160,octa,ethso3,glyald,fru,chol,leu__L,pg161,hemozoin,lipa_cold,glyb,urea,dca,glu__L,lac__L,pcox,k,pgp161,glc__D,o16a4colipa,pg140,pe18111Z1835Z9Z12Z,g3pe,LptA,tungs,pgp18111Z160,g3pg,amet,ptd1ino,pi,ocdca,pe1801835Z9Z12Z,pgp141,cobalt2,ni2,pe18111Z1845Z9Z12Z15Z,pgp181,pa161,mn2,fe3,ttdca,hdca,fe,lanost,cu2,pg160,pa141,pe1819Z1845Z9Z12Z15Z,ergst,pa180,pail1819Z160,cu,pe1801829Z12Z,man,glyc,g3ps,pe120,focytc6,fecost,enter,pe1819Z1819Z,pe141,pe18111Z1819Z,pg1819Z160,pcrd,gln__L,pur,pe1801819Z,cd2,epist,xyl__D,glyc2p,ocdcea,cys__L,pe1819Z1829Z12Z,pe1819Z1835Z9Z12Z,enlipa,gmp,no2,colipa,g3pi,co2,arg__L,pe1829Z12Z1835Z9Z12Z,fe2,pgp120,pg141,zymst,mobd,gal,zn2,arab__L,na1,hxa,for,pa181,pro__L,pg18111Z160,kdo2lipid4,enlipidA_LptA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BbovisT2Bo,ddca,pap,thr__L,mantr,pgp180,pe1801845Z9Z12Z15Z,rib__D,pa160,pe18111Z1829Z12Z,pe180,pg180,fecrm,pg181,cit,mg2,tchola,ac,gthrd,pe160,inost,pail18111Z160,isetac,oaa,ca2,ficytc6,pgp160,h2o2,pgp140,h2o,arbtn_fe3,his__L,hdcea,pe181,pa140,chitob,butso3,mal__L,orn,pe161,pe140,cell6,pg120,protein,pa120,h,manb,feoxam,cellb,so4,lipa,ttdcea,o2,pgp1819Z160,octa,leu__L,pg161,lipa_cold,dca,pcox,k,pgp161,glc__D,pg140,pe18111Z1835Z9Z12Z,pgp18111Z160,amet,pi,ocdca,pe1801835Z9Z12Z,pgp141,pe18111Z1845Z9Z12Z15Z,ni2,pgp181,val__L,pa161,mn2,fe3,ttdca,hdca,cu2,pg160,pa141,pe1819Z1845Z9Z12Z15Z,akg,pa180,hghhlipan,pail1819Z160,cu,pe1801829Z12Z,cpgn,pe120,cell4,all__D,focytc6,gthox,fe3hox,enter,pe1819Z1819Z,manttr,hghhlipa,hco3,pe141,pe18111Z1819Z,pg1819Z160,pcrd,pe1801819Z,xyl__D,pe1819Z1835Z9Z12Z,ocdcea,cys__L,pe1819Z1829Z12Z,no2,colipa,arg__L,pe1829Z12Z1835Z9Z12Z,fe2,pg141,pgp120,gal,zn2,pa181,na1,hxa,for,ferrich,taur,pg18111Z160,kdo2lipid4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PbillcollinsiG01,ddca,pap,thr__L,salchs4fe,pgp180,pe1801845Z9Z12Z15Z,rib__D,pa160,arab__D,pe18111Z1829Z12Z,pe180,pg180,pg181,fol,cit,mg2,tchola,ac,gthrd,pe160,pail18111Z160,ca2,pgp160,pheme,ptrc,pgp140,his__L,hdcea,pe181,pa140,chitob,orn,pe161,pe140,pg120,protein,met__D,salchs2fe,pa120,h,so4,lipa,ttdcea,fe3dhbzs,pgp1819Z160,octa,glyald,fru,chol,leu__L,pg161,hemozoin,lipa_cold,glyb,urea,dca,lac__L,k,pgp161,glc__D,pg140,pe18111Z1835Z9Z12Z,tungs,pgp18111Z160,met__L,tsul,ptd1ino,pi,ocdca,pe1801835Z9Z12Z,pgp141,cobalt2,ni2,pe18111Z1845Z9Z12Z15Z,pgp181,pa161,pnto__R,mn2,fe3,feenter,ttdca,hdca,actn__R,fe,lanost,cu2,pg160,pa141,pe1819Z1845Z9Z12Z15Z,ergst,pa180,spmd,hghhlipan,pail1819Z160,cu,pe1801829Z12Z,man,pe120,fecost,pe1819Z1819Z,hghhlipa,pe141,pe18111Z1819Z,pg1819Z160,pe1801819Z,cd2,epist,xyl__D,pe1819Z1835Z9Z12Z,pe1819Z1829Z12Z,ocdcea,no2,colipa,co2,pe1829Z12Z1835Z9Z12Z,fe2,pg141,pgp120,zymst,mobd,gal,zn2,arab__L,na1,hxa,for,pa181,ferrich,pro__L,pg18111Z160,kdo2lipid4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TgondiiRH,etha,lac__L,thr__L,asp__L,man,gal__L,fum,glc__D,slfcys,pdima,his__L,4abut,trp__L,sphmyln,mal__L,orn,amet,protein,dolichol__L,gln__L,chsterol,ser__L,ptd1ino,h,citr__L,cit,lipoate,val__L,pnto__R,pyr,ile__L,succ,ac,arg__L,fru,leu__L,chol,hxcoa,ala__L,crm,na1,spmd,ptrc,sprm,glu__L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EacervulinaHoughton,ddca,thr__L,pgp180,pe1801845Z9Z12Z15Z,rib__D,pa160,no3,pe18111Z1829Z12Z,pe180,pg180,pg181,26dmani,mso3,cit,thm,istnt,tchola,mg2,ac,gthrd,pe160,inost,gdp,eca4colipa,g3pc,pail18111Z160,ca2,pgp160,pheme,ptrc,mops,colipap,pgp140,enlipidA,h2o,lido,his__L,hdcea,acolipa,pe181,pa140,chitob,pta,pe140,pe161,pg120,protein,met__D,ser__L,pa120,glyc3p,h,galur,so4,taur,lipa,ttdcea,pgp1819Z160,octa,cbl2,leu__L,chol,pg161,hexs,malt,drib,but,lipa_cold,ala__L,glyb,prolb,chols,dca,crn__D,glcur,k,pgp161,glc__D,o16a4colipa,pg140,pe18111Z1835Z9Z12Z,g3pe,LptA,pgp18111Z160,g3pg,met__L,3mb,tsul,pi,ocdca,pe1801835Z9Z12Z,pgp141,cobalt2,ni2,pe18111Z1845Z9Z12Z15Z,pgp181,val__L,pa161,mn2,fe3,ttdca,hdca,actn__R,ile__L,fe,ibt,lanost,cu2,pg160,pa141,pe1819Z1845Z9Z12Z15Z,ergst,pa180,degly,spmd,sula,hghhlipan,arsenb,eths,buts,pail1819Z160,cu,pe1801829Z12Z,pe120,g3ps,fecost,egly,pe1819Z1819Z,hghhlipa,hco3,pe141,pe18111Z1819Z,pg1819Z160,sucr,gln__L,pe1801819Z,cd2,glcglyc,meglyxyl,epist,xyl__D,glyc2p,ocdcea,cys__L,gly,Lcyst,pe1819Z1829Z12Z,pe1819Z1835Z9Z12Z,enlipa,gmp,colipa,g3pi,pe1829Z12Z1835Z9Z12Z,fe2,pgp120,pg141,crn,zymst,mobd,ctbt,gal,zn2,arab__L,na1,hxa,for,pa181,pro__L,pg18111Z160,kdo2lipid4,enlipidA_LptA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GintestinalisAssemblageEP15,ddca,pap,thr__L,tre,pgp180,gam,pe1801845Z9Z12Z15Z,pa160,asn__L,no3,pe18111Z1829Z12Z,pe180,pg180,fecrm,pullulan1200,pg181,lys__L,cit,mg2,tchola,ac,gthrd,pe160,inost,eca4colipa,pail18111Z160,isetac,ca2,pgp160,h2o2,pheme,ptrc,colipap,pgp140,enlipidA,h2o,galt,arbtn_fe3,his__L,hdcea,acolipa,pe181,pa140,acgam,chitob,butso3,so3,orn,pe161,pe140,manglyc,pg120,protein,met__D,pa120,glyc3p,h,feoxam,so4,taur,lipa,ttdcea,o2,pgp1819Z160,octa,starch1200,acmana,fru,leu__L,chol,pg161,ascb__L,malt,lipa_cold,ala__L,glyb,prolb,3ntym,chols,dca,crn__D,k,pgp161,acmum,glc__D,o16a4colipa,nh4,cro4,pg140,pe18111Z1835Z9Z12Z,LptA,tungs,pgp18111Z160,met__L,tsul,fe3dcit,ptd1ino,pi,ocdca,pe1801835Z9Z12Z,pgp141,cobalt2,ni2,pe18111Z1845Z9Z12Z15Z,pgp181,val__L,pa161,mn2,4h3npacald,fe3,Rtotal,ttdca,hdca,actn__R,ile__L,fe,ferrich,lanost,cu2,pg160,arbt,pe1819Z1845Z9Z12Z15Z,ergst,pa141,malttr,pa180,mnl,spmd,hghhlipan,arsenb,pail1819Z160,asp__L,sbt__D,man,cpgn,pe1801829Z12Z,pe120,gthox,fe3hox,fecost,enter,pe1819Z1819Z,hghhlipa,hco3,pe141,pe18111Z1819Z,pg1819Z160,sucr,gln__L,pe1801819Z,cd2,epist,pe1819Z1835Z9Z12Z,ocdcea,cys__L,pe1819Z1829Z12Z,enlipa,colipa,co2,arg__L,pe1829Z12Z1835Z9Z12Z,fe2,pg141,pgp120,crn,zymst,mobd,ctbt,gal,zn2,pa181,na1,hxa,chtbs,pro__L,pg18111Z160,kdo2lipid4,enlipidA_LptA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pgallinaceum8A,pc,ddca,pap,thr__L,2agpe161,2ddecg3p,dsbaox,pgp180,pe1801845Z9Z12Z15Z,rib__D,pa160,asn__L,no3,dag,pe18111Z1829Z12Z,pe180,2agpg140,pg180,pg181,camp,ddcacoa,lys__L,cit,mg2,tchola,2agpe180,ac,gthrd,pe160,gdp,occoa,eca4colipa,pail18111Z160,2agpg120,35cgmp,pmtcoa,2agpe141,12dgr161,ca2,pgp160,ficytc6,pheme,ptrc,12dgr141,dad_2,colipap,pgp140,enlipidA,h2o,2agpg160,pe,his__L,hdcea,acolipa,pe181,pa140,cdpdag,trp__L,chitob,orn,pe161,pe140,2agpg161,pg120,protein,met__D,cdpdtdecg,chsterol,2agpe181,ser__L,pa120,12dgr120,h,so4,lipa,taur,ttdcea,odecoa,o2,pgp1819Z160,cdpdodec11eg,octa,2agpe120,gthox_protein,glyald,fru,chol,leu__L,pg161,hemozoin,gua,clpn141,lipa_cold,ala__L,glyb,ins,urea,dca,cdpdhdecg,glu__L,lac__L,pcox,k,pgp161,tdecoa,glc__D,o16a4colipa,nh4,ade,pg140,pe18111Z1835Z9Z12Z,cdpdtdec7eg,LptA,tungs,Rtotalcoa,12dgr140,hdcoa,pgp18111Z160,sphmyln,met__L,amet,gsn,pi,ocdca,pe1801835Z9Z12Z,pgp141,cobalt2,ni2,pe18111Z1845Z9Z12Z15Z,pgp181,dgsn,protein_t,val__L,pa161,phe__L,mn2,Rtotal,fe3,dolichol,pnto__R,dsbard,ttdca,2agpe140,hdca,actn__R,hb,ile__L,cdpdodecg,lanost,xolest2,cu2,din,pg160,adn,pa141,pe1819Z1845Z9Z12Z15Z,ergst,pa180,2agpg141,o2s,hxan,hghhlipan,pail1819Z160,cu,pe1801829Z12Z,man,asp__L,xan,gluside,glyc,pe120,12dgr181,tdcoa,focytc6,fecost,pe1819Z1819Z,hghhlipa,12dgr160,pe141,pe18111Z1819Z,pg1819Z160,pcrd,gln__L,pe1801819Z,cd2,12dgr180,2agpg180,epist,xyl__D,cysi__L,2agpe160,pe1819Z1835Z9Z12Z,pe1819Z1829Z12Z,ocdcea,stcoa,cdpdhdec9eg,cys__L,gly,enlipa,gmp,no2,colipa,co2,pe1829Z12Z1835Z9Z12Z,dcacoa,fe2,pg141,pgp120,cdpdddecg,pail,arg__L,2agpg181,tyr__L,zymst,hxcoa,mobd,gal,zn2,arab__L,na1,hxa,for,pa181,ferrich,pro__L,pg18111Z160,kdo2lipid4,enlipidA_LptA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TannulataAnkara,ddca,pap,thr__L,mantr,pgp180,pe1801845Z9Z12Z15Z,pa160,pe18111Z1829Z12Z,pe180,pg180,pg181,glucan6,lys__L,cit,mg2,tchola,dsbgox,ac,gthrd,pe160,inost,pail18111Z160,oaa,ca2,ficytc6,pgp160,h2o2,pheme,ptrc,pgp140,h2o,his__L,hdcea,pe181,pa140,mal__L,pe161,pe140,cell6,pg120,protein,pa120,h,manb,cellb,so4,lipa,ttdcea,o2,pgp1819Z160,octa,fru,leu__L,cbl2,pg161,clpn141,lipa_cold,ala__L,glyb,glucan4,dca,pcox,k,pgp161,glc__D,pg140,pe18111Z1835Z9Z12Z,tungs,pgp18111Z160,amet,fe3dcit,ptd1ino,pi,ocdca,pe1801835Z9Z12Z,pgp141,pe18111Z1845Z9Z12Z15Z,ni2,pgp181,val__L,pa161,mn2,Rtotal,fe3,ttdca,hdca,ile__L,fe,succ,cu2,pg160,pa141,pe1819Z1845Z9Z12Z15Z,akg,pa180,hghhlipan,pail1819Z160,pe1801829Z12Z,man,fum,glyc,cell4,pe120,focytc6,gthox,pe1819Z1819Z,manttr,hghhlipa,pe141,pe18111Z1819Z,pg1819Z160,pcrd,pe1801819Z,xyl__D,dsbgrd,pe1819Z1835Z9Z12Z,pe1819Z1829Z12Z,ocdcea,dsbcrd,no2,colipa,pe1829Z12Z1835Z9Z12Z,dsbcox,arg__L,fe2,pg141,pgp120,mobd,gal,zn2,pa181,na1,hxa,for,ferrich,pro__L,pg18111Z160,kdo2lipid4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pchabaudichabaudi,pc,ddca,pap,thr__L,2agpe161,2ddecg3p,dsbaox,salchs4fe,pgp180,pe1801845Z9Z12Z15Z,rib__D,pa160,asn__L,no3,dag,pe18111Z1829Z12Z,pe180,2agpg140,pg180,fecrm,pg181,camp,ddcacoa,mso3,lys__L,cit,mg2,tchola,2agpe180,ac,gthrd,pe160,occoa,pail18111Z160,2agpg120,isetac,sulfac,pmtcoa,12dgr161,ca2,ficytc6,pgp160,2agpe141,pheme,35cgmp,ptrc,12dgr141,dad_2,pgp140,h2o,2agpg160,pe,arbtn_fe3,his__L,hdcea,pe181,pa140,cdpdag,trp__L,chitob,butso3,so3,orn,pe161,pe140,2agpg161,pg120,protein,cdpdtdecg,chsterol,2agpe181,salchs2fe,ser__L,pa120,12dgr120,h,feoxam,so4,lipa,taur,ttdcea,odecoa,fe3dhbzs,o2,pgp1819Z160,cdpdodec11eg,ethso3,octa,2agpe120,glyald,gthox_protein,fru,chol,leu__L,pg161,hemozoin,gua,lipa_cold,ala__L,glyb,ins,urea,dca,cdpdhdecg,glu__L,lac__L,pcox,k,pgp161,tdecoa,glc__D,cro4,nh4,ade,pg140,pe18111Z1835Z9Z12Z,cdpdtdec7eg,Rtotalcoa,tungs,12dgr140,hdcoa,pgp18111Z160,sphmyln,met__L,amet,gsn,tsul,pi,ocdca,pe1801835Z9Z12Z,pgp141,cobalt2,ni2,pe18111Z1845Z9Z12Z15Z,pgp181,dgsn,protein_t,val__L,pa161,phe__L,mn2,Rtotal,fe3,dolichol,pnto__R,feenter,ttdca,2agpe140,hdca,actn__R,hb,ile__L,fe,dsbard,cdpdodecg,lanost,xolest2,cu2,din,pg160,adn,pa141,pe1819Z1845Z9Z12Z15Z,ergst,pa180,2agpg141,o2s,hxan,spmd,hghhlipan,pail1819Z160,cu,pe1801829Z12Z,man,asp__L,cpgn,xan,gluside,glyc,pe120,all__D,12dgr181,tdcoa,focytc6,fe3hox,fecost,pe1819Z1819Z,hghhlipa,12dgr160,pe141,pe18111Z1819Z,pg1819Z160,pcrd,pur,gln__L,pe1801819Z,cd2,12dgr180,2agpg180,epist,xyl__D,cysi__L,2agpe160,pe1819Z1835Z9Z12Z,ocdcea,cys__L,pe1819Z1829Z12Z,stcoa,cdpdhdec9eg,gly,no2,colipa,co2,pe1829Z12Z1835Z9Z12Z,dcacoa,fe2,pg141,pgp120,cdpdddecg,crn,pail,arg__L,2agpg181,tyr__L,zymst,hxcoa,mobd,gal,zn2,arab__L,na1,hxa,for,pa181,pro__L,pg18111Z160,kdo2lipid4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BsaltansLakeKonstanz,ddca,thr__L,tre,salchs4fe,pgp180,gam,rib__D,pe1801845Z9Z12Z15Z,lmn30,pa160,asn__L,lcts,no3,pe18111Z1829Z12Z,pe180,pg180,fecrm,pg181,gm1lipa,cbi,lys__L,cit,thm,glycogen1500,mg2,tchola,ac,amp,gthrd,pe160,inost,gdp,eca4colipa,g3pc,pail18111Z160,isetac,ca2,nad,pgp160,pheme,ptrc,colipap,pgp140,enlipidA,h2o,galt,arbtn_fe3,his__L,hdcea,acolipa,metox,pa140,pe181,acgam,chitob,butso3,so3,orn,pta,pe140,pe161,manglyc,pg120,protein,met__D,ser__L,salchs2fe,pa120,glyc3p,h,nmn,xylan4,feoxam,amylose300,so4,taur,lipa,ttdcea,fe3dhbzs,pgp1819Z160,LalaDgluMdap,octa,starch1200,acmana,fru,leu__L,chol,ocdcya,gua,ascb__L,pg161,malt,drib,clpn141,23cump,but,lipa_cold,ala__L,glyb,prolb,urea,dca,crn__D,glu__L,lac__L,k,pgp161,acmum,glc__D,o16a4colipa,nh4,cro4,pg140,pe18111Z1835Z9Z12Z,g3pe,LptA,tungs,pgp18111Z160,g3pg,met__L,3mb,cbl1,tsul,g1p,fe3dcit,pi,ocdca,pe1801835Z9Z12Z,pgp141,cobalt2,ni2,pe18111Z1845Z9Z12Z15Z,pgp181,val__L,pa161,mn2,fe3,feenter,ttdca,hdca,actn__R,ile__L,fe,ibt,lanost,cu2,pg160,arbt,pe1819Z1845Z9Z12Z15Z,ergst,pa141,malttr,adocbl,pa180,pc_SC,mnl,hxan,spmd,hghhlipan,arsenb,pail1819Z160,cu,asp__L,sbt__D,man,cpgn,pe1801829Z12Z,pq,glyc,g3ps,pe120,all__D,LalaDgluMdapDala,fe3hox,fecost,enter,pe1819Z1819Z,ptd1ino_SC,hghhlipa,hco3,pe141,pe18111Z1819Z,pg1819Z160,sucr,gln__L,lmn2,pur,pe1801819Z,cd2,3ump,epist,alaala,xyl__D,gm2lipa,cl,glyc2p,ocdcea,cys__L,gly,pe1819Z1829Z12Z,pe1819Z1835Z9Z12Z,enlipa,pyr,gmp,colipa,g3pi,no2,co2,arg__L,pe1829Z12Z1835Z9Z12Z,fe2,pg141,pgp120,crn,zymst,mobd,metox__R,ctbt,gal,zn2,arab__L,na1,hxa,for,pa181,chtbs,pro__L,pqh2,pg18111Z160,kdo2lipid4,enlipidA_LptA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NparisiiERTm1,ddca,pap,thr__L,tre,pgp180,pe1801845Z9Z12Z15Z,pa160,pe18111Z1829Z12Z,pe180,pg180,pg181,fol,lys__L,cit,murein5p3p,mg2,gthrd,pe160,inost,g3pc,pail18111Z160,ca2,pgp160,h2o2,ptrc,pgp140,h2o,murein3px3p,his__L,hdcea,pe181,pa140,trp__L,so3,orn,pe161,pe140,pg120,protein,pa120,h,glyc3p,so4,lipa,ttdcea,pgp1819Z160,octa,leu__L,chol,pg161,lipa_cold,glyb,prolb,chols,urea,dca,glu__L,k,pgp161,glc__D,cro4,pg140,pe18111Z1835Z9Z12Z,g3pe,tungs,pgp18111Z160,g3pg,amet,tsul,pi,ocdca,pe1801835Z9Z12Z,pgp141,pe18111Z1845Z9Z12Z15Z,ni2,pgp181,val__L,pa161,mn2,fe3,ttdca,hdca,actn__R,ile__L,fe,lanost,cu2,pg160,pa141,pe1819Z1845Z9Z12Z15Z,ergst,pa180,ectoine,spmd,hghhlipan,arsenb,pail1819Z160,asp__L,pe1801829Z12Z,pe120,g3ps,murein5px3p,gthox,fecost,pe1819Z1819Z,hghhlipa,pe141,pe18111Z1819Z,pg1819Z160,sucr,gln__L,pe1801819Z,cd2,glcglyc,gbbtn,cgly,epist,glyc2p,pe1819Z1829Z12Z,ocdcea,pe1819Z1835Z9Z12Z,colipa,g3pi,arg__L,pe1829Z12Z1835Z9Z12Z,fe2,pgp120,pg141,crn,zymst,mobd,ctbt,murein3p3p,zn2,pa181,na1,hxa,pg18111Z160,kdo2lipid4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GintestinalisAssemblageBGS_B,ddca,pap,thr__L,tre,malthx,pgp180,maltttr,gam,pe1801845Z9Z12Z15Z,pa160,no3,pe18111Z1829Z12Z,pe180,pg180,pullulan1200,pg181,lys__L,cit,mg2,tchola,ac,gthrd,pe160,inost,eca4colipa,pail18111Z160,isetac,ca2,pgp160,h2o2,pheme,ptrc,colipap,pgp140,enlipidA,h2o,galt,his__L,hdcea,acolipa,pe181,pa140,acgam,chitob,butso3,so3,orn,pe161,pe140,manglyc,pg120,protein,met__D,pa120,h,so4,taur,lipa,ttdcea,o2,pgp1819Z160,octa,starch1200,acmana,fru,leu__L,chol,pg161,ascb__L,malt,lipa_cold,ala__L,glyb,prolb,3ntym,chols,dca,crn__D,k,pgp161,acmum,glc__D,o16a4colipa,nh4,cro4,pg140,pe18111Z1835Z9Z12Z,LptA,tungs,pgp18111Z160,met__L,tsul,fe3dcit,ptd1ino,pi,ocdca,pe1801835Z9Z12Z,pgp141,cobalt2,ni2,pe18111Z1845Z9Z12Z15Z,pgp181,val__L,pa161,mn2,4h3npacald,fe3,Rtotal,ttdca,hdca,actn__R,ile__L,fe,ferrich,lanost,cu2,pg160,arbt,pe1819Z1845Z9Z12Z15Z,ergst,14glucan,malttr,pa141,pa180,mnl,spmd,hghhlipan,arsenb,pail1819Z160,sbt__D,man,pe1801829Z12Z,pe120,maltpt,gthox,fecost,enter,pe1819Z1819Z,hghhlipa,hco3,pe141,pe18111Z1819Z,pg1819Z160,sucr,gln__L,pe1801819Z,cd2,epist,alaala,xyl__D,pe1819Z1835Z9Z12Z,ocdcea,cys__L,pe1819Z1829Z12Z,enlipa,colipa,co2,arg__L,pe1829Z12Z1835Z9Z12Z,fe2,pg141,pgp120,crn,zymst,mobd,ctbt,ferxa,zn2,pa181,na1,hxa,chtbs,pro__L,pg18111Z160,kdo2lipid4,enlipidA_LptA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
