,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288
TrangeliSC58,pe1801845Z9Z12Z15Z,man,pe1819Z1845Z9Z12Z15Z,butso3,ps140,urea,pgp18111Z160,pg18111Z160,pa180,cro4,pe180,arbt,salchs4,pq,pg140,fe3,chtbs,cl,malthx,his__L,glcur,gthrd,maltpt,k,pe18111Z1835Z9Z12Z,pe18111Z1845Z9Z12Z15Z,pa181,metox__R,pe1819Z1829Z12Z,ergst,gmp,tsul,fru,enlipidA,acgam,zymst,colipap,pe181,epist,maltttr,pqh2,ps120,pgp140,acolipa,tyr__L,isetac,acmum,met__L,enlipidA_LptA,gal,glcglyc,mn2,cu2,fe2,protein,ps141,inost,sbt__D,cit,ibt,so3,pe1819Z1835Z9Z12Z,acmana,tungs,arab__L,pe1801835Z9Z12Z,pa140,ptrc,pe18111Z1829Z12Z,lys__L,ethso3,lipa_cold,sulfac,pe18111Z1819Z,pg160,pgp120,thr__L,gdp,ni2,ile__L,enlipa,pail18111Z160,orn,Lcyst,glyc,hghhlipan,cu,pe140,so4,pgp181,hexc,pe1829Z12Z1835Z9Z12Z,na1,colipa,pgp141,tre,h,gln__L,pheme,rib__D,met__D,pg141,gam,egly,degly,fecost,ttdcea,malt,ocdca,glyald,chitob,asp__L,malthp,pgp161,pe1801829Z12Z,spmd,pe1801819Z,mnl,ps181,tchola,leu__L,salchs4fe,ddca,galt,glc__D,14glucan,mg2,pe141,pg1819Z160,26dmani,meglyxyl,asn__L,ca2,pta,pg181,cys__L,pg180,glyc3p,lanost,fe3dhbzs,dca,manglyc,hghhlipa,h2o,hdcea,cobalt2,mobd,eca4colipa,pa161,nh4,pgp180,zn2,mso3,actn__R,hxa,salchs2fe,g1p,octa,pail1819Z160,pe161,ac,ascb__L,pentso3,but,xyl__D,ps180,o16a4colipa,taur,pgp1819Z160,hdca,4abut,pg161,lido,3mb,enter,pe120,glu__L,lipa,ocdcea,malttr,pe1819Z1819Z,ps161,cbl2,ps160,pe160,pa141,galur,feenter,pi,pa160,pg120,metox,ttdca,LptA,pgp160,pa120,arg__L,thm,sucr,kdo2lipid4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EhistolyticaHM1IMSS-B,pe1801845Z9Z12Z15Z,man,pe1819Z1845Z9Z12Z15Z,manttr,butso3,s7p,pgp18111Z160,arsenb,pg18111Z160,cro4,pa180,nad,arbt,ctbt,pe180,val__L,pg140,pser__L,fe3,chtbs,cl,malthx,his__L,glcur,gthrd,maltpt,acgam1p,k,pe18111Z1835Z9Z12Z,pe18111Z1845Z9Z12Z15Z,pa181,metox__R,pe1819Z1829Z12Z,ergst,tsul,fru,enlipidA,acgam,zymst,colipap,pe181,epist,maltttr,acon_C,pgp140,acolipa,acgam6p,tyr__L,isetac,acmum,bzal,cd2,met__L,crn__D,g3pc,enlipidA_LptA,gal,csn,aso4,4hbz,mn2,cu2,fe2,protein,n2,ser__L,inost,ag,alaala,sbt__D,cit,ibt,so3,pe1819Z1835Z9Z12Z,lcts,acmana,tungs,arab__L,pe1801835Z9Z12Z,pa140,ptrc,fum,h2,pe18111Z1829Z12Z,lys__L,ethso3,cell6,lipa_cold,sulfac,pe18111Z1819Z,pg160,pgp120,cellb,crn,thr__L,ni2,ile__L,f6p,pro__L,enlipa,pail18111Z160,orn,Lcyst,glyc,btoh,cu,no3,meoh,so4,pe140,pgp181,pe1829Z12Z1835Z9Z12Z,tol,na1,cell4,colipa,mantr,pgp141,dhap,tre,etoh,co2,h,salcn,gln__L,pheme,rib__D,met__D,progly,gam,pg141,g6p,fecost,ttdcea,malt,ocdca,chitob,asp__L,pgp161,for,spmd,pe1801829Z12Z,mnl,pe1801819Z,tchola,leu__L,salchs4fe,ddca,amp,metsox_S__L,galt,glc__D,pac,14glucan,mg2,pe141,pg1819Z160,succ,asn__L,ca2,pta,pg181,cys__L,pg180,2obut,glyc3p,lanost,dca,manglyc,h2o,hdcea,cobalt2,ptd1ino,mobd,eca4colipa,pa161,nh4,cgly,pgp180,zn2,oxa,mso3,actn__R,hxa,salchs2fe,g1p,octa,pail1819Z160,pe161,drib,ac,ascb__L,pentso3,ppa,2pg,but,xyl__D,ppoh,glyb,prolb,o16a4colipa,no2,taur,gua,gly,pgp1819Z160,hdca,4abut,pg161,3mb,enter,pe120,ala__L,glu__L,lipa,ocdcea,malttr,pe1819Z1819Z,nmn,manb,mal__L,trp__L,pe160,pa141,galur,pi,4hba,pa160,pg120,hxan,icit,metox,4hbald,ttdca,phe__L,LptA,pgp160,pa120,g3pi,bz,arg__L,pyr,sucr,kdo2lipid4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EmitisHoughton,pe1801845Z9Z12Z15Z,pe1819Z1845Z9Z12Z15Z,butso3,ps140,pgp18111Z160,arsenb,pg18111Z160,cro4,pa180,pe180,ctbt,val__L,salchs4,pg140,fe3,his__L,gthrd,k,pe18111Z1835Z9Z12Z,pe18111Z1845Z9Z12Z15Z,pa181,pe1819Z1829Z12Z,ergst,tsul,fru,zymst,pe181,epist,ps120,pgp140,isetac,cd2,crn__D,gal,mn2,cu2,ser__L,fe2,ps141,protein,pap,so3,pe1819Z1835Z9Z12Z,tungs,pe1801835Z9Z12Z,pa140,ptrc,pe18111Z1829Z12Z,lipa_cold,pe18111Z1819Z,pg160,pgp120,crn,thr__L,ni2,ile__L,pro__L,pail18111Z160,hghhlipan,cu,no3,pe140,so4,pgp181,pe1829Z12Z1835Z9Z12Z,na1,colipa,pgp141,tre,h,gln__L,pg141,egly,degly,fecost,ttdcea,ocdca,pgp161,pe1801829Z12Z,spmd,pe1801819Z,ps181,tchola,leu__L,ddca,glc__D,mg2,pe141,pg1819Z160,26dmani,meglyxyl,ca2,pg181,pg180,lanost,dca,hghhlipa,h2o,hdcea,cobalt2,Rtotal,ptd1ino,mobd,pa161,pgp180,amet,zn2,hxa,octa,pail1819Z160,pe161,ac,glyb,xyl__D,prolb,ps180,taur,gly,pgp1819Z160,hdca,pg161,lido,enter,pe120,ala__L,lipa,ocdcea,pe1819Z1819Z,ps161,cbl2,trp__L,ps160,pe160,pa141,pa160,hco3,pg120,ttdca,pgp160,pa120,kdo2lipid4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PvivaxSal1,pe1801845Z9Z12Z15Z,2agpe140,man,pe1819Z1845Z9Z12Z15Z,tdecoa,protein_t,gluside,ps140,urea,pgp18111Z160,pg18111Z160,pa180,cro4,pcrd,pe180,12dgr181,salchs4,val__L,pg140,fe3,tdcoa,cdpdtdec7eg,his__L,dgsn,12dgr180,gthrd,chsterol,k,pe18111Z1835Z9Z12Z,pe18111Z1845Z9Z12Z15Z,pa181,pe1819Z1829Z12Z,ergst,gmp,tsul,enlipidA,fru,dad_2,zymst,colipap,pe181,epist,ps120,pgp140,acolipa,cdpdodecg,camp,tyr__L,cd2,met__L,enlipidA_LptA,gal,focytc6,mn2,cu2,fe2,protein,ps141,ser__L,pap,cdpdtdecg,gthox_protein,ibt,cit,so3,pe1819Z1835Z9Z12Z,12dgr141,dsbard,tungs,arab__L,pe1801835Z9Z12Z,pa140,lac__L,Rtotalcoa,pail,ptrc,pe18111Z1829Z12Z,12dgr161,lys__L,o2,lipa_cold,pe18111Z1819Z,pg160,pgp120,thr__L,gdp,ni2,ile__L,2agpg180,stcoa,cdpdhdec9eg,hemozoin,pro__L,12dgr160,enlipa,pail18111Z160,orn,hghhlipan,glyc,cu,pe140,no3,so4,pgp181,odecoa,pe1829Z12Z1835Z9Z12Z,LalaDgluMdap,na1,colipa,2agpe161,pgp141,pcox,cysi__L,co2,h,xolest2,gln__L,pheme,rib__D,met__D,pg141,hdcoa,12dgr120,fecost,ttdcea,glyald,ocdca,chitob,dag,asp__L,pgp161,for,spmd,pe1801829Z12Z,pe1801819Z,ps181,tchola,leu__L,cdpdag,2agpg140,ddca,glc__D,hb,chol,mg2,pe141,pg1819Z160,12dgr140,2agpg181,dcacoa,asn__L,xan,ca2,35cgmp,pta,cdpdhdecg,pg181,cys__L,pg180,dsbaox,lanost,gsn,dca,hghhlipa,h2o,hdcea,cobalt2,Rtotal,mobd,eca4colipa,pa161,nh4,pgp180,amet,cdpdodec11eg,o2s,cdpdddecg,zn2,hxa,octa,pail1819Z160,pe161,drib,ac,2agpg120,2agpg161,hxcoa,but,xyl__D,glyb,2agpg141,ps180,o16a4colipa,pnto__R,no2,taur,gly,gua,pgp1819Z160,hdca,2agpg160,pg161,pe,ins,3mb,2ddecg3p,enter,pe120,ficytc6,pmtcoa,ala__L,2agpe120,glu__L,lipa,ocdcea,sphmyln,pe1819Z1819Z,ps161,ddcacoa,ps160,pe160,pa141,2agpe141,trp__L,dolichol,pi,pa160,ade,pg120,adn,2agpe181,hxan,LalaDgluMdapDala,din,ttdca,phe__L,LptA,pgp160,pa120,pc,2agpe180,arg__L,occoa,2agpe160,kdo2lipid4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TgondiiVEG,pe1801845Z9Z12Z15Z,man,pe1819Z1845Z9Z12Z15Z,butso3,ps140,pgp18111Z160,pg18111Z160,pa180,cro4,pe180,salchs4,val__L,pg140,fe3,cl,malthx,his__L,gthrd,maltpt,murein5p3p,chsterol,k,pe18111Z1835Z9Z12Z,pe18111Z1845Z9Z12Z15Z,pa181,pe1819Z1829Z12Z,ergst,tsul,fru,enlipidA,zymst,colipap,pe181,epist,maltttr,ps120,pgp140,acolipa,tyr__L,isetac,met__L,g3pc,g3ps,gal,enlipidA_LptA,mn2,cu2,fe2,protein,ps141,ser__L,inost,g3pe,cit,so3,pe1819Z1835Z9Z12Z,murein3px3p,tungs,pe1801835Z9Z12Z,pa140,lac__L,ptrc,fum,pe18111Z1829Z12Z,lipa_cold,pe18111Z1819Z,pg160,pgp120,crn,thr__L,ni2,ile__L,pro__L,enlipa,pail18111Z160,hghhlipan,orn,glyc,lipoate,cu,no3,pe140,so4,pgp181,pe1829Z12Z1835Z9Z12Z,na1,colipa,pgp141,h,gln__L,pheme,rib__D,met__D,pg141,egly,degly,fecost,ttdcea,malt,ocdca,chitob,asp__L,pgp161,for,spmd,pe1801829Z12Z,pe1801819Z,ps181,tchola,leu__L,ddca,14glucan,glc__D,chol,mg2,pe141,pg1819Z160,26dmani,succ,fe3dcit,asn__L,meglyxyl,glyc2p,ca2,pg181,cys__L,pg180,glyc3p,murein5px3p,lanost,dca,hghhlipa,h2o,hdcea,cobalt2,mobd,eca4colipa,pa161,pgp180,zn2,hxa,actn__R,etha,murein3p3p,g1p,octa,pail1819Z160,pe161,drib,ac,glyb,xyl__D,ps180,o16a4colipa,pnto__R,no2,taur,citr__L,pgp1819Z160,hdca,pg161,4abut,lido,enter,pe120,ala__L,glu__L,lipa,ocdcea,malttr,pe1819Z1819Z,sphmyln,ps161,mal__L,g3pg,trp__L,ps160,pe160,pa141,crm,pi,pa160,hco3,pg120,ttdca,gal__L,LptA,pgp160,pa120,g3pi,sprm,arg__L,pyr,kdo2lipid4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LpanamensisMHOMCOL81L13,pe1801845Z9Z12Z15Z,man,pe1819Z1845Z9Z12Z15Z,butso3,ps140,urea,pgp18111Z160,arsenb,pg18111Z160,pa180,fe3hox,pe180,arbt,ctbt,salchs4,pq,glucan6,pg140,fe3,chtbs,gly_met__L,gm2lipa,his__L,gthrd,feoxam,k,pe18111Z1835Z9Z12Z,pe18111Z1845Z9Z12Z15Z,pa181,gm1lipa,pe1819Z1829Z12Z,ergst,gmp,tsul,metox__R,fru,enlipidA,acgam,zymst,colipap,pqh2,epist,pe181,ps120,fecrm,pgp140,acolipa,tyr__L,isetac,acmum,cd2,met__L,crn__D,g3pc,g3ps,gal,enlipidA_LptA,mn2,cu2,fe2,protein,ps141,inost,ala_L_asp__L,alaala,sbt__D,g3pe,ibt,pe1819Z1835Z9Z12Z,lcts,acmana,L_alagly,pe1801835Z9Z12Z,pa140,ptrc,pe18111Z1829Z12Z,glucan4,lys__L,ethso3,o2,lipa_cold,sulfac,pe18111Z1819Z,pg160,chols,pgp120,crn,thr__L,gdp,ni2,ile__L,pro__L,enlipa,pail18111Z160,orn,hghhlipan,glyc,arbtn_fe3,cu,no3,pe140,so4,pgp181,hexc,LalaDgluMdap,pe1829Z12Z1835Z9Z12Z,na1,colipa,pgp141,tre,ferrich,co2,h,gln__L,pheme,rib__D,met__D,pg141,gam,fecost,ttdcea,malt,ocdca,glyald,chitob,asp__L,pgp161,pe1801829Z12Z,spmd,pe1801819Z,mnl,ps181,tchola,leu__L,ddca,galt,glc__D,gly_asp__L,mg2,chol,pg1819Z160,pe141,fe3dcit,asn__L,glyc2p,ca2,ala_L_Thr__L,pta,pg181,cys__L,pg180,glyc3p,lanost,dca,manglyc,hghhlipa,h2o,hdcea,cobalt2,mobd,eca4colipa,pa161,nh4,cgly,pgp180,zn2,mso3,actn__R,hxa,g1p,octa,pail1819Z160,pe161,drib,ac,all__D,ascb__L,pentso3,but,xyl__D,glyb,prolb,ps180,o16a4colipa,met_L_ala__L,taur,pgp1819Z160,hdca,xylan4,pg161,cpgn,3mb,enter,pe120,glu__L,lipa,ocdcea,gly_asn__L,pe1819Z1819Z,ps161,g3pg,ps160,pe160,pa141,pi,pa160,hco3,pg120,LalaDgluMdapDala,metox,ttdca,LptA,pgp160,pa120,g3pi,arg__L,thm,sucr,kdo2lipid4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BayalaiB08-376,pe1801845Z9Z12Z15Z,man,pe1819Z1845Z9Z12Z15Z,butso3,ps140,urea,pgp18111Z160,arsenb,pg18111Z160,pa180,fe3hox,pe180,arbt,ctbt,val__L,salchs4,glucan6,pg140,pq,fe3,chtbs,cl,malthx,his__L,gm2lipa,gthrd,maltpt,feoxam,k,pe18111Z1835Z9Z12Z,pe18111Z1845Z9Z12Z15Z,pa181,gm1lipa,pe1819Z1829Z12Z,ergst,gmp,tsul,fru,enlipidA,acgam,zymst,colipap,pe181,epist,maltttr,ps120,pqh2,fecrm,pgp140,acolipa,isetac,acmum,cd2,met__L,crn__D,enlipidA_LptA,gal,glcglyc,mn2,cu2,fe2,protein,ps141,inost,sbt__D,pe1819Z1835Z9Z12Z,lcts,acmana,tungs,arab__L,pe1801835Z9Z12Z,pa140,ptrc,pe18111Z1829Z12Z,glucan4,lys__L,ethso3,lipa_cold,sulfac,pe18111Z1819Z,pg160,chols,pgp120,crn,thr__L,gdp,ni2,ile__L,pro__L,enlipa,pail18111Z160,orn,Lcyst,glyc,hghhlipan,arbtn_fe3,cu,no3,pe140,so4,pgp181,hexc,ectoine,LalaDgluMdap,xyl3,pe1829Z12Z1835Z9Z12Z,na1,colipa,pgp141,tre,ferrich,h,gln__L,pheme,rib__D,met__D,pg141,gam,egly,degly,fecost,ttdcea,malt,ocdca,glyald,chitob,gbbtn,asp__L,malthp,pgp161,pe1801829Z12Z,spmd,pe1801819Z,mnl,ps181,tchola,leu__L,ddca,galt,glc__D,14glucan,chol,mg2,pe141,pg1819Z160,26dmani,fe3dcit,asn__L,meglyxyl,ca2,pg181,cys__L,pg180,glyc3p,lanost,dca,manglyc,hghhlipa,h2o,hdcea,cobalt2,mobd,eca4colipa,pa161,nh4,pgp180,zn2,mso3,actn__R,hxa,octa,pail1819Z160,pe161,drib,ac,ascb__L,glyb,xyl__D,prolb,ps180,o16a4colipa,taur,pgp1819Z160,hdca,xylan4,pg161,lido,cpgn,enter,pe120,ala__L,glu__L,lipa,ocdcea,malttr,pe1819Z1819Z,ps161,ps160,pe160,pa141,pi,pa160,hco3,pg120,LalaDgluMdapDala,ttdca,LptA,pgp160,pa120,arg__L,xylb,clpn141,thm,sucr,kdo2lipid4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EhistolyticaHM1IMSS,pe1801845Z9Z12Z15Z,man,pe1819Z1845Z9Z12Z15Z,manttr,s7p,pgp18111Z160,arsenb,pg18111Z160,pa180,pe180,nad,arbt,ctbt,val__L,pg140,pser__L,fe3,chtbs,his__L,acgam1p,gthrd,k,pe18111Z1835Z9Z12Z,pe18111Z1845Z9Z12Z15Z,pa181,metox__R,pe1819Z1829Z12Z,ergst,tsul,fru,enlipidA,acgam,zymst,colipap,pe181,epist,starch,pgp140,acolipa,acgam6p,tyr__L,acmum,cd2,met__L,crn__D,g3pc,enlipidA_LptA,gal,csn,mn2,fe2,ser__L,protein,inost,sbt__D,dextrin,ibt,cit,pe1819Z1835Z9Z12Z,lcts,acmana,tungs,arab__L,pe1801835Z9Z12Z,pa140,pail,ptrc,fum,pe18111Z1829Z12Z,lys__L,cell6,lipa_cold,pe18111Z1819Z,pg160,pgp120,cellb,crn,thr__L,ni2,ile__L,f6p,pro__L,enlipa,pail18111Z160,orn,hghhlipan,fe,pe140,so4,pgp181,pe1829Z12Z1835Z9Z12Z,na1,cell4,colipa,mantr,pgp141,dhap,tre,co2,h,salcn,gln__L,pheme,rib__D,met__D,pg141,gam,g6p,fecost,ttdcea,malt,ocdca,chitob,asp__L,pgp161,for,spmd,pe1801829Z12Z,mnl,pe1801819Z,tchola,leu__L,salchs4fe,ddca,amp,metsox_S__L,galt,glc__D,mg2,pe141,pg1819Z160,succ,asn__L,ca2,pta,pg181,cys__L,pg180,glyc3p,lanost,fe3dhbzs,dca,manglyc,hghhlipa,h2o,hdcea,cobalt2,Rtotal,ptd1ino,mobd,eca4colipa,pa161,pgp180,zn2,hxa,actn__R,salchs2fe,g1p,octa,pail1819Z160,pe161,ac,ascb__L,2pg,but,xyl__D,glyb,prolb,o16a4colipa,no2,pgp1819Z160,hdca,4abut,pg161,3mb,enter,pe120,ala__L,glu__L,lipa,ocdcea,pe1819Z1819Z,nmn,manb,mal__L,trp__L,pe160,pa141,feenter,pi,pa160,pg120,metox,ttdca,phe__L,LptA,pgp160,pa120,g3pi,arg__L,sucr,kdo2lipid4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CfelisWinnie,pe1801845Z9Z12Z15Z,man,pe1819Z1845Z9Z12Z15Z,pgp18111Z160,pg18111Z160,pa180,pe180,val__L,pg140,fe3,his__L,gthrd,k,pe18111Z1835Z9Z12Z,pe18111Z1845Z9Z12Z15Z,pa181,pe1819Z1829Z12Z,fru,enlipidA,colipap,oaa,pe181,pgp140,acolipa,met__L,enlipidA_LptA,gal,mn2,fe2,protein,pap,inost,cit,pe1819Z1835Z9Z12Z,pe1801835Z9Z12Z,pa140,fum,pe18111Z1829Z12Z,lipa_cold,h2o2,pe18111Z1819Z,pg160,pgp120,thr__L,ni2,ile__L,enlipa,akg,pail18111Z160,orn,hghhlipan,glyc,cu,pe140,pgp181,pe1829Z12Z1835Z9Z12Z,na1,colipa,pgp141,tre,ferrich,h,pheme,rib__D,met__D,pg141,ttdcea,malt,ocdca,chitob,malthp,pgp161,for,pe1801829Z12Z,pe1801819Z,tchola,leu__L,ddca,glc__D,mg2,pe141,pg1819Z160,succ,ca2,pg181,cys__L,pg180,dca,hghhlipa,h2o,hdcea,eca4colipa,pa161,pgp180,zn2,hxa,actn__R,octa,pail1819Z160,pe161,ac,xyl__D,o16a4colipa,pgp1819Z160,hdca,pg161,pe120,ala__L,lipa,ocdcea,pe1819Z1819Z,gthox,mal__L,pe160,pa141,pi,pa160,pg120,ttdca,LptA,pgp160,pa120,clpn141,kdo2lipid4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LamazonensisMHOMBR71973M2269,pe1801845Z9Z12Z15Z,man,pe1819Z1845Z9Z12Z15Z,butso3,ps140,urea,pgp18111Z160,arsenb,pg18111Z160,cro4,fe3hox,pa180,arbt,pe180,val__L,salchs4,pg140,pq,fe3,chtbs,his__L,gthrd,feoxam,k,pe18111Z1835Z9Z12Z,pe18111Z1845Z9Z12Z15Z,pa181,pe1819Z1829Z12Z,ergst,gmp,tsul,fru,enlipidA,acgam,zymst,colipap,pe181,epist,pqh2,ps120,fecrm,pgp140,acolipa,isetac,acmum,cd2,met__L,enlipidA_LptA,gal,mn2,cu2,fe2,protein,ps141,inost,alaala,sbt__D,cit,so3,pe1819Z1835Z9Z12Z,acmana,tungs,arab__L,pe1801835Z9Z12Z,pa140,ptrc,pe18111Z1829Z12Z,lys__L,ethso3,lipa_cold,sulfac,pe18111Z1819Z,pg160,pgp120,crn,thr__L,gdp,ni2,ile__L,pro__L,enlipa,pail18111Z160,orn,Lcyst,glyc,hghhlipan,arbtn_fe3,cu,pe140,so4,pgp181,hexc,pe1829Z12Z1835Z9Z12Z,na1,colipa,pgp141,tre,ferrich,co2,h,gln__L,pheme,rib__D,met__D,pg141,gam,12ppd__S,fecost,ttdcea,malt,ocdca,glyald,chitob,asp__L,pgp161,pe1801829Z12Z,spmd,pe1801819Z,mnl,ps181,tchola,leu__L,ddca,galt,glc__D,chol,mg2,pe141,pg1819Z160,fe3dcit,ca2,pg181,cys__L,pg180,lanost,dca,manglyc,hghhlipa,h2o,hdcea,cobalt2,mobd,eca4colipa,pa161,pgp180,zn2,mso3,actn__R,hxa,g1p,octa,pail1819Z160,pe161,ac,ascb__L,glyb,prolb,ps180,o16a4colipa,taur,pgp1819Z160,hdca,pg161,arab__D,cpgn,enter,pe120,ala__L,glu__L,lipa,ocdcea,pe1819Z1819Z,ps161,ps160,pe160,pa141,pi,pa160,pg120,ttdca,LptA,pgp160,pa120,arg__L,clpn141,thm,sucr,kdo2lipid4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TvaginalisG3,murein5px4p,man,pe1801845Z9Z12Z15Z,pe1819Z1845Z9Z12Z15Z,butso3,pgp18111Z160,arsenb,pg18111Z160,cro4,pa180,pe180,arbt,ctbt,val__L,pq,pg140,fe3,chtbs,ala__D,cl,malthx,his__L,aso3,glcur,gthrd,maltpt,k,pe18111Z1835Z9Z12Z,pe18111Z1845Z9Z12Z15Z,pa181,metox__R,pe1819Z1829Z12Z,gmp,tsul,fru,enlipidA,acgam,colipap,pqh2,pe181,maltttr,pgp140,lmn30,acolipa,isetac,acmum,cd2,met__L,crn__D,g3pc,g3ps,gal,pur,enlipidA_LptA,uaagmda,mn2,cu2,ser__L,fe2,protein,inost,alaala,sbt__D,g3pe,cit,ibt,so3,pe1819Z1835Z9Z12Z,lcts,acmana,tungs,arab__L,pe1801835Z9Z12Z,pa140,ptrc,fum,pe18111Z1829Z12Z,lys__L,lipa_cold,pe18111Z1819Z,pg160,chols,pgp120,crn,thr__L,gdp,ni2,ile__L,pro__L,enlipa,pail18111Z160,orn,hghhlipan,fe,no3,pe140,so4,pgp181,pe1829Z12Z1835Z9Z12Z,xyl3,na1,colipa,pgp141,tre,ferrich,co2,h,gln__L,pheme,rib__D,met__D,pg141,gam,arsni2,malt,ocdca,ttdcea,chitob,pgp161,pe1801829Z12Z,spmd,btn,mnl,murein5p5p,murein5px4px4p,pe1801819Z,leu__L,melib,ddca,galt,glc__D,14glucan,chol,mg2,murein5p5p5p,pg1819Z160,lmn2,pe141,succ,fe3dcit,glyc2p,ca2,udcpdp,pta,pg181,cys__L,pg180,glyc3p,murein5px3p,dca,manglyc,hghhlipa,h2o,hdcea,cobalt2,mobd,eca4colipa,pa161,pgp180,zn2,hxa,actn__R,g1p,octa,pail1819Z160,pe161,drib,ac,all__D,ascb__L,but,xyl__D,glyb,prolb,o16a4colipa,taur,gua,gly,pgp1819Z160,hdca,xylan4,pg161,arab__D,3mb,enter,pe120,ala__L,glu__L,lipa,ocdcea,malttr,pe1819Z1819Z,g3pg,pe160,pa141,galur,pi,ade,pa160,hco3,pg120,hxan,metox,ttdca,LptA,pgp160,pa120,g3pi,arg__L,xylb,thm,sucr,kdo2lipid4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
