,MdaphniaeUGP3,Heriocheircanceri,PfalciparumTG01,ChominisTU502_2012,TbruceiLister427,NdisplodereJUm2807,EmaximaWeybridge,CtyzzeriUGA55,EmoshkovskiiLaredo,PcynomolgiB,TevansiSTIB805,EhistolyticaHM1IMSS-A,PfragileNilgiri,CmeleagridisUKMEL1,VcorneaeATCC50505,PfalciparumGA01,CfelisWinnie,PfalciparumML01,GintestinalisAssemblageADH,SsalmonicidaATCC50377,LtropicaL590,PfalciparumCD01,PinuiSanAntonio1,TgrayiANR4,TcruziCLBrener,TparvaMuguga,Pvinckeivinckeivinckei,TcongolenseIL3000,LspMARLEM2494,CfasciculataCfCl,AcastellaniiNeff,PgaboniG01,TgondiiFOU,ChominisUdeA01,EpraecoxHoughton,NfowleriATCC30863,CveliaCCMP2878,TbruceigambienseDAL972,Pyoeliiyoelii17XNL,HeriocheirGB1,TcruziCLBrenerNon-Esmeraldo-like,EhistolyticaHM1IMSS-B,LinfantumJPCM5,SneuronaSN3,TgondiiGT1,EcuniculiGBM1,TcruzicruziDm28c,TgondiiME49,BovataMiyake,TcruziSylvioX10-1-2012,TgondiiARI,LdonovaniBPK282A1,LpyrrhocorisH10,Vculicisfloridensis,EcuniculiEC3,PadleriG01,BayalaiB08-376,EhellemATCC50504,Chominis30976,EmonterogeiiLV88,LgerbilliLEM452,SneuronaSOSN1,PfalciparumHB3,LbraziliensisMHOMBR75M2904,EacervulinaHoughton,EcuniculiEC1,EcanceriGB1,PfalciparumDd2,EnecatrixHoughton,LturanicaLEM423,CmurisRN66,TbruceiTREU927,TgondiiVAND,PknowlesiMalayanPk1A,EhepatopenaeiTH1,AalgeraePRA339,VbrassicaformisCCMP3155,TgondiiTgCatPRC2,NausubeliERTm2,EintestinalisATCC50506,PneurophiliaMK1,NceranaePA08_1199,OcolligataOC4,Cubiquitum39726,PgaboniSY75,LpanamensisMHOMPA94PSC1,CparvumIowaII,LseymouriATCC30220,PpraefalciparumG01,Pyoeliiyoelii17X,PrelictumSGS1-like,LmajorFriedlin,PconfusumCUL13,AspWSBS2006,NbombycisCQ1,Candersoni30847,EdisparSAW760,CcayetanensisCHN_HEN01,Slophii42_110,TcruziDm28c,EaedisUSNM41457,BbigeminaBOND,TgondiiGAB2-2007-GAL-DOM2,PovalecurtisiGH01,TvivaxY486,EbieneusiH348,EnuttalliP19,LaethiopicaL147,TcruzimarinkelleiB7,EfalciformisBayerHaberkorn1970,PfalciparumGB4,PyoeliiyoeliiYM,PfalciparumSN01,PblacklockiG01,TequiWA,EcuniculiEcunIII-L,PreichenowiG01,HhammondiHH34,Pgallinaceum8A,TrangeliSC58,EmitisHoughton,TgondiiVEG,BmicrotiRI,EromaleaeSJ2008,PbillcollinsiG01,PvinckeipetteriCR,NceranaeBRL01,EtenellaHoughton,EbrunettiHoughton,Pfalciparum7G8,BbovisT2Bo,PfalciparumKH01,PfalciparumIT,TgondiiRH,LbraziliensisMHOMBR75M2903,PcoatneyiHackeri,LmexicanaMHOMGT2001U1103,PknowlesiH,Tgondiip89,EhistolyticaHM1IMSS,CsuisWienI,PvivaxSal1,EcuniculiEC2,GniphandrodesUnknown,PreichenowiCDC,TcruziSylvioX10-1,PfalciparumKH02,EhellemSwiss,LmajorSD75.1,GintestinalisAssemblageBGS,NparisiiERTm1,GintestinalisAssemblageBGS_B,NparisiiERTm3,PfalciparumSD01,TannulataAnkara,AalgeraePRA109,EhistolyticaHM3IMSS,ThominisUnknown,PmalariaeUG01,GintestinalisAssemblageAWB,TtheileriEdinburgh,Pchabaudichabaudi,EhistolyticaKU27,LmajorLV39c5,NausubeliERTm6,TgondiiMAS,PcynomolgiM,TcruziCLBrenerEsmeraldo-like,TvaginalisG3,PbergheiANKA,PfalciparumKE01,LtarentolaeParrotTarII,LenriettiiLEM3045,Pfalciparum3D7,TorientalisShintoku,GintestinalisAssemblageEP15,EinvadensIP1,TgondiiRUB,ChominisTU502,PvivaxP01,PfalciparumGN01,LpanamensisMHOMCOL81L13,LarabicaLEM1108,NcaninumLIV
DGDGW3DS1839Z12Z15Z1637Z10Z13Z1c,,,1,,1,,1,,,1,1,,1,,,1,1,1,,,1,1,1,,,1,1,1,1,1,1,1,1,,,1,1,1,1,,1,,1,1,1,,1,1,,1,1,1,1,,,1,1,,,1,1,1,1,1,,,,1,1,1,,1,1,1,,,1,1,,,,,,,1,1,,1,1,1,1,1,1,,1,,,,,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,,1,1,,1,,1,1,1,1,,1,1,1,1,1,,1,1,,,1,1,1,,1,,,,,1,1,,,,1,,1,1,,1,,1,1,1,,1,1,1,1,1,1,,,1,,1,1,1,1,1
ASNS1,1,,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1
PSIIbluec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZYMSTESTH_SCe,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAO141p_evenc,1,,,1,,,1,1,,,,,,1,,,,,,,,,,,,,,,,1,1,,1,1,1,1,1,,,,,,,1,1,1,,1,,,1,,,,1,,,1,1,,,1,,,1,1,,,1,,1,,1,,,1,1,1,,1,,1,,1,,,1,,,,,,1,,1,1,,1,,,1,,1,,,,,,,1,,,,,,1,,1,,,1,1,,1,,,1,1,,,,,,,,,,,1,,1,,1,,,1,,1,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,1,1,,,,,1
PA161abcppc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HACD2,1,,,,1,,,,,,1,,,,,,,,,,1,,,1,,,,1,1,1,1,,1,,1,1,1,1,1,,1,,1,1,1,,1,1,,1,1,1,1,,,,1,,,1,1,1,,1,,,1,,,1,,1,1,,1,,1,1,,,,1,,,,1,,1,,,,1,1,1,,,,1,,1,,,1,,1,,,1,1,1,,,,,,,,1,,1,1,1,,,,,1,,1,,,,,,1,,1,,1,,1,1,,,,1,,,1,,,,,,,,,,,,1,,,1,,1,,1,,,,1,1,,,,,1,,1,,1,1,1
N2tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_LACt2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA181abcppc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CYO1b,,,1,,,,1,,,1,,,1,,,1,1,1,,,,1,1,,,1,1,,,1,,1,1,,1,1,1,,1,,,,,1,1,,,1,1,,1,,,,,1,,,,,,1,1,,,,,1,1,,,,1,1,,,1,1,,,,,,,1,,,,1,1,1,,,,,,,1,,,,1,1,1,,,,,,,1,1,1,1,1,,1,1,1,1,,1,1,,1,1,,1,1,1,1,1,1,,,1,,1,1,,1,1,,,1,,1,,,,,,,1,1,,,,1,,1,1,,,,1,1,,,1,1,,,1,1,,,1,,1,1,,,1
MANpts,,,,,1,,,,1,,1,1,,,,,,,1,,1,,,1,,,,1,1,1,,,,,,1,1,1,,,1,1,1,,,,1,,,1,,1,1,,,,1,,,1,1,,,1,,,,,,1,,1,,,,,1,,,,,,,,,1,,1,,,,1,1,,,,1,,,,,,,,1,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,1,,,,,,1,,,1,1,,1,,,,,1,,,1,1,,1,1,,,,1,1,,,1,1,,,1,1,,,,,1,1,
GTHPm,,,1,,1,,,,,1,1,,1,,,1,,1,,,1,1,1,1,,,1,1,1,1,,1,1,,,,1,1,1,,1,,1,1,1,,1,1,,,1,1,1,,,1,1,,,1,1,1,1,1,1,,,1,1,1,,1,1,1,,,1,1,,,,,,,1,1,,1,1,1,1,1,1,,,,,,,1,,,1,1,1,,,1,,1,1,1,1,1,,,1,1,1,1,1,1,,,1,1,,1,,1,,1,1,,1,1,1,1,1,,1,1,,1,1,1,1,,1,,,,,1,,,,,1,,1,1,,1,,1,1,1,,1,1,1,1,1,,,,1,,1,1,1,1,1
GLDBRAN2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADNK4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBA3,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,1,,,,,,,,1,,,1,,,,,,1,,,,,,,1,1,,,,,,,
ECOAH7,1,,,1,1,,1,,,,1,,1,1,,,,,,,1,,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,,1,,1,1,1,,1,1,,1,1,1,1,,,,1,,1,1,1,1,,1,1,,,,1,1,,1,1,1,,,1,1,,,,,,,,1,1,1,,1,1,1,1,,,,,1,,1,,,1,,1,,,1,1,1,,1,,,1,,,1,1,1,1,1,,,,1,,1,1,,,,,,1,1,1,1,1,,1,1,,,,1,,,1,,,,,,,,,1,,,1,1,,1,,1,,1,,1,,1,1,,,,,1,1,1,,1,1,1
PURabc1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,
LNS14DMx,1,,,,1,1,1,,,1,1,,1,,1,,,,,,1,,1,1,,,,1,1,1,1,,1,,1,1,1,1,,,1,,1,1,1,,1,1,,1,1,1,1,,,,1,,,1,1,1,,1,,,1,,,1,,1,1,1,,1,1,1,,,,,,,,1,,1,,,1,1,1,,1,,,1,1,1,,,1,1,1,,,1,1,1,,,,,,,,1,,1,,1,1,,,,,,1,,,,,,1,1,1,1,1,,1,1,,,,1,,,1,,,,,,1,1,,,,,1,,,1,,1,1,1,,,,1,1,,,,,1,,1,,1,1,1
ANXANASCORc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUMt2_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUNP3,1,,,,,,1,,1,,,1,,,,,,,1,1,,,,1,,,,1,,,1,,,,,1,1,1,,,1,1,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,1,,1,,,,,,,,,,,,,,1,1,,1,,1,,,,,,,,,,,,1,,,,1,,1,,1,,1,,1,,,,,1,,,1,,,1,,,,,1,1,,,,,,,1,1,,,,,,,
GPDDA1,1,,1,1,1,,,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,,,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,,,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,,1,1,1,,1,,1,1,,,1,,1,,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,1,1,,1,1,1,,1,1,1,1,,1,1,1,,1,,,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,,,1,,,1,1,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1
COCOAHA,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBPS,,,1,,1,,1,,,1,1,,1,,,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,1,1,1,,1,1,1,1,1,1,1,,,1,1,,,1,1,1,1,1,1,,,1,1,1,,1,1,1,,,1,1,,,,,,,1,1,,1,1,1,1,1,1,,,,,1,,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,,1,,1,1,1,1,,1,1,1,1,1,,1,1,,,1,1,1,,1,,,,,1,1,,,,1,,1,1,,1,,1,1,1,,1,1,1,1,1,1,,,1,,1,1,1,1,1
GLYVESSEC,,1,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,1,1,1,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,
AGPOP,,,1,1,1,1,1,1,,1,1,,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,1,1,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,,1,1,1,1,1,,1,1,,1,1,1,1,,1,,1,,1,1,1,,,,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1
BADP,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,,,,,,1,1,,,1,,,1,,,,,,,,,,,1,,,1,,,,1,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,1,,,1,1,,,,,,1,1,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1
MTRPOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGSA_HP,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CYSTS,1,,,,1,,1,,,,1,,,,,,,,,,1,,,1,,,,,1,1,1,,1,,1,1,1,1,,,1,,1,1,1,,1,1,,1,1,1,1,,,,1,,,1,1,1,,1,1,,,,1,1,,1,1,,,,1,1,,,,,,,,1,,1,,,,1,1,,,,,1,,,,,1,,1,,,1,1,1,,,,,,,,1,,1,1,1,,,,,,1,1,,,,,,1,,1,,1,,1,,,1,,1,,,1,,,,,,,,,,,,1,,1,1,,1,,1,,,,1,1,,,,,1,,,,1,1,1
SO4t_m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGM3PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
6TINS5MPOR,,,1,,1,,1,,,1,1,,1,,,1,1,1,,,1,1,1,1,,1,1,,1,1,,1,1,,1,,1,1,1,,1,,1,1,1,,1,1,1,1,1,1,1,,,1,1,,,1,1,1,1,1,1,,,1,1,1,,1,1,1,,,1,1,,,,,,,1,1,,1,1,1,1,1,1,,,,,1,,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,,1,1,1,1,1,,1,1,,,1,1,1,,1,,,,,1,1,,,,1,,1,1,,1,,1,1,1,,1,1,1,1,1,1,,,1,,1,1,1,1,1
PPBNGS,,,,,,,1,,,1,,,1,,,1,1,1,,,,1,1,,,,1,,,,1,,1,,1,,1,,1,,,,,1,1,,,1,,,1,,,,,1,,,,,,1,1,,1,,,1,1,,,,1,,,,1,1,,,,,,,1,,,,1,1,1,,,,,,,1,,,,1,1,1,,,,,,1,1,1,1,1,1,,1,1,1,,1,1,1,,1,1,,1,1,1,1,1,1,,,1,,1,1,,,1,,,1,,1,,,,,,,1,,,,,1,,,1,,,,1,1,,,1,1,,,1,,,,1,,1,1,,,1
POR,,,,1,,,,1,1,,,1,,1,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,1,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,
ADD,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,1,,1,,,,,,,,,,1,1,1,,,1,,,1,1,1,,,,1,,,1,1,,,1,,,,,,1,,,1,,,,1,1,,,,,,,,1,,1,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,1,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,1,,,,,1,,,,1,1,1
3OADPCOAT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,
LGTHL,,,1,,,,1,,,1,,,1,,,1,,1,,,1,1,1,1,,,1,,1,1,1,1,1,,,1,1,,1,,1,,1,1,1,,1,1,,,1,1,1,,,1,1,,,1,1,1,1,1,1,,,1,1,1,,,1,1,,,1,1,,,,,,,1,1,,1,1,1,1,1,1,,,,,1,,1,,,1,1,,,,,,1,1,1,1,1,,,1,1,1,1,,1,,,1,1,,1,1,1,,1,1,,,1,1,1,1,,1,1,,,1,1,1,,1,,,,,1,,,,,1,,1,1,,1,,1,1,1,,1,1,1,1,1,,,,1,,1,1,1,1,1
DASYN120,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,,1,1,1,,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,,1,,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAGAH1601819Z1835Z9Z12Z,,,,,1,,1,,1,,1,1,,,,,,,,,1,,,1,1,,,1,1,1,1,,1,,,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,,1,,,,,1,1,1,,1,,1,1,,,1,,1,1,,,,1,1,,,,,,,,1,,1,,,,1,1,1,,,1,,,1,,,1,,1,,1,1,1,,,,,,,1,,1,,1,1,1,,1,,,,,,,,,,,1,,1,,1,1,1,,1,1,,1,,,1,,,,,,,,1,,,,1,,1,1,,1,,1,1,,,1,,,,,1,1,,,,1,1,1
LUMIRHODOPSINIc,,,1,1,,,1,1,,1,,,1,1,,1,1,1,,,,1,1,,,1,1,1,,,1,1,,1,1,1,1,,1,,,1,,1,1,,,1,1,,1,,,,,1,1,,1,,,1,1,,1,,,1,1,,1,,1,1,,,1,1,,,,,,1,1,,1,,1,1,1,,1,,1,1,,1,,,,1,1,1,,,,,,1,1,1,1,1,1,,1,1,1,,1,1,1,,1,1,,1,1,1,1,1,1,,,1,,1,1,,1,1,,1,1,,1,,,,,,,1,1,,,,1,,,1,,,,1,1,,1,1,1,,,1,1,,,1,1,1,1,,,1
PHOMSELCYSL,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,1,,,1,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,,1,1,1,,,1,,,,,,,,,,,,,1,,,,,,1,,,1,,,1,,,,,,,,,1,,,,,,1
ALDD31_1,,,,,1,,,,1,,1,1,,,,,,,,1,1,,,1,,,,1,1,1,1,,1,,,1,1,1,,,1,1,1,1,1,,1,1,,1,1,1,1,,,,1,,,1,1,1,,1,1,,,,1,1,,1,1,,,,1,1,,,,,,,,1,,1,,,,1,1,,,,1,1,,1,,,1,,1,,1,1,1,1,,,,,,,,1,,,,1,,,,,,1,,,,,,,1,,1,,1,1,,,,,,1,,,1,,,,,,,,1,,,,1,,1,1,,1,,1,1,,,1,1,,,,1,1,,,,1,1,1
MGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z2c,,,1,,1,,1,,,1,1,,1,,,1,1,1,,,1,1,1,,,1,1,1,1,1,1,1,1,,,1,1,1,1,,1,,1,1,1,,1,1,,1,1,1,1,,,1,1,,,1,1,1,1,1,,,,1,1,1,,1,1,1,,,1,1,,,,,,,1,1,,1,1,1,1,1,1,,1,,,,,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,,1,1,,1,,1,1,1,1,,1,1,1,1,1,,1,1,,,1,1,1,,1,,,,,1,1,,,,1,,1,1,,1,,1,1,1,,1,1,1,1,1,1,,,1,,1,1,1,1,1
ORNt,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,1,,,1,,,,,,1,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
3OAS100,1,,1,1,1,,1,1,,1,1,1,1,1,,1,,1,,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,,1,1,1,1,,,1,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,1,,,,,,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,,,1,1,,1,1,1,,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,,1,,,,,1,,,1,,1,,1,1,1,1,,1,1,1,,1,1,1,1,1,,,1,1,1,1,1,1,1,1
