,T. gondii GT1,T. gondii ME49,P. falciparum 3D7,P. berghei ANKA,P. vivax Sal1,C. hominis TU502 (2012),C. parvum Iowa II,E. histolytica HM1IMSS-A,L. major SD75,T. cruzi CL Brener,T. brucei Lister 427,V. brassicaformis CCMP3155,B. bovis T2Bo,N. fowleri ATCC30863
SELTORc,,,not in model,not in model,not in model,,,,,,,,,
3HAO,,,not in model,not in model,not in model,,,,,,,,,
HATIH,,,not in model,not in model,not in model,,,,,,,,,
ZCAROTDH2,,,not in model,not in model,not in model,,,,,,,,,
EX_ppc1r_e,,,not in model,not in model,not in model,,,,,,,,,
INSTt2,,,not in model,nonlethal,not in model,,,,,,,,,
DSERDHr,,,not in model,not in model,not in model,,,,,,,,,
PDE3,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
HMR_2861,,,not in model,nonlethal,not in model,,,,,,,,,
BNORhc,,,not in model,not in model,not in model,,,,,,,,,
CHYA1c,,,not in model,not in model,not in model,,,,,,,,,
ACOADAGAT1819Z18111Z18111Z,,,not in model,nonlethal,not in model,,,,,,,,,
PLDAGAT1601819Z1819Z4,,,not in model,not in model,not in model,,,,,,,,,
SK_val__L_c,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
RBK_L1,,,not in model,not in model,not in model,,,,,,,,,
METDabc,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
MOD_2mhop,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
DGDGW6DS1829Z12Z1627Z10Z1c,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_trp__L_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
LDH_D1,,,not in model,not in model,not in model,,,,,,,,,
NADH4,,,not in model,nonlethal,nonlethal,,,,,,,,,
PYRt2,,,not in model,not in model,not in model,,,,,,,,,
ZNabc,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
ACOADH80_m,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
ICDHx,,,not in model,not in model,not in model,,,,,,,,,
2agpe120t,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
TAGAH1819Z1819Z180,,,not in model,not in model,not in model,,,,,,,,,
13PPDH,,,not in model,not in model,not in model,,,,,,,,,
ACPPAT140,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
pg_prod7,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
CHTNS,,,not in model,not in model,not in model,,,,,,,,,
DSBAO1e,,,not in model,nonlethal,nonlethal,,,,,,,,,
G6PDA,,,not in model,not in model,not in model,,,,,,,,,
HYDAm,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
ALDD4,,,not in model,not in model,not in model,,,,,,,,,
EX_adn_e,,,not in model,nonlethal,nonlethal,,,,,,,,,
PLDAGAT18111Z18111Z18111Z2,,,not in model,not in model,not in model,,,,,,,,,
AAMYL,,,not in model,not in model,not in model,,,,,,,,,
C160SN,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
GLYC2Pabcppc,,,not in model,nonlethal,not in model,,,,,,,,,
23CN2P3,,,not in model,not in model,not in model,,,,,,,,,
TYRTAim,,,not in model,nonlethal,nonlethal,,,,,,,,,
FE2GTPabc,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_colipa_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
MYCTR,,,not in model,not in model,not in model,,,,,,,,,
AKP1_1,,,not in model,not in model,not in model,,,,,,,,,
BTS3r,,,not in model,not in model,not in model,,,,,,,,,
PPA2,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
DGDGD4DS1829Z12Z1634Z7Z10Zc,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
DHDPS,,,not in model,not in model,not in model,,,,,,,,,
FAOXC162C162OHm,,,not in model,not in model,not in model,,,,,,,,,
HMR_2472,,,not in model,not in model,not in model,,,,,,,,,
TAGAH1601819Z18111Z,,,not in model,not in model,not in model,,,,,,,,,
GF6PTA,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
FACOAL140t2ppc,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
PAPSR2,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EAR180x_ap,,,not in model,nonlethal,nonlethal,,,,,,,,,
AGPAT160_ap,,,not in model,nonlethal,nonlethal,,,,,,,,,
PEDS18111Z1829Z12Z,,,not in model,nonlethal,not in model,,,,,,,,,
GLTPD,,,not in model,not in model,not in model,,,,,,,,,
NDPK4,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
NO2t3,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
SPMDAT2,,,not in model,not in model,not in model,,,,,,,,,
EAR181x_ap,,,not in model,nonlethal,nonlethal,,,,,,,,,
GCALDDm,,,not in model,not in model,not in model,,,,,,,,,
METGL,,,nonlethal,not in model,not in model,,,,,,,,,
C14STR,,,not in model,not in model,not in model,,,,,,,,,
LIPOCT,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
ETHAPT_HDE_LNA_c,,,not in model,not in model,not in model,,,,,,,,,
5FLURAOR,,,not in model,not in model,not in model,,,,,,,,,
GLYabc,,,not in model,not in model,not in model,,,,,,,,,
ACOADAGAT1801819Z18111Z,,,not in model,nonlethal,not in model,,,,,,,,,
AGPAT18111Z160hc,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
MBCOAi,,,not in model,not in model,not in model,,,,,,,,,
AKGCITtm,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
DGDGW6DS1819Z1627Z10Zc,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_no2_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
MDDCP2ex,,,not in model,not in model,not in model,,,,,,,,,
PYRIS,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
pg_prod1,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
G3PD1ir_ap,,,nonlethal,not in model,not in model,,,,,,,,,
PLIPA2E181,,,not in model,nonlethal,nonlethal,,,,,,,,,
ETFQO_1c,,,not in model,not in model,not in model,,,,,,,,,
ASPTA6,,,nonlethal,not in model,not in model,,,,,,,,,
IDOND,,,not in model,not in model,not in model,,,,,,,,,
ALLTN,,,not in model,not in model,not in model,,,,,,,,,
3OAS60_ap,,,not in model,nonlethal,nonlethal,,,,,,,,,
TYRt2m,,,not in model,not in model,not in model,,,,,,,,,
UREA,,,nonlethal,not in model,not in model,,,,,,,,,
PLDAGAT_EPA_EPA_DHA_PE_15_c,,,not in model,nonlethal,not in model,,,,,,,,,
PLDAGAT1819Z18111Z1819Z1,,,not in model,not in model,not in model,,,,,,,,,
DAGK180,,,not in model,nonlethal,nonlethal,,,,,,,,,
pg_prod6,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
C181SN,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
DOLASNT_pf,,,not in model,nonlethal,nonlethal,,,,,,,,,
LPLIPAL2E161,,,not in model,nonlethal,nonlethal,,,,,,,,,
EX_2agpg161_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
PLIPA2A140,,,not in model,nonlethal,nonlethal,,,,,,,,,
HHDDI,,,not in model,not in model,not in model,,,,,,,,,
MALCRNt,,,not in model,not in model,not in model,,,,,,,,,
ALKP,,,not in model,not in model,not in model,,,,,,,,,
DOLPMT,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
PPNCL,,,not in model,nonlethal,nonlethal,,,,,,,,,
D_LACDHmc,,,not in model,not in model,not in model,,,,,,,,,
EX_pgp180_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_tartr__L_e,,,not in model,not in model,not in model,,,,,,,,,
OIVD2,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
UMPU,,,not in model,not in model,not in model,,,,,,,,,
SUCOAS1m,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
CDPDAGS_OLE_PALM,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
THFGLUS_1,,,not in model,not in model,not in model,,,,,,,,,
3OAR100_m,,,not in model,not in model,not in model,,,,,,,,,
ECOAH2c,,,not in model,nonlethal,nonlethal,,,,,,,,,
UDPDPS2,,,not in model,not in model,nonlethal,,,,,,,,,
DGK1,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
KAS20SA,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_o16a4colipa_e,,,nonlethal,not in model,nonlethal,,,,,,,,,
EX_csn_e,,,not in model,not in model,not in model,,,,,,,,,
TOCOPHOM1,,,nonlethal,not in model,not in model,,,,,,,,,
ABOR,,,not in model,not in model,not in model,,,,,,,,,
ACSm,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
ALLPI,,,not in model,not in model,not in model,,,,,,,,,
PLIPA2E120,,,not in model,nonlethal,nonlethal,,,,,,,,,
ASPO5,,,not in model,not in model,not in model,,,,,,,,,
CYTBD,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
H2O2t,,,not in model,not in model,not in model,,,,,,,,,
HMNO,,,not in model,not in model,not in model,,,,,,,,,
NTD2,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
ACACT2m,,,not in model,not in model,not in model,,,,,,,,,
ACOAR2mc,,,not in model,not in model,not in model,,,,,,,,,
XYLt2,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
FAO181p_evenc,,,not in model,not in model,not in model,,,,,,,,,
CHOLESTTDe,,,not in model,not in model,not in model,,,,,,,,,
GLYC3Ptm,,,not in model,not in model,not in model,,,,,,,,,
EAR120y,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
SEPHCHCS,,,not in model,not in model,not in model,,,,,,,,,
LACZe,,,not in model,not in model,not in model,,,,,,,,,
CMCMSAD,,,not in model,not in model,not in model,,,,,,,,,
THZPSN,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
3OAR40_ap,,,not in model,nonlethal,nonlethal,,,,,,,,,
8AONNt2,,,not in model,not in model,not in model,,,,,,,,,
ACOTAimc,,,not in model,not in model,not in model,,,,,,,,,
LPLIPAL2E180,,,not in model,nonlethal,nonlethal,,,,,,,,,
ASQDCADS1829Z12Z160,,,not in model,not in model,not in model,,,,,,,,,
PGW3DS1839Z12Z15Z160c,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
GLGNS1,,,nonlethal,not in model,not in model,,,,,,,,,
r1641,,,not in model,not in model,not in model,,,,,,,,,
ECA4COLIPAabctexc,,,nonlethal,not in model,nonlethal,,,,,,,,,
G12MT1,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
ADAPAT,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
MEHLER,,,not in model,not in model,not in model,,,,,,,,,
LLDH_ferr_mc,,,not in model,not in model,not in model,,,,,,,,,
MGDGD4DS1829Z12Z1644Z7Z10Z13Zc,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
FASm2401,,,not in model,not in model,not in model,,,,,,,,,
LCYSTAT,,,not in model,nonlethal,nonlethal,,,,,,,,,
COORr,,,not in model,not in model,not in model,,,,,,,,,
LYSPHEILEt,,,not in model,not in model,not in model,,,,,,,,,
PYK,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
Clt,,,not in model,not in model,not in model,,,,,,,,,
ACMANApts,,,not in model,not in model,not in model,,,,,,,,,
6MPURPRT,,,not in model,not in model,nonlethal,,,,,,,,,
AGMHE,,,not in model,not in model,not in model,,,,,,,,,
CYSTGLUex,,,not in model,nonlethal,nonlethal,,,,,,,,,
MTOLDOX,,,not in model,not in model,not in model,,,,,,,,,
NTP2,,,not in model,nonlethal,not in model,,,,,,,,,
THMMPtrbc,,,not in model,not in model,nonlethal,,,,,,,,,
LPLIPAL2ATE120,,,not in model,nonlethal,nonlethal,,,,,,,,,
SERt2m,,,not in model,not in model,not in model,,,,,,,,,
PLDAGAT16018111Z1819Z2,,,not in model,not in model,not in model,,,,,,,,,
EAR40x,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
ECOAH3_1c,,,not in model,not in model,not in model,,,,,,,,,
APPTmc,,,not in model,not in model,not in model,,,,,,,,,
PAPA1601819Z,,,not in model,nonlethal,not in model,,,,,,,,,
MTHFO,,,not in model,not in model,not in model,,,,,,,,,
UAGDP,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
UPPDC1_ap,,,not in model,nonlethal,nonlethal,,,,,,,,,
FRNDPR2r,,,not in model,not in model,not in model,,,,,,,,,
GalMr,,,not in model,not in model,not in model,,,,,,,,,
G3PD7,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
THRD_Lm,,,not in model,not in model,not in model,,,,,,,,,
EX_galur_e,,,not in model,not in model,not in model,,,,,,,,,
SUCFUMtm,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
LPEH2264Z7Z10Z13Z16Z19Z_sn1_c,,,not in model,not in model,not in model,,,,,,,,,
AGPR,,,not in model,not in model,not in model,,,,,,,,,
ECOAH2m,,,not in model,not in model,not in model,,,,,,,,,
HYPOE,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
PEDS1829Z12Z1835Z9Z12Z,,,not in model,not in model,not in model,,,,,,,,,
FAS141ACPmc,,,not in model,not in model,not in model,,,,,,,,,
HXAt1,,,not in model,not in model,not in model,,,,,,,,,
HSTPTr,,,not in model,not in model,not in model,,,,,,,,,
G6PI_1,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
Hfv,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
GALt2,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
GSNt,,,not in model,nonlethal,nonlethal,,,,,,,,,
IPDDI,,,not in model,not in model,not in model,,,,,,,,,
XTSNH,,,not in model,not in model,not in model,,,,,,,,,
RTOTALt,,,not in model,not in model,not in model,,,,,,,,,
EX_tyrtrpphe_e,,,not in model,not in model,not in model,,,,,,,,,
CHOPT_HDE_HDE_c,,,not in model,nonlethal,not in model,,,,,,,,,
pi_prod4,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
MSULR,,,nonlethal,not in model,not in model,,,,,,,,,
EX_5aop_e,,,not in model,nonlethal,not in model,,,,,,,,,
ADNUC,,,not in model,not in model,not in model,,,,,,,,,
FASm280,,,not in model,not in model,not in model,,,,,,,,,
CFAS160E,,,nonlethal,not in model,nonlethal,,,,,,,,,
APH181,,,not in model,not in model,nonlethal,,,,,,,,,
HMR_1627,,,not in model,not in model,not in model,,,,,,,,,
GLNSP1,,,not in model,not in model,not in model,,,,,,,,,
C190cSN,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
CHRPL,,,not in model,nonlethal,nonlethal,,,,,,,,,
PLDAGAT_HDE_HDE_HDE_PE_13_c,,,not in model,not in model,not in model,,,,,,,,,
ALAtmi,,,not in model,not in model,not in model,,,,,,,,,
MACCOAT,,,nonlethal,not in model,not in model,,,,,,,,,
EX_hislysthr_e,,,not in model,not in model,not in model,,,,,,,,,
3HPCOAHYD,,,not in model,not in model,not in model,,,,,,,,,
G12MT4,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
FACOAL170_ISO,,,nonlethal,nonlethal,not in model,,,,,,,,,
CLt3r_2,,,not in model,not in model,not in model,,,,,,,,,
LPLIPAL2ATE140,,,not in model,nonlethal,nonlethal,,,,,,,,,
SHCHF,,,not in model,not in model,not in model,,,,,,,,,
ORNt3m,,,nonlethal,not in model,not in model,,,,,,,,,
EX_lido_e,,,not in model,not in model,not in model,,,,,,,,,
VALTAim,,,not in model,not in model,not in model,,,,,,,,,
EX_12dgr160_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_thrthrarg_e,,,nonlethal,not in model,not in model,,,,,,,,,
Cut1,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
APH140,,,not in model,not in model,nonlethal,,,,,,,,,
GLYCOe,,,not in model,not in model,not in model,,,,,,,,,
PAPA1819Z1819Z,,,not in model,not in model,not in model,,,,,,,,,
PLDAGAT18111Z18111Z1601,,,not in model,not in model,not in model,,,,,,,,,
MM1,,,not in model,not in model,not in model,,,,,,,,,
MGSA,,,not in model,not in model,not in model,,,,,,,,,
RIBFSc,,,nonlethal,not in model,not in model,,,,,,,,,
ILEPROLYSr,,,not in model,not in model,not in model,,,,,,,,,
NAt3_1,,,not in model,not in model,not in model,,,,,,,,,
PHYTES,,,not in model,not in model,not in model,,,,,,,,,
EX_glcur_e,,,not in model,not in model,not in model,,,,,,,,,
EX_pail1819Z160_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
PDE5,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
LPCAT_MYRS_DHA_sn2_c,,,not in model,not in model,not in model,,,,,,,,,
FAH1819Zc,,,not in model,not in model,not in model,,,,,,,,,
FASC182ACP,,,nonlethal,not in model,not in model,,,,,,,,,
3HBCOAHL,,,not in model,not in model,not in model,,,,,,,,,
EX_mg2_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
PGW6DS1829Z12Z160c,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
CHITOBptsc,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
DSAT,,,not in model,nonlethal,nonlethal,,,,,,,,,
EX_cit_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
ACOAR3m,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
pe_prod17,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_tyrtyr_e,,,not in model,not in model,not in model,,,,,,,,,
2DGULRy,,,not in model,not in model,not in model,,,,,,,,,
5DOAN,,,not in model,not in model,not in model,,,,,,,,,
EX_pg18111Z160_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
PCFLOPm_cho,,,not in model,not in model,not in model,,,,,,,,,
ASPCT_1,,,not in model,not in model,not in model,,,,,,,,,
CDGS1,,,not in model,not in model,not in model,,,,,,,,,
ECOAH11pc,,,not in model,not in model,not in model,,,,,,,,,
DHNPAm,,,not in model,not in model,not in model,,,,,,,,,
TARTDC,,,not in model,not in model,not in model,,,,,,,,,
3OAS100_1c,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
PLA2PE_STC_OLE_c,,,not in model,not in model,not in model,,,,,,,,,
MGt5,,,not in model,not in model,not in model,,,,,,,,,
GALMAN600a_e,,,not in model,not in model,not in model,,,,,,,,,
EX_dsbcrd_e,,,not in model,not in model,not in model,,,,,,,,,
CHLPCTD,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
DGDGGH1829Z12Z1637Z10Z13Zc,,,not in model,not in model,not in model,,,,,,,,,
HMR_0846nhs,,,nonlethal,not in model,not in model,,,,,,,,,
LPLIPAL2A161,,,not in model,nonlethal,nonlethal,,,,,,,,,
NADH7,,,not in model,not in model,not in model,,,,,,,,,
HEMELmc,,,not in model,not in model,not in model,,,,,,,,,
G16MTc,,,not in model,not in model,not in model,,,,,,,,,
HYXNt,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
ARGN,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
MTHFC,,,not in model,nonlethal,nonlethal,,,,,,,,,
SULFACabcppc,,,not in model,nonlethal,not in model,,,,,,,,,
GLXCBL,,,not in model,not in model,not in model,,,,,,,,,
DAGAH_STC_ALNA_c,,,nonlethal,not in model,not in model,,,,,,,,,
PIPLC,,,not in model,nonlethal,nonlethal,,,,,,,,,
GTPOPm,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
PLDAGAT1819Z18111Z1819Z4,,,not in model,not in model,not in model,,,,,,,,,
CHOPT_HDE_EPA_c,,,not in model,not in model,not in model,,,,,,,,,
L_LACDm,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
ASNt2r,,,not in model,nonlethal,nonlethal,,,,,,,,,
AGPAT161_ap,,,not in model,nonlethal,nonlethal,,,,,,,,,
CTPS2,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
QULNS_1,,,not in model,nonlethal,nonlethal,,,,,,,,,
PELINL_HSABCtnhs,,,not in model,not in model,not in model,,,,,,,,,
GLNSP2,,,not in model,not in model,not in model,,,,,,,,,
ANNAT,,,not in model,not in model,not in model,,,,,,,,,
TAGAH1601819Z1845Z9Z12Z15Z,,,not in model,not in model,not in model,,,,,,,,,
NADH5,,,nonlethal,not in model,not in model,,,,,,,,,
AGPAT180,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
AP4AH,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
SK_trnaphe_c,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
PLA2PC_STC_GLNA_c,,,not in model,not in model,not in model,,,,,,,,,
ACOADAGAT1819Z18111Z1845Z9Z12Z15Z,,,not in model,nonlethal,not in model,,,,,,,,,
BTS,,,not in model,not in model,not in model,,,,,,,,,
TREabc,,,not in model,not in model,not in model,,,,,,,,,
PS180abcppc,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_sbt__D_e,,,not in model,not in model,not in model,,,,,,,,,
G3PAT181_ap,,,not in model,nonlethal,nonlethal,,,,,,,,,
3OAR140,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EAR121x,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
3NUCLE3,,,not in model,not in model,not in model,,,,,,,,,
GALCTND,,,not in model,not in model,not in model,,,,,,,,,
EPMGH,,,not in model,not in model,not in model,,,,,,,,,
PIcm,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
ACOADAGAT18111Z18111Z180,,,not in model,nonlethal,not in model,,,,,,,,,
DKDID,,,not in model,not in model,not in model,,,,,,,,,
LPAMt_c,,,not in model,not in model,not in model,,,,,,,,,
EX_murein4px4p4p_e,,,not in model,not in model,not in model,,,,,,,,,
Kt1,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
ACP1819ZD9DSc,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
LALDO,,,not in model,not in model,not in model,,,,,,,,,
DASYN_SA,,,not in model,not in model,not in model,,,,,,,,,
SSALy,,,nonlethal,not in model,not in model,,,,,,,,,
PACPTc,,,not in model,not in model,not in model,,,,,,,,,
PHETRS,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EAR120x_ap,,,not in model,nonlethal,nonlethal,,,,,,,,,
PYAM5PO,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
OCACPSST_m,,,not in model,not in model,not in model,,,,,,,,,
TYROXDAc,,,not in model,not in model,not in model,,,,,,,,,
EX_epist_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
UTCY,,,not in model,not in model,not in model,,,,,,,,,
DGDGGH1819Z1637Z10Z13Zc,,,not in model,not in model,not in model,,,,,,,,,
HMR_2862,,,not in model,nonlethal,not in model,,,,,,,,,
AGPATCOA1601819Z,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
FUM,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
2AGPEAT160,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
C22STDS,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
ACOADAGAT1819Z1819Z180,,,not in model,nonlethal,not in model,,,,,,,,,
ETHAK,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
DAGAH_MYRS_DHA_c,,,nonlethal,not in model,not in model,,,,,,,,,
MMSAD3m,,,not in model,not in model,not in model,,,,,,,,,
KAS10,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
PPCK,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
TRIGS_SC,,,nonlethal,nonlethal,not in model,,,,,,,,,
MECDPDH2_ap,,,not in model,nonlethal,nonlethal,,,,,,,,,
LPLIPAL2ATE180,,,not in model,nonlethal,nonlethal,,,,,,,,,
MNabc,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
GLYALDt,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
APPThc,,,not in model,not in model,not in model,,,,,,,,,
MMM2,,,not in model,not in model,not in model,,,,,,,,,
VALLEUPHEr,,,not in model,not in model,not in model,,,,,,,,,
Protein_t,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
DGDGGH1829Z12Z1617Zc,,,not in model,not in model,not in model,,,,,,,,,
UPPDC2,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
HKYNH,,,not in model,not in model,not in model,,,,,,,,,
2_7_8_3,,,not in model,nonlethal,nonlethal,,,,,,,,,
D_LACDmc,,,not in model,not in model,not in model,,,,,,,,,
IPPMIb,,,not in model,not in model,not in model,,,,,,,,,
DUTCP,,,not in model,not in model,not in model,,,,,,,,,
PLDAGAT1819Z18111Z18111Z1,,,not in model,not in model,not in model,,,,,,,,,
DGC3D,,,not in model,not in model,not in model,,,,,,,,,
ABO4g_cho,,,nonlethal,not in model,not in model,,,,,,,,,
VCACT,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
DVCHLDRc,,,not in model,not in model,not in model,,,,,,,,,
FPGS5m,,,not in model,not in model,not in model,,,,,,,,,
MTHFR3,,,not in model,not in model,not in model,,,,,,,,,
GNK,,,not in model,nonlethal,nonlethal,,,,,,,,,
3MOPtmt,,,not in model,not in model,not in model,,,,,,,,,
GCCbim,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
2DGLCNRx,,,not in model,not in model,not in model,,,,,,,,,
PLDAGAT_LNA_EPA_GLNA_PC_4_c,,,not in model,not in model,not in model,,,,,,,,,
PCW3DS_EPA_EPA_sn2_c,,,not in model,nonlethal,not in model,,,,,,,,,
EX_buts_e,,,not in model,not in model,not in model,,,,,,,,,
SBTPD,,,not in model,not in model,not in model,,,,,,,,,
TAGAH1819Z18111Z18111Z,,,not in model,not in model,not in model,,,,,,,,,
FAO141p_evenc,,,not in model,not in model,not in model,,,,,,,,,
EX_pa181_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
lipid4,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
CHOPT_PALM_DHA_c,,,not in model,nonlethal,not in model,,,,,,,,,
AMPDA,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
3OAS161_ap,,,not in model,nonlethal,nonlethal,,,,,,,,,
ASPt2_3,,,not in model,not in model,not in model,,,,,,,,,
PGSA140,,,not in model,nonlethal,nonlethal,,,,,,,,,
PFK_2,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
NADPHQR3,,,not in model,not in model,not in model,,,,,,,,,
EX_3ump_e,,,not in model,not in model,not in model,,,,,,,,,
MALTTTRabc,,,not in model,not in model,not in model,,,,,,,,,
LLDH_ferr_m,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
T2DECAI,,,nonlethal,nonlethal,not in model,,,,,,,,,
FACOAL160t2pp_ap,,,not in model,nonlethal,nonlethal,,,,,,,,,
EX_idl_enhs,,,not in model,not in model,not in model,,,,,,,,,
r0016,,,not in model,not in model,not in model,,,,,,,,,
G3PD1ir,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
RETINOLACACTc,,,not in model,nonlethal,not in model,,,,,,,,,
HMR_1644,,,not in model,not in model,not in model,,,,,,,,,
PROt4_2_r,,,not in model,not in model,not in model,,,,,,,,,
OCTDPS,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
FERRICHabc,,,nonlethal,nonlethal,not in model,,,,,,,,,
MDDEP4ppc,,,not in model,not in model,not in model,,,,,,,,,
DATCY,,,not in model,not in model,not in model,,,,,,,,,
ACOADAGAT18111Z18111Z160,,,not in model,nonlethal,not in model,,,,,,,,,
CHOPT_PALM_PALM_c,,,not in model,nonlethal,not in model,,,,,,,,,
UDPACGLP,,,nonlethal,nonlethal,not in model,,,,,,,,,
KAT6,,,not in model,nonlethal,nonlethal,,,,,,,,,
CERS224,,,not in model,not in model,not in model,,,,,,,,,
ACACT5r,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
SQLErxc,,,not in model,not in model,nonlethal,,,,,,,,,
GLCS2,,,not in model,not in model,not in model,,,,,,,,,
PSERT,,,nonlethal,not in model,not in model,,,,,,,,,
