,T. gondii GT1,T. gondii ME49,P. falciparum 3D7,P. berghei ANKA,P. vivax Sal1,C. hominis TU502 (2012),C. parvum Iowa II,E. histolytica HM1IMSS-A,L. major SD75,T. cruzi CL Brener,T. brucei Lister 427,V. brassicaformis CCMP3155,B. bovis T2Bo,N. fowleri ATCC30863
PE1819Z1835Z9Z12Zt,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
ACt2r,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
EX_hexc_e,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,not in model,nonlethal,not in model,nonlethal
FPGFTm,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
ADK3m,nonlethal,nonlethal,nonlethal,not in model,not in model,,nonlethal,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model
EX_ipdp_e,not in model,not in model,nonlethal,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
AACPS1,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
FAS180COA,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,not in model,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
ADSL2r,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
EX_xylan4_e,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
FKYNH,not in model,not in model,not in model,not in model,not in model,,not in model,nonlethal,not in model,not in model,nonlethal,nonlethal,not in model,nonlethal
PCDAGAT,not in model,not in model,not in model,nonlethal,not in model,,not in model,nonlethal,not in model,not in model,nonlethal,nonlethal,not in model,not in model
DKMPPD2,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
GTHRDt,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,not in model
HISD_c,not in model,not in model,nonlethal,not in model,not in model,,not in model,nonlethal,not in model,not in model,not in model,not in model,nonlethal,not in model
NAPRT,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,not in model
HACD7,nonlethal,nonlethal,not in model,not in model,nonlethal,,nonlethal,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
ARGARGt,nonlethal,nonlethal,nonlethal,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FECOSTESTH_SC,not in model,not in model,nonlethal,nonlethal,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,nonlethal
SLFAT,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal
EX_fe3_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
MTI,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,not in model,nonlethal,not in model,not in model
MALt2r,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
CTPt_m,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
MEVK3,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal
DGTSDS1829Z12Z1845Z9Z12Z15Z2,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
EPISTt,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
EX_glcman6_e,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
ASQDPADS1839Z12Z15Z160,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
DGDGD4DS1839Z12Z15Z1634Z7Z10Zc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model
METARHODOPSINHc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,not in model,not in model,not in model,not in model,nonlethal,nonlethal,nonlethal
EX_h2o_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
ALPHNH,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
ACOAR6m,not in model,not in model,nonlethal,nonlethal,nonlethal,,nonlethal,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,not in model
3OAS181,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
DRIBabc,nonlethal,nonlethal,not in model,not in model,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal
MOBDabc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
GTHRDte,not in model,not in model,nonlethal,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
GM2LIPAabcppc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,not in model,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
PLDAGAT1601819Z18111Z2,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,not in model
HMGL,nonlethal,nonlethal,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,nonlethal
1AGPEAT1801819Z,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,not in model,not in model,nonlethal,not in model,not in model,not in model
GALT,not in model,not in model,not in model,not in model,not in model,,nonlethal,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
ACLSa,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
PGP18111Z160t,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
DUTUP,nonlethal,nonlethal,not in model,not in model,not in model,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
EPISTAT_SC,nonlethal,nonlethal,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal
O2tm,not in model,not in model,nonlethal,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
DAGAH18111Z18111Z,nonlethal,nonlethal,not in model,not in model,not in model,,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
SK_trnaglu_c,not in model,not in model,nonlethal,not in model,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
SERARGTRPt,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PLA2PE_HDE_HDE_c,not in model,not in model,not in model,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
UGP_PGM_c,not in model,not in model,not in model,not in model,not in model,,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model
KAS15_ap,not in model,not in model,not in model,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
GLCt1,not in model,not in model,not in model,nonlethal,nonlethal,,nonlethal,nonlethal,not in model,not in model,nonlethal,nonlethal,not in model,not in model
VECOAH,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
NDPK3,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
KAS16,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
PI45BPP_SC,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,not in model,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
FBA3hic,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,not in model,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
EX_ppco_e,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal
DHROm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
SUCD2_u6m,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,not in model
pe_prod9,not in model,not in model,nonlethal,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CYTBD2,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
ROO,not in model,not in model,not in model,not in model,not in model,,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model
GLCOASYNTc,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,not in model,not in model,nonlethal,nonlethal
CBMKr,not in model,not in model,nonlethal,not in model,not in model,,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,nonlethal
KARA1im,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
OXGDC2,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
EX_acgam_e,not in model,not in model,not in model,not in model,not in model,,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
XYL3abc,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,nonlethal
SK_ser__L_c,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
EX_focytc6_e,not in model,not in model,nonlethal,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal
PHETRSm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
AGMH,not in model,not in model,not in model,not in model,not in model,,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal
MLTG7,not in model,not in model,not in model,not in model,not in model,,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,not in model
PLDAGAT_EPA_EPA_DHA_PC_4_c,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
HATSH,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
ILETA,nonlethal,nonlethal,nonlethal,nonlethal,not in model,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
ECOAH6m,nonlethal,nonlethal,not in model,not in model,not in model,,nonlethal,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
FTHFLi,nonlethal,nonlethal,nonlethal,not in model,not in model,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
acoa_prod4,not in model,not in model,nonlethal,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
SHCHCS3,not in model,not in model,not in model,not in model,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
AMMQT8_2,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,not in model,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
SUCDu_sync,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,nonlethal,not in model,not in model,not in model
HACD2,nonlethal,nonlethal,not in model,not in model,nonlethal,,nonlethal,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
DAGAH_HDE_DHA_c,not in model,not in model,not in model,nonlethal,not in model,,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
r2032,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model
EX_pgp120_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
PAPA_STC_GLNA_c,not in model,not in model,nonlethal,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ACPPAT181,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,not in model
ACOAO9pc,nonlethal,nonlethal,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,nonlethal
SCYSDS,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model
ACOADAGAT16018111Z180,nonlethal,nonlethal,not in model,nonlethal,not in model,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
DCTUP,nonlethal,nonlethal,not in model,not in model,not in model,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
CEFc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model
TKT2hc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
PIN3K_SC,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
EX_h_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
GGLGH,nonlethal,nonlethal,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
SK_trnaasn_c,not in model,not in model,nonlethal,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PDE4,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,not in model,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
PE1801845Z9Z12Z15Zt,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
LANOSTESTH_SC,not in model,not in model,nonlethal,nonlethal,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,nonlethal
AACPS6,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
DMGDH,not in model,not in model,not in model,not in model,not in model,,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model
MALDDH,not in model,not in model,not in model,not in model,not in model,,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,nonlethal
FTc,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,nonlethal,nonlethal,nonlethal,not in model
ADNCYC,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,not in model,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
THMDt2,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
EX_g3pg_e,nonlethal,nonlethal,not in model,nonlethal,not in model,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,not in model
AACPS3,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
GNNUC,not in model,not in model,not in model,not in model,not in model,,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal
DAGAH_OLE_OLE_c,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
UPP3MT_2,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
AASAD1,not in model,not in model,not in model,not in model,not in model,,nonlethal,not in model,not in model,not in model,not in model,nonlethal,not in model,nonlethal
ECOAH2_1c,not in model,not in model,not in model,not in model,not in model,,nonlethal,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
PFK26,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,nonlethal,not in model,not in model,nonlethal
RAFGH,nonlethal,nonlethal,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
r2534,not in model,not in model,not in model,not in model,not in model,,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model
UGE,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,nonlethal
G3PAT1819Z_1,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
2agpg180t,not in model,not in model,nonlethal,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
MCOATA,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
ACYP_2,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,not in model,nonlethal,nonlethal,not in model
KARA2im,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
GLYALDDr,nonlethal,nonlethal,not in model,not in model,not in model,,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
PHYTES2,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
PHCD,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal
NNAM,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
URIDK2r,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
ACOADH140_m,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
EX_cdpdtdec7eg_e,not in model,not in model,nonlethal,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_ins_e,not in model,not in model,not in model,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PYK_ap,not in model,not in model,not in model,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ARGt5r,not in model,not in model,nonlethal,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
LPCAT_LNA_EPA_sn2_c,not in model,not in model,nonlethal,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
EX_maltttr_e,nonlethal,nonlethal,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
ALALYSTHRr,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
MANA3,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,nonlethal
SQD2_182_9_12,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,not in model,nonlethal,not in model,not in model
PLA2PE_PALM_PALM_c,not in model,not in model,not in model,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PSIbluec,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
PLIPA2G120,not in model,not in model,not in model,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
5DGLCNR,not in model,not in model,not in model,not in model,not in model,,nonlethal,not in model,not in model,not in model,nonlethal,nonlethal,not in model,not in model
PLDAGAT1819Z18111Z18111Z2,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,not in model
HMR_0180,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,not in model,nonlethal,nonlethal,nonlethal
EX_lipa_cold_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
FAS160ACPm,not in model,not in model,not in model,not in model,not in model,,nonlethal,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,not in model
TAGAH1819Z18111Z180,nonlethal,nonlethal,not in model,not in model,not in model,,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
ACOATA,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
PGP120abcppc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
GALM2,not in model,not in model,not in model,not in model,not in model,,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,not in model
PC,nonlethal,nonlethal,not in model,nonlethal,not in model,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
GLYCL,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
IGPDH,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
EX_pe18111Z1835Z9Z12Z_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
ASPVALASNr,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model
EX_camp_e,not in model,not in model,not in model,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ACALD,not in model,not in model,not in model,not in model,not in model,,nonlethal,nonlethal,not in model,not in model,not in model,nonlethal,nonlethal,not in model
3HAD140,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,not in model
DOLPMT1_c,not in model,not in model,not in model,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
SUCOAACTr,not in model,not in model,nonlethal,nonlethal,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal
BCAROKTc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model
EAR40_m,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
OMPHHXm,not in model,not in model,not in model,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
H2ASE_syn,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,nonlethal,not in model,not in model,not in model
PFK26_1,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,nonlethal,not in model,not in model,nonlethal
SPMDtmi,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
LPLPS1AGPE1829Z12Z,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,nonlethal,nonlethal,nonlethal,nonlethal
ASNGLNNaEx,nonlethal,nonlethal,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
VIOXANORc,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
EX_pta_e,not in model,not in model,not in model,not in model,nonlethal,,not in model,nonlethal,not in model,not in model,nonlethal,nonlethal,not in model,not in model
EAR80y,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal
XYLK2,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
PIabc,not in model,not in model,nonlethal,nonlethal,nonlethal,,not in model,nonlethal,nonlethal,not in model,not in model,not in model,not in model,nonlethal
EX_gthrd_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
TGUAPRT,nonlethal,nonlethal,not in model,not in model,nonlethal,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,not in model
ALDD1,nonlethal,nonlethal,not in model,not in model,not in model,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
CYSDS,nonlethal,nonlethal,nonlethal,not in model,not in model,,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
ALCD26xi,not in model,not in model,not in model,not in model,not in model,,nonlethal,nonlethal,not in model,not in model,nonlethal,nonlethal,not in model,nonlethal
MTAM,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,not in model
CRNCAL2,nonlethal,nonlethal,not in model,not in model,not in model,,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
LPCAT_EPA_EPA_sn2_c,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
acoa_prod2,not in model,not in model,nonlethal,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ETHAPT_EPA_EPA_c,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
BSCT,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,nonlethal,not in model,not in model,not in model
dgl_prod8,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
GGPS_1c,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,not in model,nonlethal,not in model,not in model
FORAMD,not in model,not in model,nonlethal,nonlethal,nonlethal,,not in model,nonlethal,not in model,not in model,not in model,nonlethal,nonlethal,nonlethal
