,T. gondii GT1,T. gondii ME49,P. falciparum 3D7,P. berghei ANKA,P. vivax Sal1,C. hominis TU502 (2012),C. parvum Iowa II,E. histolytica HM1IMSS-A,L. major SD75,T. cruzi CL Brener,T. brucei Lister 427,V. brassicaformis CCMP3155,B. bovis T2Bo,N. fowleri ATCC30863
SERt2m,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
PCD6DS_MYRS_GLNA_sn2_c,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
MECDPDH5,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
GLCMAN4,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
ARUH,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
2agpe180t,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,not in model,,
ACITL,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
FACOAL182,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
SO4HCOtex,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,not in model,,
AHSERL2_1,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
VALTRSm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
OAACITtm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
SO4t4_3,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,not in model,,
3HAD80_ap,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
PLDPC_LNA_HDE_c,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
EAR100y,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
3HCO3_NAt,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
EX_tyr__L_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
CACOAL,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
pe_prod12,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,not in model,,
EX_glcur_e,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
EX_lanost_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
DAGAH_OLE_STC_c,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
HYXNt,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,not in model,,
EX_murein3p3p_e,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
EX_cdpdddecg_e,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,not in model,,
lipid9,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,not in model,,
RTOT5_cho,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
PAPA1601819Z,not in model,not in model,not in model,nonlethal,not in model,,,nonlethal,,,,not in model,,
SERt2r,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
KAT4,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
ASNtm_1,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
SERASr,nonlethal,nonlethal,not in model,nonlethal,not in model,,,not in model,,,,nonlethal,,
MI145PP,not in model,not in model,not in model,nonlethal,nonlethal,,,nonlethal,,,,not in model,,
PLDAGAT1819Z18111Z18111Z3,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
PLDAGAT1801819Z18111Z1,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
ps_prod2,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,not in model,,
GALCTND,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
GLUDy,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,not in model,,
EX_ascb__L_e,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
MCITS,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
A2GALT3c,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
HMR_1627,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
L_LACt3,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
HXAt,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
LIPATPT,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
APH161,not in model,not in model,not in model,not in model,nonlethal,,,not in model,,,,nonlethal,,
ASPabc,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
MANTTRabc,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,not in model,,
LPLIPAL2ATE140,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
HISLYSTHRt,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,not in model,,
GTPCII2,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
CCP2mc,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
ALDD32,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
DATCY,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
3OAR60_m,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
13GS,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
PHYTEDH1,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
GALUi,not in model,not in model,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,not in model,,
EX_hdcoa_e,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,not in model,,
ACtr,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
CHLASPc,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
LPLPS1AGPE1819Z,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
ACHMSSELCYSL,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
GPDDA1,not in model,not in model,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
GLYDHDA,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
GLYBt2r,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
FAS180_ap,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
PRASCSi,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
MGDGW6DS1829Z12Z1627Z10Z2c,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
LEULEUPEPT1tc,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,,,not in model,,
MI14PP,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,not in model,,
TAGAH1819Z18111Z1835Z9Z12Z,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
AGPATACP_OLE_HDE,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
BUPN,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
PERD,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
DAGCPT,not in model,not in model,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
EX_acnam_e,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
TGUAPRT,nonlethal,nonlethal,not in model,not in model,nonlethal,,,not in model,,,,nonlethal,,
GCC2,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
TYRPHETYRr,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,,,not in model,,
SK_trnapro_c,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,not in model,,
EX_pro__L_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
NITRm,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
FRNDPR_m,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
DHNPAm,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
DMCITALOR,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
GLYC3tr,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
CEPTC_cho,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
ALLTN,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
GMT2,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
EX_enlipidA_LptA_e,nonlethal,nonlethal,nonlethal,not in model,nonlethal,,,nonlethal,,,,nonlethal,,
AACPS5_1c,nonlethal,nonlethal,nonlethal,not in model,not in model,,,nonlethal,,,,nonlethal,,
PLIPA2A140,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
CTPS2,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
FACOAL160_ISO,nonlethal,nonlethal,nonlethal,nonlethal,not in model,,,nonlethal,,,,nonlethal,,
GTPCII,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
OMCDC,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,nonlethal,,
EX_pe1819Z1829Z12Z_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
PTHPS2,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
AGAID,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
ADSL1r,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
MICITDr,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
ASNTYRTHRt,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
PLDAGAT_PALM_PALM_LNA_PE_11_c,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,,,not in model,,
UDPGDC,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
HACDpc,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
EX_12dgr120_e,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,not in model,,
GLNt2r,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
DAGK_OLE_PALM,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
MNLpts,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
EX_hexc_e,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
EX_kdo2lipid4_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
SO4t2,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
EX_glycogen1500_e,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
EX_g3ps_e,nonlethal,nonlethal,not in model,nonlethal,not in model,,,not in model,,,,nonlethal,,
VALTRPVALt,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
GLCATr,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
ACOADAGAT18111Z1819Z1845Z9Z12Z15Z,nonlethal,nonlethal,not in model,nonlethal,not in model,,,not in model,,,,nonlethal,,
XYLabc,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
MOADSUx,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
FADRx2,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
T2DECAI_ap,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
GLA,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
PLDAGAT18111Z1819Z1602,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
EX_ctbt_e,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,not in model,,
NADPHQR3,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
FAS260_ap,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
LPLIPAL2E161,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
DGK1,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
pe_prod18,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,not in model,,
FASC201ACP,nonlethal,nonlethal,nonlethal,not in model,not in model,,,nonlethal,,,,nonlethal,,
DASYN190190,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
F6PP,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,not in model,,
DGTSDS1601845Z9Z12Z15Z,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
MTHFR2,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
PIt8,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
AACPS1,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
ALAD_L,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
FAS120,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
ACOADH140_m,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
ASPSEc,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
MM3,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
NTP8,not in model,not in model,not in model,nonlethal,not in model,,,not in model,,,,not in model,,
MLTHFtm_1,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
EX_o2s_e,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,not in model,,
G3PAT140_c,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,not in model,,
BUTCT,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
KAS13,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
3OAR160,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
ECOAH4,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
COCHL,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
PLDAGAT16018111Z1601,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
EX_hexs_e,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
EX_hb_e,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,not in model,,
FAS180COA,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
DAGK180,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
ACOADH80_m,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
ORNtm,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
ACONTa,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
HIBD,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
D_LACDHmc,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
ATPS4r,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
PPDK,not in model,not in model,nonlethal,not in model,not in model,,,nonlethal,,,,nonlethal,,
PS120abcppc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
HACD6,nonlethal,nonlethal,not in model,not in model,nonlethal,,,not in model,,,,nonlethal,,
4HBZFm,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,,,not in model,,
EX_cytd_e,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
ADPT2,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
CYEUOLCYCI,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
CDPDGPm_SCc,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
NADH2_u6cmc,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
2DGULRGx,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
EX_enlipa_e,nonlethal,nonlethal,nonlethal,not in model,nonlethal,,,nonlethal,,,,nonlethal,,
pe_prod17,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,not in model,,
LPEH1619Z_sn1_c,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
GGPS_1c,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
CDPDAGS1819Z160,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
PREPTHS,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
ASP4DC,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
PLDAGAT_PALM_PALM_LNA_PE_12_c,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
EX_actn__R_e,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
THFGLUH,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,,,nonlethal,,
ILEPROLYSt,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
DAPDA,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
PSSA180,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,not in model,,
PLDAGAT_HDE_PALM_LNA_PE_11_c,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,,,not in model,,
LPLIPAL2ATG160,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
LIPOCT,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
3OAR160_m,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
MGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z1c,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
4ABUTNtm,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
ACOADAGAT1801819Z1819Z,nonlethal,nonlethal,not in model,nonlethal,not in model,,,not in model,,,,nonlethal,,
AMID_1,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
FOLD3,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
DNTPPA,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
TIHCD,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
TAGAH18111Z18111Z160,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
protein_bm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
ALCD22xim,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
r2534,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,not in model,,
FASC181ACP,nonlethal,nonlethal,nonlethal,not in model,not in model,,,nonlethal,,,,nonlethal,,
C06314t,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
FGLU,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
AMYe,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
PGP18111Z160t,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
FLDR,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
EX_phe__L_e,not in model,not in model,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,not in model,,
G3PAT160_ap,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
G2PP,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
PGCD,nonlethal,nonlethal,nonlethal,not in model,not in model,,,nonlethal,,,,nonlethal,,
GMHEPK,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
HACD8i,not in model,not in model,not in model,not in model,nonlethal,,,not in model,,,,nonlethal,,
EX_xyl3_e,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
NTD7,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
EX_xan_e,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
IPPSm,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
METSR_S1,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
POR5,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
EX_tyrtyr_e,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,not in model,,
C3STKR2c,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
FAS161,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
acoa_prod13,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,not in model,,
FTCL,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,not in model,,
SDPDS,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,not in model,,
1AGPEAT18111Z1829Z12Z,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,not in model,,
EX_salchs4fe_e,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
TALA,nonlethal,nonlethal,not in model,nonlethal,not in model,,,nonlethal,,,,nonlethal,,
UDPDPS,nonlethal,nonlethal,nonlethal,not in model,nonlethal,,,not in model,,,,nonlethal,,
BGLA,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
HACD2m,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
ARSNAt1,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
TFENFEORc,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
GLCMAN600b_e,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
DSBAO1e,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
AGPR,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
ACOAD4_1,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
APOFETNsc,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
DKGLCNR2x,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
GUAPRT,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
EX_thrmetarg_e,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
UGALNACtg,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,,,not in model,,
MALt2r,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
MOD,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
EX_oaa_e,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
MI1PP,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
GCM,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
SERAT,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,not in model,,
4MZYMCODHc,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
IDPA,not in model,not in model,nonlethal,not in model,nonlethal,,,not in model,,,,not in model,,
LPLIPAL2ATE181,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
PLA2PE_PALM_PALM_c,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
LCAT1e,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
CHOLtu,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
CHOPT_STC_HDE_c,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
PROt4,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
PYDXNK,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
PLIPA2G160,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
VALSERARGt,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
NADS1m,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
MCTC,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
CSND,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
FAO240pc,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
EX_gln__L_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
ASQDCADS1829Z12Z160,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
EX_murein4px4p_e,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
NALN6,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
AMETtmt,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
PCHOLHSTDe_1nhs,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
3HAD120,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
LPCAT_LNA_LNA_sn2_c,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
PCW3DS_EPA_ALNA_sn2_c,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
2HMHMBQMTmc,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
3OAS120_1c,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
ACACT7m,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
G3PD1ir,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
PSYc,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
NAabcO,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
PUNP7,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
GLUN,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
