,T. gondii GT1,T. gondii ME49,P. falciparum 3D7,P. berghei ANKA,P. vivax Sal1,C. hominis TU502 (2012),C. parvum Iowa II,E. histolytica HM1IMSS-A,L. major SD75,T. cruzi CL Brener,T. brucei Lister 427,V. brassicaformis CCMP3155,B. bovis T2Bo,N. fowleri ATCC30863
PLDAGAT_LNA_EPA_LNA_PE_14_c,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
DPMVD,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,nonlethal
DM_bm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
NH4tm_1,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
XAND,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
OAAt2m,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
K2L4Aabctexc,nonlethal,nonlethal,nonlethal,not in model,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
GM2LIPAabcppc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,nonlethal
BCOALIG2,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
LPLIPAL2A120,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
FACOAL140,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
ECOAH2m,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
PHEPHEr,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
SQDGS_PALM_PALM,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
NDPK8,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
PLDAGAT_MYRS_EPA_DHA_PE_12_c,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
AFAT,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
pe_prod18,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
ETHAPT_PALM_PALM_c,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
RBPC,not in model,not in model,nonlethal,not in model,not in model,,,nonlethal,,not in model,,nonlethal,,not in model
2AGPGAT140,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
IPMD,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,nonlethal
ECOAH2_1c,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
GARFT,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
SACCD1,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
LPLIPAL2A160,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
4HOXPACMOF,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
5MTHFt,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,not in model,,not in model,,nonlethal
FACOAL260,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
HMR_0907nhs,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
DGDGS1819Z160c,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
DPCOAK,not in model,not in model,not in model,not in model,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
ACACT5pc,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
FACOAL40t2ppc,not in model,not in model,not in model,not in model,nonlethal,,,nonlethal,,not in model,,nonlethal,,not in model
LEUTRSm,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
MGDGW3DS1839Z12Z15Z160c,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,nonlethal
CITACt,not in model,not in model,nonlethal,not in model,not in model,,,nonlethal,,not in model,,not in model,,not in model
NTP1,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
DGDGD7DS1819Z1617Zc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,not in model
EX_leuasnasp_e,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
METSR_R1,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
LPLIPAL2ATE141,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
PG181abcppc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
RE3040C,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
NIt5,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,not in model,,not in model,,not in model
LYSTRS,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
NITRm,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
PYDXPP,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
MAN1PT2,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
MALTHXabc,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
TRPTHRILEr,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
GLYCDx,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
OCDCYAt,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
EX_metox_e,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,not in model,,nonlethal,,nonlethal
HISDr,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,not in model,,not in model,,nonlethal
TAGAH18111Z18111Z160,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,not in model,,nonlethal,,nonlethal
LUMIRHODOPSINIc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,nonlethal
CDIPT1819Z160,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
GLUCAN2abc,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,not in model,,not in model,,nonlethal
APAPTm,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,not in model
ETHAPT_HDE_HDE_c,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
UG6PGT,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
PMANM,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
EX_gm2lipa_e,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
NAt3_1,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,not in model,,nonlethal,,nonlethal
DHMPTR,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
PA120abcppc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
GLYCLTDx,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
MACPD,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
r0431_1,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
EX_meoh_e,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
NTRIRy,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
HMR_1627,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
METDabc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
GCCcm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,not in model
ME2,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,not in model,,nonlethal,,not in model
ACOAD1z,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
G6PADH,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,not in model
GLUSy,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
ACLSm,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
3NTD2pp_1c,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,nonlethal
IPDPS_ap,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
PLDAGAT18111Z18111Z18111Z2,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
RNDR1,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
ACOAD2,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
pe_prod7,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
MDH4,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
TSULtm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,not in model
MECDPDH,not in model,not in model,not in model,nonlethal,not in model,,,not in model,,not in model,,nonlethal,,not in model
GPDDA4,not in model,not in model,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
AMYe,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
PLDAGAT_PALM_PALM_LNA_PE_11_c,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
SK_trnaval_c,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
MYCON1,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
ARGDC,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,not in model
EX_CE5022_e,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
EX_Rtotal_e,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
EX_fecost_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
AP4AH1,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
AGPAT180_ap,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
MECDPS_ap,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
CRNDabcppc,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,not in model,,not in model,,nonlethal
ARTFR45_cho,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
DINt,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
PRUK,not in model,not in model,nonlethal,not in model,not in model,,,nonlethal,,not in model,,nonlethal,,not in model
CSNATr,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
ETHAPT,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
CEPTE_cho,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
MANA1,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
EX_asntyrthr_e,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
POR,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,not in model,,nonlethal,,not in model
ATIH,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
EAR161x,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,nonlethal
acoa_prod4,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
KAS14,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
A2GALT5c,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
OAACITtm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,not in model
DOLDPP,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
LCTSabc,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
HDCAt,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
2HMHMBQMTmc,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,nonlethal
MTHFC_1,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
LALDO3,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
APATc,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,nonlethal
EX_epist_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
EAR181x_ap,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
EX_pc_e,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
PLPSA21801845Z9Z12Z15Z,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,nonlethal
GLYCK2,nonlethal,not in model,not in model,not in model,not in model,,,nonlethal,,not in model,,not in model,,nonlethal
3HCINNMH,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
NH4t3r,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
PCD12DS_LNA_EPA_sn1_c,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
PTHPS,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,nonlethal
FUMm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,not in model
HIBHr,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
PETHDMT_c,not in model,not in model,not in model,nonlethal,not in model,,,not in model,,not in model,,not in model,,not in model
EX_pcox_e,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,nonlethal
pe_prod16,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
GCLDHc,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,nonlethal
TECA2S,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
4HGLSDm,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
ALCD26xim,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
EX_2agpg140_e,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
PA161abcppc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
ACOADAGAT1819Z18111Z160,nonlethal,nonlethal,not in model,nonlethal,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
EX_asp__L_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
ECOAH6,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,nonlethal
ECOAH7,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,nonlethal
METt2m,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
DHORTS,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,nonlethal
EX_spmd_e,nonlethal,nonlethal,nonlethal,not in model,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
ACOAD7,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
PROAKGOX1,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,not in model
SGHBc,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,not in model,,nonlethal,,nonlethal
ALDD15,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,not in model,,nonlethal,,nonlethal
EX_Rtotalcoa_e,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
GDR,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
PLDAGAT1819Z18111Z1602,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
ETHAPT_OLE_HDE_c,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
PSD161,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,nonlethal
ACOADAGAT1819Z1819Z1845Z9Z12Z15Z,nonlethal,nonlethal,not in model,nonlethal,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
SERGLYexR,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
EX_lysargleu_e,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
PPACOALhc,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,nonlethal
AF1PTc,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
PLDAGAT_LNA_EPA_LNA_PC_1_c,not in model,not in model,not in model,nonlethal,not in model,,,not in model,,not in model,,nonlethal,,not in model
SHSL2r,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,not in model,,nonlethal,,nonlethal
AHSERL4,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,not in model,,nonlethal,,nonlethal
EX_pgp160_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
ACOAD10m,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
APH161,not in model,not in model,not in model,not in model,nonlethal,,,not in model,,not in model,,nonlethal,,not in model
DASYNm_SC,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,not in model
INSTt2,nonlethal,nonlethal,not in model,nonlethal,not in model,,,nonlethal,,not in model,,nonlethal,,nonlethal
ACOADAGAT1819Z18111Z1845Z9Z12Z15Z,nonlethal,nonlethal,not in model,nonlethal,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
KAT180_m,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
FAS160COA,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,nonlethal
PYK2,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,not in model,,nonlethal
ORNTAC,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
DGDGGH1829Z12Z1634Z7Z10Zc,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
MGDGD4DS1819Z1644Z7Z10Z13Zc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,not in model
EX_ps120_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,nonlethal
r0963,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
PLA2PE_PALM_PALM_c,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
DDPAm,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
MANt2,not in model,not in model,not in model,nonlethal,not in model,,,nonlethal,,not in model,,nonlethal,,not in model
HMGL_1,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
THFOR1,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,nonlethal
FACOAL60t2pp_ap,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
PGL,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,nonlethal
EX_ocdcea_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
PAPA1601819Z,not in model,not in model,not in model,nonlethal,not in model,,,nonlethal,,not in model,,not in model,,not in model
INSTabc,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
THRGLYexR,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
MECDPDH_syn,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,not in model
dgl_prod6,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
ARBTpts,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,not in model,,nonlethal,,nonlethal
ACOAR2mc,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,not in model,,not in model,,nonlethal
SUCBZT2,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,nonlethal
EX_ps161_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,nonlethal
TRPt2m,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
HBZOPT6mc,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,nonlethal
NDPK9,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
ACOADAGAT1819Z18111Z18111Z,nonlethal,nonlethal,not in model,nonlethal,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
TDSR2c,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
HMR_0852nhs,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
THMMPtrbc,not in model,not in model,not in model,not in model,nonlethal,,,not in model,,not in model,,not in model,,not in model
EX_glyc3p_e,nonlethal,nonlethal,not in model,nonlethal,not in model,,,nonlethal,,not in model,,nonlethal,,nonlethal
LIPO3S24_BS,not in model,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
EX_isetac_e,nonlethal,nonlethal,not in model,nonlethal,not in model,,,nonlethal,,not in model,,nonlethal,,nonlethal
SERA_m,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
EX_pgp120_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
MALTPTabc,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
PLDAGAT16018111Z1819Z1,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
ACOADAGAT1819Z18111Z1835Z9Z12Z,nonlethal,nonlethal,not in model,nonlethal,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
GLUDy_ap,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
TAGAH16018111Z180,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,not in model,,nonlethal,,nonlethal
PGI,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
OMCDCm,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
ETF,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
PHETRS,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
PPTT,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,nonlethal
DURIPP,not in model,not in model,not in model,nonlethal,nonlethal,,,nonlethal,,not in model,,not in model,,not in model
ADSK,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
FACOAL_160_m,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,not in model
ps_prod2,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
ACMANApts,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,not in model,,nonlethal,,nonlethal
SQD2_183_6_9_12,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
RBPI,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
HXCOAm,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
DHR,nonlethal,nonlethal,nonlethal,nonlethal,not in model,,,not in model,,not in model,,not in model,,not in model
PGMT,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
ALR4x,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
EX_feenter_e,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,nonlethal
XYLR,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
PLDPC_OLE_PALM_c,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
AMPN,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
MOTH4,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
NOS2_1,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
G3PIabcppc,nonlethal,nonlethal,not in model,nonlethal,not in model,,,not in model,,not in model,,nonlethal,,not in model
NTP5,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
TRE6PH,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,not in model,,nonlethal,,not in model
ANNAT,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,nonlethal
PLPSA21801829Z12Z,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,nonlethal
