,T. gondii ARI,T. gondii FOU,T. gondii GAB2-2007-GAL-DOM2,T. gondii GT1,T. gondii MAS,T. gondii ME49,T. gondii p89,T. gondii RUB,T. gondii TgCatPRC2,T. gondii VAND,T. gondii VEG
EX_for_e,,,,,nonlethal,,,,,,
ATPS10_3,,,,,nonlethal,,,,,,
OCTDPS,,,,,nonlethal,,,,,,
SUCDi,,,,,nonlethal,,,,,,
ACACT4r,,,,,nonlethal,,,,,,
PPCOAOm,,,,,nonlethal,,,,,,
HYPOE,,,,,nonlethal,,,,,,
PDHe2r,,,,,nonlethal,,,,,,
r2136,,,,,nonlethal,,,,,,
3OAR160_m,,,,,nonlethal,,,,,,
1AGPEAT1801845Z9Z12Z15Z,,,,,nonlethal,,,,,,
FA182COAabcpc,,,,,nonlethal,,,,,,
HCO3Em,,,,,nonlethal,,,,,,
ACTNabc,,,,,not in model,,,,,,
DM_arg__L_c,,,,,nonlethal,,,,,,
5FTHFt2_1,,,,,not in model,,,,,,
ACOADAGAT1819Z18111Z1819Z,,,,,nonlethal,,,,,,
DGK1,,,,,nonlethal,,,,,,
MECDPDH_syn,,,,,nonlethal,,,,,,
CRNabc,,,,,nonlethal,,,,,,
EX_fecrm_e,,,,,not in model,,,,,,
FAS100COA,,,,,nonlethal,,,,,,
DVPCHLD646ORc,,,,,nonlethal,,,,,,
HCYSMT2,,,,,nonlethal,,,,,,
DHORTS,,,,,nonlethal,,,,,,
ACOAD5f,,,,,nonlethal,,,,,,
PE18111Z1819Zt,,,,,nonlethal,,,,,,
NH4th,,,,,not in model,,,,,,
EAR160_m,,,,,nonlethal,,,,,,
FAO161p_evenc,,,,,nonlethal,,,,,,
A3GALT3c,,,,,nonlethal,,,,,,
MGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z1c,,,,,nonlethal,,,,,,
EX_colipap_e,,,,,nonlethal,,,,,,
BZSCD,,,,,nonlethal,,,,,,
NADH5,,,,,nonlethal,,,,,,
NADPPPS,,,,,nonlethal,,,,,,
G1Dx,,,,,nonlethal,,,,,,
DASYN120,,,,,nonlethal,,,,,,
MGDGW3DS1839Z12Z15Z160c,,,,,nonlethal,,,,,,
FECOSTt,,,,,nonlethal,,,,,,
FASm340,,,,,nonlethal,,,,,,
CLPNS140,,,,,nonlethal,,,,,,
FAOXC1811603m,,,,,not in model,,,,,,
ADK2,,,,,nonlethal,,,,,,
METSm,,,,,nonlethal,,,,,,
TUNGSabcppc,,,,,nonlethal,,,,,,
ARGTRS,,,,,nonlethal,,,,,,
ATPS3r,,,,,nonlethal,,,,,,
HADPCOADH3,,,,,nonlethal,,,,,,
MI1PP,,,,,nonlethal,,,,,,
ACOADAGAT16018111Z1819Z,,,,,nonlethal,,,,,,
DXPS,,,,,nonlethal,,,,,,
LIPAabctexc,,,,,nonlethal,,,,,,
NA1ATPasem,,,,,nonlethal,,,,,,
EX_cobalt2_e,,,,,nonlethal,,,,,,
FAMPL1,,,,,nonlethal,,,,,,
MEPCT,,,,,nonlethal,,,,,,
3OAS141,,,,,nonlethal,,,,,,
GLUN,,,,,nonlethal,,,,,,
OPHHX,,,,,nonlethal,,,,,,
PHOMSELCYSL,,,,,nonlethal,,,,,,
EX_inost_e,,,,,nonlethal,,,,,,
DM_cys__L_c,,,,,nonlethal,,,,,,
G3PD6,,,,,nonlethal,,,,,,
G3PIabcppc,,,,,nonlethal,,,,,,
LPLPS1AGPE1829Z12Z,,,,,nonlethal,,,,,,
PE161abcppc,,,,,nonlethal,,,,,,
PPM,,,,,nonlethal,,,,,,
KAS4,,,,,nonlethal,,,,,,
MALGLUth,,,,,not in model,,,,,,
K2L4Aabctexc,,,,,nonlethal,,,,,,
EX_pa161_e,,,,,nonlethal,,,,,,
ALDD20y,,,,,nonlethal,,,,,,
GLCNACT,,,,,nonlethal,,,,,,
DAGK181_1,,,,,nonlethal,,,,,,
TAURabc,,,,,nonlethal,,,,,,
CYTK1,,,,,nonlethal,,,,,,
TKT1,,,,,nonlethal,,,,,,
UREA,,,,,nonlethal,,,,,,
EX_lido_e,,,,,nonlethal,,,,,,
ACOADAGAT1819Z18111Z160,,,,,nonlethal,,,,,,
SULR_ferr,,,,,not in model,,,,,,
DADK,,,,,nonlethal,,,,,,
ALATA_Lm,,,,,nonlethal,,,,,,
DCTUP,,,,,nonlethal,,,,,,
2AGPEAT180,,,,,nonlethal,,,,,,
ACGKm,,,,,nonlethal,,,,,,
DSBDR,,,,,nonlethal,,,,,,
TAGAH18111Z18111Z160,,,,,nonlethal,,,,,,
CERS326,,,,,nonlethal,,,,,,
ALAD_L,,,,,nonlethal,,,,,,
TAGAH16018111Z180,,,,,nonlethal,,,,,,
C160SN,,,,,nonlethal,,,,,,
FACOAL161,,,,,nonlethal,,,,,,
ACOAO7pc,,,,,nonlethal,,,,,,
FA1819ZACPHc,,,,,nonlethal,,,,,,
PGKm,,,,,nonlethal,,,,,,
ACOADAGAT1601819Z1819Z,,,,,nonlethal,,,,,,
THMabc,,,,,not in model,,,,,,
TAGAH1819Z18111Z180,,,,,nonlethal,,,,,,
FASm2802,,,,,nonlethal,,,,,,
LEUtm,,,,,nonlethal,,,,,,
ACONTa,,,,,nonlethal,,,,,,
FACOAL160t2ppc,,,,,nonlethal,,,,,,
STARCH300DEGRAc,,,,,nonlethal,,,,,,
NMNt7,,,,,not in model,,,,,,
PG160abcppc,,,,,nonlethal,,,,,,
GCCam,,,,,nonlethal,,,,,,
EAR140_m,,,,,nonlethal,,,,,,
HACD5m,,,,,nonlethal,,,,,,
GLCP2,,,,,nonlethal,,,,,,
CDPMEK,,,,,not in model,,,,,,
KAS14,,,,,nonlethal,,,,,,
MMTSADm,,,,,nonlethal,,,,,,
DDPA,,,,,nonlethal,,,,,,
ETHAPT_HDE_HDE_c,,,,,nonlethal,,,,,,
SALCHS4FEabcppc,,,,,not in model,,,,,,
NMNS,,,,,not in model,,,,,,
SHSL2,,,,,nonlethal,,,,,,
EX_hghhlipan_e,,,,,nonlethal,,,,,,
EX_enlipidA_e,,,,,nonlethal,,,,,,
GLUTRS,,,,,nonlethal,,,,,,
EAR180x,,,,,nonlethal,,,,,,
VALTRS,,,,,nonlethal,,,,,,
CYSTS_1c,,,,,nonlethal,,,,,,
NTRARz,,,,,nonlethal,,,,,,
ACOAO4pc,,,,,nonlethal,,,,,,
ALDD2y,,,,,nonlethal,,,,,,
ALDD11,,,,,nonlethal,,,,,,
GNDc,,,,,nonlethal,,,,,,
ACOADAGAT16018111Z1835Z9Z12Z,,,,,nonlethal,,,,,,
ACOAD1z,,,,,nonlethal,,,,,,
NDP3,,,,,nonlethal,,,,,,
CHLDA1tuc,,,,,nonlethal,,,,,,
FA180ACPHi,,,,,not in model,,,,,,
INSTt2,,,,,nonlethal,,,,,,
MTHFDm_1,,,,,nonlethal,,,,,,
NADPPPSm,,,,,nonlethal,,,,,,
NDPK1,,,,,nonlethal,,,,,,
TAGAH1601819Z1819Z,,,,,nonlethal,,,,,,
CLPNS160,,,,,nonlethal,,,,,,
ECOAH6m,,,,,nonlethal,,,,,,
FBP,,,,,nonlethal,,,,,,
DAGK_OLE_PALM,,,,,nonlethal,,,,,,
ACOAD4f,,,,,nonlethal,,,,,,
3OAR120_m,,,,,nonlethal,,,,,,
HBZOPT6m_1,,,,,nonlethal,,,,,,
BUTSO3abcppc,,,,,nonlethal,,,,,,
GLYCDy,,,,,not in model,,,,,,
RPE,,,,,nonlethal,,,,,,
AKGDHe2r,,,,,nonlethal,,,,,,
RETINOLACACTc,,,,,nonlethal,,,,,,
DGDGW6DS1829Z12Z1617Zc,,,,,nonlethal,,,,,,
EX_arab__L_e,,,,,nonlethal,,,,,,
MMMm,,,,,nonlethal,,,,,,
EX_eca4colipa_e,,,,,nonlethal,,,,,,
FACOAL100t2ppc,,,,,nonlethal,,,,,,
3OAR40,,,,,nonlethal,,,,,,
DAGK181,,,,,nonlethal,,,,,,
LIPO3S24_BS,,,,,nonlethal,,,,,,
NDPK3m,,,,,nonlethal,,,,,,
CYTBD2,,,,,nonlethal,,,,,,
3HAD160,,,,,nonlethal,,,,,,
GLCP,,,,,nonlethal,,,,,,
SQDGW3DS1839Z12Z15Z160c,,,,,nonlethal,,,,,,
PA141abcppc,,,,,nonlethal,,,,,,
4HTHRK,,,,,not in model,,,,,,
ATPS4m,,,,,nonlethal,,,,,,
CRNCAL2,,,,,nonlethal,,,,,,
HACD10pc,,,,,nonlethal,,,,,,
PNTK,,,,,nonlethal,,,,,,
EAR60y,,,,,nonlethal,,,,,,
ACOAD6,,,,,nonlethal,,,,,,
METTRSm,,,,,nonlethal,,,,,,
FUMm,,,,,nonlethal,,,,,,
ASNt2r,,,,,nonlethal,,,,,,
LIPAabcppc,,,,,nonlethal,,,,,,
EX_pyr_e,,,,,nonlethal,,,,,,
ERGSTAT_SC,,,,,nonlethal,,,,,,
DM_gly_c,,,,,nonlethal,,,,,,
UG6PGT,,,,,nonlethal,,,,,,
MI4PP,,,,,nonlethal,,,,,,
SERA_m,,,,,nonlethal,,,,,,
METHFtm,,,,,nonlethal,,,,,,
ECOAH4m,,,,,nonlethal,,,,,,
SUAT_h,,,,,not in model,,,,,,
3OAS100_1c,,,,,nonlethal,,,,,,
MCBTS2,,,,,not in model,,,,,,
ICDHyr,,,,,nonlethal,,,,,,
EX_ps141_e,,,,,nonlethal,,,,,,
3OAR80_m,,,,,nonlethal,,,,,,
DGDGD4DS1819Z1634Z7Z10Zc,,,,,nonlethal,,,,,,
MGDGW6DS1829Z12Z1644Z7Z10Z13Zc,,,,,nonlethal,,,,,,
SO4HCOtex,,,,,not in model,,,,,,
COLIPAabctexc,,,,,nonlethal,,,,,,
PYDXO,,,,,nonlethal,,,,,,
DH3MCHCDH,,,,,nonlethal,,,,,,
NADHOR,,,,,nonlethal,,,,,,
CHORS,,,,,nonlethal,,,,,,
CATm,,,,,nonlethal,,,,,,
CDGUNPD,,,,,nonlethal,,,,,,
GLTS_m,,,,,not in model,,,,,,
CINNDO,,,,,nonlethal,,,,,,
EAR141x,,,,,nonlethal,,,,,,
G6PI2,,,,,nonlethal,,,,,,
S2FE2SS2,,,,,nonlethal,,,,,,
MLDEP2ppc,,,,,nonlethal,,,,,,
MGDGW3DS1839Z12Z15Z1634Z7Z10Zc,,,,,nonlethal,,,,,,
EX_adprib_e,,,,,not in model,,,,,,
FACOAL80,,,,,nonlethal,,,,,,
FACOAL181_1,,,,,nonlethal,,,,,,
FASC181ACP,,,,,nonlethal,,,,,,
PYKm,,,,,nonlethal,,,,,,
OAAtmt,,,,,nonlethal,,,,,,
FASC240ACP,,,,,nonlethal,,,,,,
MGSA,,,,,nonlethal,,,,,,
ALDD6,,,,,nonlethal,,,,,,
FACOAL161t2ppc,,,,,nonlethal,,,,,,
OPMEACPD,,,,,nonlethal,,,,,,
OPMEACPS,,,,,nonlethal,,,,,,
DLYSOXGAT,,,,,nonlethal,,,,,,
FORt2,,,,,nonlethal,,,,,,
EX_no3_e,,,,,not in model,,,,,,
TYRt2r,,,,,nonlethal,,,,,,
CYSS_m,,,,,nonlethal,,,,,,
EX_pgp181_e,,,,,nonlethal,,,,,,
IMPDm,,,,,nonlethal,,,,,,
KAS20SA,,,,,nonlethal,,,,,,
PIcm,,,,,nonlethal,,,,,,
DADA,,,,,nonlethal,,,,,,
MLTP2,,,,,nonlethal,,,,,,
ASPCT,,,,,nonlethal,,,,,,
ALCD19y,,,,,nonlethal,,,,,,
EX_glyb_e,,,,,nonlethal,,,,,,
DM_bm,,,,,nonlethal,,,,,,
EX_hdcea_e,,,,,nonlethal,,,,,,
E4PD,,,,,nonlethal,,,,,,
GDBTALDH,,,,,not in model,,,,,,
DCTCP,,,,,nonlethal,,,,,,
DSAT,,,,,nonlethal,,,,,,
DASYN_SA,,,,,nonlethal,,,,,,
3OAR180,,,,,nonlethal,,,,,,
LDH_L,,,,,nonlethal,,,,,,
EX_pe1819Z1829Z12Z_e,,,,,nonlethal,,,,,,
PYDXOR,,,,,not in model,,,,,,
GTHOm,,,,,nonlethal,,,,,,
ADNK1,,,,,nonlethal,,,,,,
ACACT6r,,,,,nonlethal,,,,,,
CPGNabcppc,,,,,not in model,,,,,,
HEMEOMOm,,,,,nonlethal,,,,,,
EX_ttdcea_e,,,,,nonlethal,,,,,,
EX_h_e,,,,,nonlethal,,,,,,
BAMPPALDOX,,,,,nonlethal,,,,,,
MALTPTabc,,,,,nonlethal,,,,,,
ACACT1m,,,,,nonlethal,,,,,,
NTP1,,,,,nonlethal,,,,,,
UDPGtnic,,,,,nonlethal,,,,,,
METHFtxc,,,,,nonlethal,,,,,,
FAS181,,,,,nonlethal,,,,,,
SHK3Dr,,,,,nonlethal,,,,,,
ACOAO5pc,,,,,nonlethal,,,,,,
GCCb,,,,,nonlethal,,,,,,
EX_acolipa_e,,,,,nonlethal,,,,,,
ALDD18,,,,,nonlethal,,,,,,
PYR5CDmc,,,,,nonlethal,,,,,,
G3PCT,,,,,nonlethal,,,,,,
PTOLDOX,,,,,nonlethal,,,,,,
3HAD81_m,,,,,nonlethal,,,,,,
C22STDS,,,,,not in model,,,,,,
PGPP_hscnhs,,,,,nonlethal,,,,,,
KAS9,,,,,nonlethal,,,,,,
OAACITtm,,,,,nonlethal,,,,,,
OHPHM6nc,,,,,nonlethal,,,,,,
FACOAL180t2ppc,,,,,nonlethal,,,,,,
EX_pe18111Z1819Z_e,,,,,nonlethal,,,,,,
ETF,,,,,nonlethal,,,,,,
HEXTT,,,,,nonlethal,,,,,,
PTHPS,,,,,nonlethal,,,,,,
EX_pg161_e,,,,,nonlethal,,,,,,
AKGDam,,,,,nonlethal,,,,,,
EX_cit_e,,,,,nonlethal,,,,,,
HBCO_nadp_m,,,,,nonlethal,,,,,,
NTD11,,,,,nonlethal,,,,,,
dgl_prod2,,,,,nonlethal,,,,,,
TYRTAim,,,,,nonlethal,,,,,,
DTMPt6,,,,,nonlethal,,,,,,
FAS161,,,,,nonlethal,,,,,,
3OAS161,,,,,nonlethal,,,,,,
AKGCITtm,,,,,nonlethal,,,,,,
MMTSAO,,,,,nonlethal,,,,,,
ABUTD,,,,,nonlethal,,,,,,
HACD3,,,,,nonlethal,,,,,,
AM6SAD,,,,,not in model,,,,,,
1AGPEAT1829Z12Z1835Z9Z12Z,,,,,nonlethal,,,,,,
AHSERL3,,,,,nonlethal,,,,,,
G3PD2_1c,,,,,nonlethal,,,,,,
UAGDP,,,,,nonlethal,,,,,,
GLYAT,,,,,nonlethal,,,,,,
OIVD2,,,,,nonlethal,,,,,,
CPPPGO2,,,,,nonlethal,,,,,,
O2tmt,,,,,not in model,,,,,,
DASYN161,,,,,nonlethal,,,,,,
FASm220,,,,,nonlethal,,,,,,
FE2GTPabc,,,,,nonlethal,,,,,,
3HAD101_m,,,,,nonlethal,,,,,,
G5SDym,,,,,nonlethal,,,,,,
PGSA161,,,,,nonlethal,,,,,,
3M2OPLOXRD,,,,,nonlethal,,,,,,
FTHFCL,,,,,nonlethal,,,,,,
FNOR,,,,,nonlethal,,,,,,
G3PDm,,,,,nonlethal,,,,,,
HBZOPT,,,,,nonlethal,,,,,,
FRDO2r,,,,,nonlethal,,,,,,
EX_pail1819Z160_e,,,,,nonlethal,,,,,,
TAGAH1601819Z1835Z9Z12Z,,,,,nonlethal,,,,,,
TAGAH1819Z1819Z1819Z,,,,,nonlethal,,,,,,
MPTSS,,,,,nonlethal,,,,,,
BSORy,,,,,nonlethal,,,,,,
EAR100y,,,,,nonlethal,,,,,,
EX_malt_e,,,,,nonlethal,,,,,,
SPMDabc,,,,,nonlethal,,,,,,
DGDGGH1829Z12Z1637Z10Z13Zc,,,,,nonlethal,,,,,,
1AGPEAT1801835Z9Z12Z,,,,,nonlethal,,,,,,
ACACT3c,,,,,nonlethal,,,,,,
ACSERL,,,,,nonlethal,,,,,,
PPCDC,,,,,nonlethal,,,,,,
ACOAD3,,,,,nonlethal,,,,,,
PINA1tm,,,,,nonlethal,,,,,,
PHETHRLYSt,,,,,not in model,,,,,,
PG161abcppc,,,,,nonlethal,,,,,,
PETOHMm_cho,,,,,nonlethal,,,,,,
GCCcm,,,,,nonlethal,,,,,,
MOADSUx,,,,,nonlethal,,,,,,
HG2abcppc,,,,,nonlethal,,,,,,
ALDD10,,,,,nonlethal,,,,,,
EAR60_m,,,,,nonlethal,,,,,,
3OAR100_m,,,,,nonlethal,,,,,,
FAO181p_evenc,,,,,nonlethal,,,,,,
ACS,,,,,nonlethal,,,,,,
ACOADH80_m,,,,,nonlethal,,,,,,
PGPS1819Z160,,,,,nonlethal,,,,,,
ACOADH120_m,,,,,nonlethal,,,,,,
EX_cro4_e,,,,,nonlethal,,,,,,
DNDPt54m,,,,,not in model,,,,,,
PGK,,,,,nonlethal,,,,,,
DGDGGH1829Z12Z1617Zc,,,,,nonlethal,,,,,,
EAR80x,,,,,nonlethal,,,,,,
SDPTA,,,,,nonlethal,,,,,,
THZSN,,,,,nonlethal,,,,,,
TYRt2m,,,,,nonlethal,,,,,,
NTPP2,,,,,nonlethal,,,,,,
TAGAH16018111Z160,,,,,nonlethal,,,,,,
AACPS4,,,,,nonlethal,,,,,,
OAAAKGtm,,,,,nonlethal,,,,,,
EX_pg141_e,,,,,nonlethal,,,,,,
FBAm,,,,,nonlethal,,,,,,
EX_hco3_e,,,,,not in model,,,,,,
SLDy,,,,,nonlethal,,,,,,
PDHam2mi,,,,,nonlethal,,,,,,
RNTR3,,,,,nonlethal,,,,,,
DM_glu__L_c,,,,,nonlethal,,,,,,
DMTc,,,,,nonlethal,,,,,,
PYDXNK,,,,,nonlethal,,,,,,
ALDD22x,,,,,nonlethal,,,,,,
CYSS_2,,,,,nonlethal,,,,,,
PDHcr,,,,,nonlethal,,,,,,
NADS1m,,,,,nonlethal,,,,,,
ACCOAC_h,,,,,not in model,,,,,,
GTPCI_1,,,,,nonlethal,,,,,,
r0330,,,,,nonlethal,,,,,,
ACOADAGAT1801819Z18111Z,,,,,nonlethal,,,,,,
ATDAMm,,,,,nonlethal,,,,,,
EX_hdca_e,,,,,nonlethal,,,,,,
EX_pg180_e,,,,,nonlethal,,,,,,
EX_lac__L_e,,,,,nonlethal,,,,,,
STARCH300DEGRBc,,,,,nonlethal,,,,,,
EX_ca2_e,,,,,nonlethal,,,,,,
HMPSCD,,,,,nonlethal,,,,,,
ARTFR41_cho,,,,,not in model,,,,,,
ACOADAGAT1601819Z1845Z9Z12Z15Z,,,,,nonlethal,,,,,,
ALAALAabcppc,,,,,not in model,,,,,,
ZN2t4,,,,,not in model,,,,,,
UDPDPS2,,,,,nonlethal,,,,,,
MALT,,,,,nonlethal,,,,,,
THD1m,,,,,nonlethal,,,,,,
PE160abcppc,,,,,nonlethal,,,,,,
FAS200,,,,,nonlethal,,,,,,
DASYN183_6_9_12,,,,,nonlethal,,,,,,
THZPSN3,,,,,nonlethal,,,,,,
3OAR160,,,,,nonlethal,,,,,,
PGCM,,,,,nonlethal,,,,,,
GALt2_2,,,,,nonlethal,,,,,,
HACDpc,,,,,nonlethal,,,,,,
PTRCTA,,,,,nonlethal,,,,,,
DGDGW3DS1839Z12Z15Z1644Z7Z10Z13Zc,,,,,nonlethal,,,,,,
NNATr,,,,,not in model,,,,,,
PLPSA21801835Z9Z12Z,,,,,nonlethal,,,,,,
GAPD,,,,,nonlethal,,,,,,
HEMEOSm_1,,,,,nonlethal,,,,,,
EX_pgp120_e,,,,,nonlethal,,,,,,
PLPSA21801819Z,,,,,nonlethal,,,,,,
CYO1b,,,,,nonlethal,,,,,,
ATP_3h_tm,,,,,nonlethal,,,,,,
ACOADAGAT1601819Z18111Z,,,,,nonlethal,,,,,,
AGPAT161,,,,,nonlethal,,,,,,
KAS_HP,,,,,nonlethal,,,,,,
FADFMNtm,,,,,nonlethal,,,,,,
CERH126,,,,,nonlethal,,,,,,
GK2,,,,,not in model,,,,,,
PGPPTnhs,,,,,nonlethal,,,,,,
PPNCL2,,,,,not in model,,,,,,
EX_pe18111Z1829Z12Z_e,,,,,nonlethal,,,,,,
MDH,,,,,nonlethal,,,,,,
ARTPLM1,,,,,nonlethal,,,,,,
ACPS1,,,,,nonlethal,,,,,,
O2tm,,,,,not in model,,,,,,
AGPAT140,,,,,nonlethal,,,,,,
3OAS60_1c,,,,,nonlethal,,,,,,
EX_enter_e,,,,,nonlethal,,,,,,
RNTR3c,,,,,nonlethal,,,,,,
G6PI_1,,,,,nonlethal,,,,,,
ADSL1r,,,,,nonlethal,,,,,,
MTHFC,,,,,nonlethal,,,,,,
DPR,,,,,nonlethal,,,,,,
PGD3TDS1829Z12Z1613Ec,,,,,nonlethal,,,,,,
HMR_9608,,,,,nonlethal,,,,,,
PIt9,,,,,nonlethal,,,,,,
EX_pg1819Z160_e,,,,,nonlethal,,,,,,
FE2DMT1,,,,,nonlethal,,,,,,
ACOADAGAT1601819Z180,,,,,nonlethal,,,,,,
TAGAH1819Z1819Z1845Z9Z12Z15Z,,,,,nonlethal,,,,,,
SUCptspp_1,,,,,nonlethal,,,,,,
KAS1,,,,,nonlethal,,,,,,
ACCOAC_1c,,,,,nonlethal,,,,,,
PIt2m,,,,,nonlethal,,,,,,
ALDD8,,,,,nonlethal,,,,,,
EX_4abut_e,,,,,nonlethal,,,,,,
ALDD12,,,,,nonlethal,,,,,,
CLIPAabctexc,,,,,nonlethal,,,,,,
A3GALT2c,,,,,nonlethal,,,,,,
3OAR181,,,,,nonlethal,,,,,,
3OAR140,,,,,nonlethal,,,,,,
ACOADAGAT1819Z1819Z18111Z,,,,,nonlethal,,,,,,
EX_pa180_e,,,,,nonlethal,,,,,,
CYSabc,,,,,nonlethal,,,,,,
ACOADAGAT18111Z18111Z180,,,,,nonlethal,,,,,,
AMALT4,,,,,nonlethal,,,,,,
DTARTD,,,,,nonlethal,,,,,,
EX_lipa_e,,,,,nonlethal,,,,,,
THMPPt2m,,,,,nonlethal,,,,,,
EX_phethrlys_e,,,,,not in model,,,,,,
CTPS2,,,,,nonlethal,,,,,,
THRS,,,,,nonlethal,,,,,,
EPISTAT_SC,,,,,not in model,,,,,,
OHPHM,,,,,nonlethal,,,,,,
FRDO3r,,,,,nonlethal,,,,,,
RNTR2,,,,,nonlethal,,,,,,
FEDCabc,,,,,not in model,,,,,,
AMCOXO,,,,,not in model,,,,,,
1AGPEAT18111Z1819Z,,,,,nonlethal,,,,,,
METARHODOPSINHc,,,,,nonlethal,,,,,,
SEAHCYSHYD_1,,,,,nonlethal,,,,,,
CPPPGOAN2,,,,,nonlethal,,,,,,
CLPNS180,,,,,nonlethal,,,,,,
ACOADAGAT1819Z1819Z180,,,,,nonlethal,,,,,,
PROabc,,,,,nonlethal,,,,,,
DXHPScm,,,,,nonlethal,,,,,,
RNDR2,,,,,nonlethal,,,,,,
EAR161y,,,,,nonlethal,,,,,,
FASm240,,,,,nonlethal,,,,,,
EX_pe141_e,,,,,nonlethal,,,,,,
ALDD16,,,,,nonlethal,,,,,,
MLTG4,,,,,nonlethal,,,,,,
MYCSacp58,,,,,nonlethal,,,,,,
Kabc,,,,,nonlethal,,,,,,
NO2t3,,,,,nonlethal,,,,,,
ATPS4r,,,,,nonlethal,,,,,,
I2FE2SS,,,,,nonlethal,,,,,,
POR_1,,,,,nonlethal,,,,,,
PYDXS,,,,,nonlethal,,,,,,
CRNCDH,,,,,nonlethal,,,,,,
ALCD1,,,,,nonlethal,,,,,,
PYK2,,,,,nonlethal,,,,,,
CITtcm,,,,,nonlethal,,,,,,
ASPOR_m,,,,,nonlethal,,,,,,
PG1819Z160t,,,,,nonlethal,,,,,,
DGDGW6DS1829Z12Z160c,,,,,nonlethal,,,,,,
PHETHRLYSr,,,,,not in model,,,,,,
SUCFUMtm,,,,,nonlethal,,,,,,
MMSAD2,,,,,nonlethal,,,,,,
NADH2_u6cm,,,,,nonlethal,,,,,,
RIBabc,,,,,nonlethal,,,,,,
NDPK2m,,,,,nonlethal,,,,,,
CYSATm,,,,,nonlethal,,,,,,
EX_arbtn_fe3_e,,,,,not in model,,,,,,
EX_pa141_e,,,,,nonlethal,,,,,,
FAO80pc,,,,,nonlethal,,,,,,
SPTc,,,,,nonlethal,,,,,,
HISTP,,,,,nonlethal,,,,,,
FASm260,,,,,nonlethal,,,,,,
ALATA_L,,,,,nonlethal,,,,,,
ETHAPT1819Z1819Z,,,,,nonlethal,,,,,,
Protein_t,,,,,nonlethal,,,,,,
QULNS,,,,,not in model,,,,,,
FEENTERabcppc,,,,,not in model,,,,,,
PGW3DS1839Z12Z15Z160c,,,,,nonlethal,,,,,,
SADT2,,,,,nonlethal,,,,,,
3OAR140_m,,,,,nonlethal,,,,,,
ALDD9,,,,,nonlethal,,,,,,
CYTDK1,,,,,nonlethal,,,,,,
FASm2602,,,,,nonlethal,,,,,,
EAR80_m,,,,,nonlethal,,,,,,
EAR181y,,,,,nonlethal,,,,,,
AKGDb,,,,,nonlethal,,,,,,
SERASr,,,,,nonlethal,,,,,,
ADSL2r,,,,,nonlethal,,,,,,
FASm1601,,,,,nonlethal,,,,,,
TAGAH1819Z1819Z180,,,,,nonlethal,,,,,,
GLYCt,,,,,nonlethal,,,,,,
PPCK,,,,,nonlethal,,,,,,
2AGPGAT161,,,,,nonlethal,,,,,,
FASm300,,,,,nonlethal,,,,,,
BUP2,,,,,nonlethal,,,,,,
CHLPCTD,,,,,nonlethal,,,,,,
TYRTA,,,,,nonlethal,,,,,,
DATCY,,,,,nonlethal,,,,,,
ACOAD5_1,,,,,nonlethal,,,,,,
EX_pe1801845Z9Z12Z15Z_e,,,,,nonlethal,,,,,,
DHR,,,,,nonlethal,,,,,,
A2GALT4c,,,,,nonlethal,,,,,,
FTHFD,,,,,nonlethal,,,,,,
3OAS181_1,,,,,not in model,,,,,,
2AGPGAT180,,,,,nonlethal,,,,,,
ETHAPT,,,,,nonlethal,,,,,,
CYSLY3,,,,,nonlethal,,,,,,
ABFPT,,,,,nonlethal,,,,,,
PGD3TDS1819Z1613Ec,,,,,nonlethal,,,,,,
UAG4E,,,,,nonlethal,,,,,,
SLCYSS,,,,,nonlethal,,,,,,
ADNCYC,,,,,nonlethal,,,,,,
EX_glyc2p_e,,,,,nonlethal,,,,,,
ITCOALm,,,,,nonlethal,,,,,,
ECOAH8,,,,,nonlethal,,,,,,
G6PP,,,,,nonlethal,,,,,,
EX_orn_e,,,,,nonlethal,,,,,,
AGAKIc,,,,,nonlethal,,,,,,
FAMPL3,,,,,nonlethal,,,,,,
EX_actn__R_e,,,,,not in model,,,,,,
GLUt7m,,,,,nonlethal,,,,,,
NPHS,,,,,nonlethal,,,,,,
LDH2,,,,,nonlethal,,,,,,
ATPS,,,,,nonlethal,,,,,,
ACOAD2,,,,,nonlethal,,,,,,
FADMQOR,,,,,nonlethal,,,,,,
DGTUP,,,,,nonlethal,,,,,,
3OAR60,,,,,nonlethal,,,,,,
EAR40y,,,,,nonlethal,,,,,,
FACOAL_160_m,,,,,nonlethal,,,,,,
34DHALDD,,,,,nonlethal,,,,,,
PLPS,,,,,nonlethal,,,,,,
HPROa,,,,,nonlethal,,,,,,
CRETINOLPMTACTc,,,,,nonlethal,,,,,,
KAS_HP2,,,,,nonlethal,,,,,,
DGTPtmc,,,,,nonlethal,,,,,,
DXS,,,,,not in model,,,,,,
ACACT6m,,,,,nonlethal,,,,,,
PG140abcppc,,,,,nonlethal,,,,,,
r0483,,,,,nonlethal,,,,,,
3HAD40,,,,,nonlethal,,,,,,
PCFLOPm_cho,,,,,nonlethal,,,,,,
BAMPPALDOXm,,,,,nonlethal,,,,,,
CHOLD,,,,,nonlethal,,,,,,
FOMETRi,,,,,nonlethal,,,,,,
NNATm,,,,,nonlethal,,,,,,
HMR_0180,,,,,nonlethal,,,,,,
