,T. gondii ARI,T. gondii FOU,T. gondii GAB2-2007-GAL-DOM2,T. gondii GT1,T. gondii MAS,T. gondii ME49,T. gondii p89,T. gondii RUB,T. gondii TgCatPRC2,T. gondii VAND,T. gondii VEG
OMBZLM6m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_salchs2fe_e,not in model,nonlethal,not in model,,not in model,,,,not in model,not in model,
MALICITtm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NPH,not in model,not in model,not in model,,not in model,,,,nonlethal,not in model,
LALDO3,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MGDGW3DS1819Z1637Z10Z13Zc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
BATHORHODOPSINIc,nonlethal,not in model,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MI145PK,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ARGDI,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FACOAL171_ISO,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
LIPOS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GTPOPm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FACOAL181,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
RHODOPSINRTc,nonlethal,not in model,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TMDK1,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
AASDH1_c,not in model,not in model,not in model,,not in model,,,,nonlethal,not in model,
EX_kdo2lipid4_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
LIPOti_1,nonlethal,not in model,nonlethal,,not in model,,,,nonlethal,nonlethal,
DNDPt35m,not in model,nonlethal,not in model,,not in model,,,,not in model,not in model,
OIVD3m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CTPtm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
dgl_prod1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HPYRRx,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ALAtmi,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
FAMPL4,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
C190cSN,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NDPK9m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
METB1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DBRC,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
GLYALDDr,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NMNHYD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DTTUP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PGSA180,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
IPDPUPT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
P5CDm,nonlethal,nonlethal,not in model,,nonlethal,,,,not in model,not in model,
VCOAD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
KAS3,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
G3PAT120,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CLFORtex,nonlethal,nonlethal,nonlethal,,nonlethal,,,,not in model,nonlethal,
EX_26dmani_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
VALtec,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pe1801829Z12Z_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3DSPHR,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DASYN181_9,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MAN6PI,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
OXPTNDH,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ICDHym,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FTCL,not in model,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ADSHm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GHMT2rm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HEMEti,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CYTDK2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AHSERL2_1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NDPK3,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NTD10,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
OIVD1r,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GGPS_1c,not in model,nonlethal,not in model,,not in model,,,,not in model,not in model,
NTD8,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
2AGPGAT160,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FACOAL160,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
RNDR4,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
THRTHRARGr,nonlethal,not in model,not in model,,nonlethal,,,,nonlethal,nonlethal,
GMP5N,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HCYSMT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_succ_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
5FTHFt,nonlethal,not in model,not in model,,not in model,,,,nonlethal,not in model,
ORNTACim,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pgp180_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_5fthf_e,nonlethal,nonlethal,nonlethal,,not in model,,,,nonlethal,not in model,
ECOAH2m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PE1801835Z9Z12Zt,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ADA,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pail18111Z160_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MCITSm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MMSAD3m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
THFATm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
METGL,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FACOAL60t2ppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
RBK,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PYDXK,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DHQTi,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DM_pro__L_c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
OXGDC,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
ACOAR7mc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NA1Htm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NTRIR2y,not in model,nonlethal,nonlethal,,nonlethal,,,,not in model,not in model,
GDMANE,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ALDD15,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ASPK,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NTD1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_LptA_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DASYN160,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FPGS_tm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NBAH,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
RTOT4_cho,nonlethal,not in model,nonlethal,,not in model,,,,nonlethal,nonlethal,
SO3abcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
D3AIBTm,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
PI35BP5P_SC,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
APNPT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ANNAT,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
MCITL2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pg181_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EAR120y,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_egly_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PYDAMK,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PGAMT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ASNTRSm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
G12MT2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
IMPD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TRDRm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GLCt2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DMQMT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NADPtmt,not in model,not in model,not in model,,not in model,,,,not in model,nonlethal,
LIPATPT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
G12MT4,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADH160_m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PDX5POi,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DGDGGH1819Z1627Z10Zc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
2DHPFALDL,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3HOPCD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HMR_4957,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GBEZ,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
RE2912M,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HACD7m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DKGLCNR1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
OCT,nonlethal,not in model,not in model,,nonlethal,,,,nonlethal,nonlethal,
PA181abcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GALS3,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MLTP3,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACACT3m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ILEt2r,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ALDD7,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AMMQLT8,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AACPS8,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_g3pg_e,nonlethal,nonlethal,not in model,,nonlethal,,,,nonlethal,nonlethal,
HMR_0188,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EPMGH,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
COAtim,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MGHBc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_fecost_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
LYSDC,not in model,not in model,not in model,,not in model,,,,nonlethal,not in model,
BETALDHy,nonlethal,not in model,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PYDXNO,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PGP161abcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CYOR_u6m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADAGAT18111Z1819Z1819Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HOXPRx,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADH100_m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SPMS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SMO,not in model,nonlethal,nonlethal,,not in model,,,,not in model,not in model,
ALDD31_1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
IDPm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ARGN,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_rib__D_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FACOAL180_1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_malttr_e,nonlethal,nonlethal,not in model,,nonlethal,,,,nonlethal,nonlethal,
DAPDC,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACSERSULLm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ASPTA,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
G5SD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FA120ACPHi,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CLPNS161,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FACOAL182,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NAt3_2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HXPRT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pe1819Z1835Z9Z12Z_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DCTPD2,not in model,nonlethal,not in model,,not in model,,,,not in model,not in model,
FRULYSK,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HPYRDC,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
FEENTER2tppc,not in model,nonlethal,nonlethal,,nonlethal,,,,not in model,nonlethal,
TGUAPRT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CTECOAI6,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DGDGD7DS1829Z12Z1617Zc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADAGAT18111Z18111Z18111Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACth,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
EX_val__L_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MLTG2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3HAD120,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
RIBabc1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ASNtm_1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_14glucan_e,nonlethal,nonlethal,not in model,,nonlethal,,,,nonlethal,nonlethal,
EAR160x,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_g3pc_e,nonlethal,nonlethal,not in model,,nonlethal,,,,nonlethal,nonlethal,
SQLErxc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HIBH,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DGDGW3DS1839Z12Z15Z1634Z7Z10Zc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NDPK7m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3OAS60,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CLPNS_SA,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADAGAT18111Z1819Z180,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
1AGPEAT18111Z1845Z9Z12Z15Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_mal__L_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DGDGGH1839Z12Z15Z1627Z10Zc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SULO,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EGMEACPR,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CAt4,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DGDGGH1829Z12Z1627Z10Zc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
UDPG4E,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
dgl_prod8,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MALOAAtm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PA161abcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
THZPSN,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ADK4m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TAGAH1819Z1819Z160,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GPDDA3,nonlethal,nonlethal,not in model,,nonlethal,,,,nonlethal,nonlethal,
DASYN180,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PHACOAOR,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PPAm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FAS180COA,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AOXSr2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PACCOAL2,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
NADS1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SULabc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FACOAL200,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CHORM,not in model,nonlethal,nonlethal,,not in model,,,,nonlethal,not in model,
CYTMQOR3ppc,not in model,not in model,not in model,,not in model,,,,not in model,nonlethal,
GCALDD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3HAD121,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
THFOR1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ASNt2m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TAGAH_HDE_HDE_PALM_c,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
DTTPtm_cho,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
FAS80_L,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DHORD2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
METSOXR1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DATUP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
URIDK2m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AO,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
UDPDPS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACCOAC,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AHCi,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EAR121x,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DGDGW6DS1829Z12Z1637Z10Z13Zc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DCTPtm_cho,not in model,nonlethal,not in model,,not in model,,,,not in model,not in model,
FACOAL80t2ppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DHORD5,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MDHy,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CAT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_maltpt_e,nonlethal,nonlethal,not in model,,nonlethal,,,,nonlethal,nonlethal,
PGP141abcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CYSGLNNaEx,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
ACACT7pc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_so4_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
POAThc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
1AGPEAT1819Z1829Z12Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADAGAT18111Z18111Z1819Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TRETINOLPMTACTc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_colipa_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
OIVD3,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADAGAT1819Z1819Z1845Z9Z12Z15Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GPPShc,not in model,nonlethal,not in model,,not in model,,,,not in model,not in model,
BPNT2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SPRMt2i,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NDPK8,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pe1801835Z9Z12Z_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pa181_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PIt2m_2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
RNDR3,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ATGDm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TAGAH1601819Z1845Z9Z12Z15Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ASNGLNNaEx,not in model,nonlethal,not in model,,nonlethal,,,,nonlethal,not in model,
G3PAT180,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MGDGW6DS1829Z12Z1617Zc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PLPSA218111Z1829Z12Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ECOAH9ir,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACONT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DGDGD4DS1829Z12Z1634Z7Z10Zc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
STARCH300Sc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MTGHc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ARTFR42_cho,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
AGAIAGT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MGDGW3DS1839Z12Z15Z1637Z10Z13Z2c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_hxa_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PUNP4,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HMPK1,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
PDXPP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ECH_3hivcoa,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DAGK141,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
PUTA3,not in model,not in model,not in model,,not in model,,,,not in model,nonlethal,
TRE6PP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HPROb,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MI1456PKnc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
LIPACabcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOAR3mc,not in model,nonlethal,nonlethal,,nonlethal,,,,not in model,not in model,
GPAR,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GM2LIPAabcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
4M2OPLOXRD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AACPS5,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
