,T. gondii ARI,T. gondii FOU,T. gondii GAB2-2007-GAL-DOM2,T. gondii GT1,T. gondii MAS,T. gondii ME49,T. gondii p89,T. gondii RUB,T. gondii TgCatPRC2,T. gondii VAND,T. gondii VEG
P5CRm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PERD,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ARBTNabcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
BTNCc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_pe18111Z1835Z9Z12Z_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
TAGAH16018111Z1845Z9Z12Z15Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DM_ile__L_c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
COLIPAabcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EAR120_m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FACOAL170_ISO,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_pa160_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
G3PAT161,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACACT2m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FAS160,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DNTPPA,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_crn_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3OAR80,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MI1PS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PROAKGOX1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ORNTA,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
SUCD1m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CYS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PG141abcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GLCS1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOADAGAT1819Z18111Z180,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CEPTC_cho,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PGP140abcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOAD1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PMANM,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
STACHGALACT,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_phephethr_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
AACPS4_1c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
r0398,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CPPPGO_1c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PGSA_SA,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PRPPS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
SALCHS4abcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
AMMQT8_2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
G12MT3,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GLYC3Pabc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PHEPHETHRr,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
2AGPEAT181,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GRXR,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NDPK5,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
URIK1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DGDGGH1839Z12Z15Z1637Z10Z13Zc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GLCNACPT,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MI1345PKnc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
COA1819ZD9DS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3OAS120,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MMSDHir,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ENLIPIDAt1exc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PREPTHS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
AP4AH,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CLt_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PLPSA218111Z1835Z9Z12Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MCPST,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3OACOAR,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ANS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
LYSTRS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ALDD4,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GRGTc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
AMPMS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
HEMEASm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EAR100_m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
HOLYSK,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
RNTR4,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ADK1m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3HAD121_m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MTHFCm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_na1_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PREPTHS2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_tsul_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
UNK3,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
TAGAH1819Z18111Z18111Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NADH2_u6m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3OXCOAT,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
14GLUCANabcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NO3abcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
URIK2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ICL,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DUTPDP,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FBA,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_meglyxyl_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FBA4,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DASYN184_6_9_12_15,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
A2GALT3c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PGLYCtmnhs,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3HAD140,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACS2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3OAS180,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GMHEPAT,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MTHFD2i,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
SELMETAT,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PAN4PP,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EAR120x,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACACT8r,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DM_lys__L_c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ECOAH5,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
KAS2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
G3PD2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_chitob_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
TAGAH18111Z18111Z1835Z9Z12Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
dgl_prod5,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
O16A4COLIPAabctexc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FA100ACPHi,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_pnto__R_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOADAGAT16018111Z18111Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
HMR_0582nhs,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FACOAL120t2ppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_mobd_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
r0853,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOADAGAT16018111Z180,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NMNP,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PLCD,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3OAS140_1c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
AACPS5_1c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MTHFCm_1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DHPS2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3OAR40_m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_cpgn_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
SULR_2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
G3PD5,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_pe1829Z12Z1835Z9Z12Z_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
UPPDC2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DASYN182_9_12,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ATPPHm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ILETA,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PSERDm_SC,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PSP_L,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FAOXC80,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EAR121y,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EHGLAT,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
D_LACDHm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
S2FE2SS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
A2GALT6c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
BC10_new,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MGDGW6DS1829Z12Z1637Z10Z13Zc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GLCt2_2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CD2t4,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
AMALT2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
URIK3,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PHEMEABCte,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
SPHMYLNt,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
LPD5,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PNTEH,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
TSR,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
HACD5,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOAD9m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_o16a4colipa_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_thrthrarg_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
I2FE2ST,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ENO,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GCC2cm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
RHODOPSINIc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PYK5,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACPPAT181,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DNDPt43m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MACCOAT,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
AACPS2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DM_met__L_c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
XPPT,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_pgp160_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GTHS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DGDGW3DS1839Z12Z15Z1627Z10Zc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PDHbr,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
AGPAT141,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GF6PTA,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DHNANT,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GLUTCOADHc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NDPK8m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
KATpc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_g3ps_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PHEPHETHRt,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MOBDabc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EAR100x,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ENOm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_feenter_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MOHMT,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ALDD32,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
TPTPt_m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DGDGW3DS1839Z12Z15Z1637Z10Z13Z1c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
KAT180_m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ARGSS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
HBZNPT,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MLTG1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GMT1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
G3PD4,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FA160ACPH_m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DHFR2i,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FAO2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
UDPACGLP,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_pe160_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_lipoate_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
HIBDkt,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NOS1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
TRPTA,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PCLAD,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FACOAL180,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FLNDPR2r,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CITt4_4,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GLU5K,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ARGARGt,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
OHPBAT,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_fum_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_maltttr_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CRNCAR,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_pe120_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GLNSP2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
SSALx,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DGTPtm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PGP120abcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GLYGS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ISETACabcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DHPR2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
HEX1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
AATA,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
LEUTAm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOADAGAT1801819Z160,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
G6PADH,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NTD3,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
TAGAH18111Z1819Z160,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
COabc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ORNt3m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
HCO3_h_thi,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_lipa_cold_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PGSA181,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ECOAH7m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
AFAT,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
KAS12,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GMT2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
KAS10,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DGDGW6DS1819Z1627Z10Zc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_fe3dcit_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACSm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ORPT,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DGDGW3DS1829Z12Z1637Z10Z13Zc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
AACP1819ZSc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
KAS6,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DHCRD2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
HISTRS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
S2FE2SR,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ALDD17,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GAT2_SC,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
TPI,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DGDGGH1839Z12Z15Z1634Z7Z10Zc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PLPSA21819Z1819Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
KAS15,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DM_trp__L_c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PE180abcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MN6PP,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DM_tyr__L_c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PLPSA21819Z1829Z12Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_g1p_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GALIGH,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
D_LACDm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DRIBabc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FECOSTAT_SC,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MECDPDH5,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PDE2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
AMITP,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
Cuabc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MOD_4mop,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
SADT,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
OMCDCm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACPPAT160,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3OAR120,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
r2425,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FAS120,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_argarg_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DAGAH1819Z18111Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DGDGW6DS1829Z12Z1634Z7Z10Zc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_met__L_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
HMR_9807,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NADN,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FASC160ACP,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PANTS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACACT4pc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EPMEACPR,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
OGMEACPR,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
IPDPS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
