,T. gondii GT1,T. gondii ME49,P. falciparum 3D7,P. berghei ANKA,P. vivax Sal1,C. hominis TU502 (2012),C. parvum Iowa II,E. histolytica HM1IMSS-A,L. major SD75,T. cruzi CL Brener,T. brucei Lister 427,V. brassicaformis CCMP3155,B. bovis T2Bo,N. fowleri ATCC30863
CYSDS,,,nonlethal,not in model,not in model,,,,,not in model,,nonlethal,,
ALCD26xi,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
MTAM,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
CRNCAL2,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
LPCAT_EPA_EPA_sn2_c,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
acoa_prod2,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,not in model,,
ETHAPT_EPA_EPA_c,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
BSCT,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
dgl_prod8,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
GGPS_1c,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
FORAMD,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
PPNCL2,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
DTARTD,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
HMR_0378,,,nonlethal,not in model,not in model,,,,,not in model,,nonlethal,,
NADS2,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
EX_met__L_e,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
EAR60x_ap,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
DTTGY,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
MDDEP2ppc,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
ACOAD8f,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
MANTRabc,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
ETHAPT_OLE_LNA_c,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
ANHMK,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
DAGAH_DHA_HDE_c,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
DHCRD1,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
APH160,,,not in model,not in model,nonlethal,,,,,not in model,,nonlethal,,
r2526,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
NTP7,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,not in model,,
PYRDC_1,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
ALDHc,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
TYRTYRt,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
DAGK_EPA_ALNA_c,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
TRPTHRILEr,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
MODc,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
CAt6,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
MECDPDH_syn,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
EX_zymst_e,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
NT5C,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
FE3DCITexs,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
r2532,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
ACONMT,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
ANXANASCORc,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
ICL,,,nonlethal,not in model,not in model,,,,,not in model,,nonlethal,,
FACOAL80,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
GLCR1TRB1,,,not in model,not in model,nonlethal,,,,,not in model,,nonlethal,,
ARGSS,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
EX_ps140_e,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
HMR_2380,,,not in model,nonlethal,not in model,,,,,not in model,,nonlethal,,
EAR80x_ap,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
ASPO3_1,,,nonlethal,nonlethal,not in model,,,,,not in model,,not in model,,
EX_pap_e,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
LNLCCOADS,,,nonlethal,not in model,not in model,,,,,not in model,,not in model,,
IG3PS,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
PFK_3,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,not in model,,
EAR140x,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
DSBDR,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
r2101,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
RE1342C,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
EX_sphmyln_e,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,not in model,,
ACACT10m,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
PLDAGAT1801819Z1819Z2,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
ME2m,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
EX_cbl2_e,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
XYLANabc,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
PLA2PC_MYRS_LNA_c,,,nonlethal,not in model,not in model,,,,,not in model,,not in model,,
UGALNACtg,,,nonlethal,not in model,not in model,,,,,not in model,,not in model,,
1AGPEAT1801845Z9Z12Z15Z,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,not in model,,
DAPOP,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
PGLc,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
MAN6PI,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
F6PP,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
NPH,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
3MOBDC,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
F4H2O,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
EX_ctbt_e,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
ACOAR7m,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
ARTFR207nhs,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
DGTSDS1829Z12Z1845Z9Z12Z15Z1,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
PLDAGAT_HDE_MYRS_HDE_PE_15_c,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
IPDPS,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
PPA,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
3DH5HPBMTm,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
GLCGSD,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
PA181tap,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,not in model,,
DAGK141,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
EAR160x_ap,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
XYLK,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
OCOAT1,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
STARCH300Sc,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
HISabc,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
EX_pg180_e,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
ACS2,,,not in model,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
MMSAD1m,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
HMGCOAtm,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
EAR160_m,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
AGDC,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
MELIBt2,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
AMPtr,,,not in model,nonlethal,not in model,,,,,not in model,,not in model,,
ALALYSTHRt,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
A2GALT5c,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
APPLDHr,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
ACAFDOR,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
HACD6m,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
MLTG5,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
EX_salchs2fe_e,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
CYSTBLc,,,nonlethal,not in model,not in model,,,,,not in model,,nonlethal,,
G13MT,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
pe_prod1,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,not in model,,
CITALMO,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
ASNN,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
DHFtm,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
CYSTS_1c,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
DHNCOAS,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
DNAMTn2r,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
PGP140abcppc,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
CATm,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
ACOAR7mc,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
DHRT_2mbcoa,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
CHLDAOc,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
IAGT,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
ASPte,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
PDHcr,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
DMCITALDM,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
ACOADAGAT1801819Z160,,,not in model,nonlethal,not in model,,,,,not in model,,nonlethal,,
PHYTEDH1,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
AHMMPS_1,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
FLNDPR2r,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
3HAD160,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
3MOPDC,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
NTD3,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
pc_prod,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,not in model,,
PETHTMT_c,,,not in model,nonlethal,not in model,,,,,not in model,,not in model,,
PLPSD18111Z1819Z,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
LPP_SC,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
THRA,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
PGCD,,,nonlethal,not in model,not in model,,,,,not in model,,nonlethal,,
FASC161ACP,,,nonlethal,not in model,not in model,,,,,not in model,,nonlethal,,
PGMT,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
HCO3abc,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
pg_prod2,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,not in model,,
CHOPT_STC_DHA_c,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
RH2CD,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
PMEACPE,,,nonlethal,not in model,not in model,,,,,not in model,,not in model,,
LIDOMO,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
3HAD120,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
C226CPT1,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
THFGLUH,,,nonlethal,not in model,not in model,,,,,not in model,,nonlethal,,
3HPAOX,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
3OAS60_1c,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
MALTpts,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
PLDAGAT1801819Z18111Z2,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
L_LACt2r,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
2HPMMBQMOm,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
GAPD,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
AACPS4_1c,,,nonlethal,not in model,not in model,,,,,not in model,,nonlethal,,
ASPTRS_Asn,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
3NTYROXDAppc,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
EX_chols_e,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
TAGAH1819Z1819Z160,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
LALDO3,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
PLDAGAT_PALM_PALM_LNA_PE_12_c,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
EX_Lcyst_e,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
SUCRabc,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
GLYCt,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
ACOATAm,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
GLYOX,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
3HAD160_ap,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
XMO,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
APTNAT,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
EX_uri_e,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
CHLabc,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
MECDPDH2,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
UREAt_1,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
HCO3_NAt,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
DGDGW3DS1829Z12Z1637Z10Z13Zc,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
GLYDHD,,,not in model,not in model,nonlethal,,,,,not in model,,nonlethal,,
DGTSDS1839Z12Z15Z1835Z9Z12Z,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
ALATA_D2,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
THD1m,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
LIPAabcppc,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
EX_leuasnasp_e,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
MLTP3,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
MATmc,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
ACOADAGAT1819Z1819Z18111Z,,,not in model,nonlethal,not in model,,,,,not in model,,nonlethal,,
FDH,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
HBZOPT6mc,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
FA160COAabcpc,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
MALTHXabc,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
EX_thrasntyr_e,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
SUCDi,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
EAR141x,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
HACD4,,,not in model,not in model,nonlethal,,,,,not in model,,nonlethal,,
FRDO2r,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
3HAD80,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
MCOATA_ap,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
acylpg_prod3,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,not in model,,
ACDHmi,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
AGPATCOA18111Z18111Z,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
PLDPE_LNA_LNA_c,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
SELTORc,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
3HAO,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
HATIH,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
ZCAROTDH2,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
EX_ppc1r_e,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
INSTt2,,,not in model,nonlethal,not in model,,,,,not in model,,nonlethal,,
DSERDHr,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
PDE3,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
HMR_2861,,,not in model,nonlethal,not in model,,,,,not in model,,not in model,,
BNORhc,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
CHYA1c,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
ACOADAGAT1819Z18111Z18111Z,,,not in model,nonlethal,not in model,,,,,not in model,,nonlethal,,
PLDAGAT1601819Z1819Z4,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
SK_val__L_c,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
RBK_L1,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
METDabc,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
MOD_2mhop,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
DGDGW6DS1829Z12Z1627Z10Z1c,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
EX_trp__L_e,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
LDH_D1,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
NADH4,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
PYRt2,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
ZNabc,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
ACOADH80_m,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
ICDHx,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
2agpe120t,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,not in model,,
TAGAH1819Z1819Z180,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
13PPDH,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
ACPPAT140,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
pg_prod7,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,not in model,,
CHTNS,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
DSBAO1e,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
G6PDA,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
HYDAm,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
ALDD4,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
EX_adn_e,,,not in model,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
PLDAGAT18111Z18111Z18111Z2,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
AAMYL,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
C160SN,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
GLYC2Pabcppc,,,not in model,nonlethal,not in model,,,,,not in model,,nonlethal,,
23CN2P3,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
TYRTAim,,,not in model,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
FE2GTPabc,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
EX_colipa_e,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
MYCTR,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
AKP1_1,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
BTS3r,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
PPA2,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,not in model,,
DGDGD4DS1829Z12Z1634Z7Z10Zc,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
DHDPS,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
FAOXC162C162OHm,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
HMR_2472,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
TAGAH1601819Z18111Z,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
GF6PTA,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
FACOAL140t2ppc,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
PAPSR2,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
EAR180x_ap,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
AGPAT160_ap,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
PEDS18111Z1829Z12Z,,,not in model,nonlethal,not in model,,,,,not in model,,nonlethal,,
GLTPD,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
NDPK4,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
NO2t3,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,not in model,,
SPMDAT2,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
EAR181x_ap,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
GCALDDm,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
METGL,,,nonlethal,not in model,not in model,,,,,not in model,,nonlethal,,
C14STR,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
LIPOCT,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
ETHAPT_HDE_LNA_c,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
5FLURAOR,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
GLYabc,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
ACOADAGAT1801819Z18111Z,,,not in model,nonlethal,not in model,,,,,not in model,,nonlethal,,
AGPAT18111Z160hc,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
MBCOAi,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
AKGCITtm,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
DGDGW6DS1819Z1627Z10Zc,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
EX_no2_e,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
MDDCP2ex,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
PYRIS,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
pg_prod1,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,not in model,,
G3PD1ir_ap,,,nonlethal,not in model,not in model,,,,,not in model,,not in model,,
PLIPA2E181,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
ETFQO_1c,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
ASPTA6,,,nonlethal,not in model,not in model,,,,,not in model,,not in model,,
IDOND,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
ALLTN,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
3OAS60_ap,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
TYRt2m,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
UREA,,,nonlethal,not in model,not in model,,,,,not in model,,nonlethal,,
PLDAGAT_EPA_EPA_DHA_PE_15_c,,,not in model,nonlethal,not in model,,,,,not in model,,not in model,,
PLDAGAT1819Z18111Z1819Z1,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
DAGK180,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
pg_prod6,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,not in model,,
C181SN,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
DOLASNT_pf,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
LPLIPAL2E161,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
EX_2agpg161_e,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,not in model,,
PLIPA2A140,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
HHDDI,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
MALCRNt,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
ALKP,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
DOLPMT,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
PPNCL,,,not in model,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
D_LACDHmc,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
EX_pgp180_e,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
EX_tartr__L_e,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
OIVD2,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
UMPU,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
SUCOAS1m,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
CDPDAGS_OLE_PALM,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
THFGLUS_1,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
3OAR100_m,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
ECOAH2c,,,not in model,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
UDPDPS2,,,not in model,not in model,nonlethal,,,,,not in model,,nonlethal,,
DGK1,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
KAS20SA,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
EX_o16a4colipa_e,,,nonlethal,not in model,nonlethal,,,,,not in model,,nonlethal,,
EX_csn_e,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
TOCOPHOM1,,,nonlethal,not in model,not in model,,,,,not in model,,nonlethal,,
ABOR,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
ACSm,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,not in model,,
ALLPI,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
PLIPA2E120,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
ASPO5,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
CYTBD,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
H2O2t,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
HMNO,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
NTD2,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
ACACT2m,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
ACOAR2mc,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
XYLt2,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
FAO181p_evenc,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
CHOLESTTDe,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
GLYC3Ptm,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
EAR120y,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
SEPHCHCS,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
LACZe,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
