,T. gondii GT1,T. gondii ME49,P. falciparum 3D7,P. berghei ANKA,P. vivax Sal1,C. hominis TU502 (2012),C. parvum Iowa II,E. histolytica HM1IMSS-A,L. major SD75,T. cruzi CL Brener,T. brucei Lister 427,V. brassicaformis CCMP3155,B. bovis T2Bo,N. fowleri ATCC30863
GLYTRS,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_udcpp_e,,,not in model,not in model,not in model,,,,,,,,,
LPCAT_MYRS_DHA_sn2_c,,,not in model,not in model,not in model,,,,,,,,,
TRPTRS,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
D_LACDm,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
AGPAT120,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
PLDAGAT18111Z18111Z18111Z2,,,not in model,not in model,not in model,,,,,,,,,
ALDD7,,,not in model,not in model,not in model,,,,,,,,,
ETHAPT18111Z1819Z,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
APAPTm,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
PELINL_HSPLA2nhs,,,not in model,not in model,not in model,,,,,,,,,
PAIL1819Z160t,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
FAO141p_oddc,,,not in model,nonlethal,not in model,,,,,,,,,
MYCON3,,,not in model,not in model,not in model,,,,,,,,,
PGP181abcppc,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
HMPK3,,,nonlethal,not in model,nonlethal,,,,,,,,,
EX_gthox_protein_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
GLCMAN600a_e,,,not in model,not in model,not in model,,,,,,,,,
SDOOR_c,,,not in model,not in model,not in model,,,,,,,,,
EX_dcyt_e,,,not in model,not in model,not in model,,,,,,,,,
ALALYSTHRt,,,not in model,not in model,not in model,,,,,,,,,
GLYALDDr,,,not in model,not in model,not in model,,,,,,,,,
DAGAH_MYRS_GLNA_c,,,nonlethal,not in model,not in model,,,,,,,,,
SK_trnathr_c,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
DRIBabc,,,not in model,not in model,nonlethal,,,,,,,,,
ADK1,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
MGDGW3DS1839Z12Z15Z1634Z7Z10Zc,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
NDH1_3uc,,,nonlethal,not in model,not in model,,,,,,,,,
PAPA1819Z1819Z,,,not in model,not in model,not in model,,,,,,,,,
EX_hxcoa_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
ICDHyr,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
ALAtm,,,not in model,not in model,not in model,,,,,,,,,
LPS3nhs,,,not in model,not in model,not in model,,,,,,,,,
PGSA160,,,not in model,nonlethal,nonlethal,,,,,,,,,
TAGAH1819Z1819Z160,,,not in model,not in model,not in model,,,,,,,,,
PGK,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
2_PERIOD_4_PERIOD_1_PERIOD_141,,,not in model,nonlethal,nonlethal,,,,,,,,,
GUAt,,,not in model,nonlethal,nonlethal,,,,,,,,,
MANBabc,,,not in model,not in model,not in model,,,,,,,,,
MOD_3mopc,,,not in model,not in model,not in model,,,,,,,,,
DHDPRy,,,not in model,not in model,not in model,,,,,,,,,
ACTD,,,not in model,not in model,not in model,,,,,,,,,
GLCP2,,,not in model,not in model,not in model,,,,,,,,,
ARAB14LO,,,not in model,not in model,not in model,,,,,,,,,
FGFTm,,,not in model,not in model,not in model,,,,,,,,,
FAO182p_evenoddc,,,not in model,not in model,not in model,,,,,,,,,
FORCT,,,not in model,not in model,not in model,,,,,,,,,
GALt2_2,,,nonlethal,not in model,nonlethal,,,,,,,,,
EX_bilea_e,,,not in model,not in model,not in model,,,,,,,,,
PLDAGAT_EPA_EPA_DHA_PC_2_c,,,not in model,nonlethal,not in model,,,,,,,,,
MALDDH,,,not in model,not in model,not in model,,,,,,,,,
3OAS121_ap,,,not in model,nonlethal,nonlethal,,,,,,,,,
PPCOAC,,,not in model,not in model,not in model,,,,,,,,,
TAURabc,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
FEENTER2tppc,,,nonlethal,not in model,nonlethal,,,,,,,,,
ACACT6m,,,not in model,not in model,not in model,,,,,,,,,
LCADi,,,not in model,not in model,not in model,,,,,,,,,
MOPSabc,,,not in model,not in model,not in model,,,,,,,,,
GLUDC,,,not in model,not in model,not in model,,,,,,,,,
EX_udcpdp_e,,,not in model,not in model,not in model,,,,,,,,,
DHAK,,,not in model,not in model,not in model,,,,,,,,,
PTD1INOt,,,not in model,nonlethal,not in model,,,,,,,,,
METARHODOPSINHc,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
HBtr,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_CE5022_e,,,nonlethal,not in model,not in model,,,,,,,,,
NADH2_u6m,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
G3PSabcppc,,,not in model,nonlethal,not in model,,,,,,,,,
QULNS,,,nonlethal,not in model,not in model,,,,,,,,,
MCITLm,,,not in model,not in model,not in model,,,,,,,,,
DGDGGH1829Z12Z1637Z10Z13Zc,,,not in model,not in model,not in model,,,,,,,,,
CTECOAI6,,,not in model,nonlethal,nonlethal,,,,,,,,,
PLA2PC_MYRS_LNA_c,,,nonlethal,not in model,not in model,,,,,,,,,
LPCAT_LNA_EPA_sn2_c,,,nonlethal,not in model,not in model,,,,,,,,,
TRE6PP,,,not in model,not in model,not in model,,,,,,,,,
CITtbm,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
SUCOAS1mc,,,not in model,not in model,not in model,,,,,,,,,
GLCt2,,,nonlethal,not in model,nonlethal,,,,,,,,,
ASPCT_1,,,not in model,not in model,not in model,,,,,,,,,
PDS2c,,,not in model,not in model,not in model,,,,,,,,,
ADNCYC,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_xylan8_e,,,not in model,not in model,not in model,,,,,,,,,
3NUCLE4,,,not in model,not in model,not in model,,,,,,,,,
ILEtm,,,not in model,not in model,not in model,,,,,,,,,
EX_xylan12_e,,,not in model,not in model,not in model,,,,,,,,,
MALSm,,,not in model,not in model,not in model,,,,,,,,,
FA80ACPHi,,,not in model,not in model,not in model,,,,,,,,,
ALCD4,,,not in model,not in model,not in model,,,,,,,,,
3HPPPNH,,,not in model,not in model,not in model,,,,,,,,,
PGSA181,,,not in model,nonlethal,nonlethal,,,,,,,,,
THIORDXm,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
HKt,,,not in model,not in model,not in model,,,,,,,,,
DHAD3,,,not in model,not in model,not in model,,,,,,,,,
HBCHLR,,,not in model,not in model,not in model,,,,,,,,,
GUACYC,,,not in model,nonlethal,nonlethal,,,,,,,,,
PTPATi,,,not in model,nonlethal,nonlethal,,,,,,,,,
pe_prod7,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
THMabc,,,nonlethal,nonlethal,not in model,,,,,,,,,
PAPA_OLE_HDE,,,not in model,not in model,not in model,,,,,,,,,
ASPTRS_Asn,,,not in model,not in model,not in model,,,,,,,,,
DAPE,,,not in model,not in model,not in model,,,,,,,,,
TRPt,,,not in model,not in model,not in model,,,,,,,,,
NADH5,,,nonlethal,not in model,not in model,,,,,,,,,
COBALTt5,,,not in model,not in model,not in model,,,,,,,,,
HACD4,,,not in model,not in model,nonlethal,,,,,,,,,
ACOADAGAT1801819Z1835Z9Z12Z,,,not in model,nonlethal,not in model,,,,,,,,,
DGDGD7DS1819Z1617Zc,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
BNORhc,,,not in model,not in model,not in model,,,,,,,,,
CHOPT_PALM_OLE_c,,,not in model,nonlethal,not in model,,,,,,,,,
SBTD_D2,,,not in model,not in model,not in model,,,,,,,,,
ETHAPT_OLE_OLE_c,,,not in model,not in model,not in model,,,,,,,,,
EX_colipap_e,,,nonlethal,not in model,nonlethal,,,,,,,,,
EAR180y,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
ACLSm,,,not in model,not in model,not in model,,,,,,,,,
ECA4COLIPAabctexc,,,nonlethal,not in model,nonlethal,,,,,,,,,
SUCDH_q8_m,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
pe_prod20,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
DXPS,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
D_LACDHm,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
GCC2bim,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
XYLK,,,not in model,not in model,not in model,,,,,,,,,
EX_sprm_e,,,not in model,not in model,not in model,,,,,,,,,
PSD120,,,not in model,nonlethal,nonlethal,,,,,,,,,
ACACT7r,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_fecost_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
C162OHc,,,not in model,not in model,not in model,,,,,,,,,
ACACT1r,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
FBAhc,,,not in model,not in model,not in model,,,,,,,,,
LPLPS1AGPE180,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_pe161_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
PLDAGAT18111Z18111Z1819Z2,,,not in model,not in model,not in model,,,,,,,,,
ANHMK,,,not in model,not in model,not in model,,,,,,,,,
EX_lys__L_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
SELMETAT,,,not in model,not in model,nonlethal,,,,,,,,,
IGPS,,,not in model,not in model,not in model,,,,,,,,,
ALCD4y,,,not in model,not in model,not in model,,,,,,,,,
HMGCOAS,,,not in model,not in model,not in model,,,,,,,,,
EX_thymd_e,,,not in model,not in model,not in model,,,,,,,,,
FAO80pc,,,not in model,not in model,not in model,,,,,,,,,
MANAO,,,not in model,not in model,not in model,,,,,,,,,
pe_prod9,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_occoa_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
FAMPL3,,,not in model,not in model,not in model,,,,,,,,,
ACACT10m,,,not in model,not in model,not in model,,,,,,,,,
ADK4,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_26dmani_e,,,not in model,not in model,not in model,,,,,,,,,
AGPATCOA18111Z160,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
pail_uptake,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
DHPM2,,,not in model,not in model,not in model,,,,,,,,,
OMMBLHX,,,not in model,not in model,not in model,,,,,,,,,
LYSPHEILEt,,,not in model,not in model,not in model,,,,,,,,,
DNTPPA_1,,,not in model,not in model,not in model,,,,,,,,,
AMITP,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
DGTPtm,,,not in model,nonlethal,not in model,,,,,,,,,
LPCAT_STC_STC_sn2_c,,,not in model,not in model,not in model,,,,,,,,,
DGDGGH1839Z12Z15Z1634Z7Z10Zc,,,not in model,not in model,not in model,,,,,,,,,
AGTim,,,not in model,not in model,not in model,,,,,,,,,
3HAD120_ap,,,not in model,nonlethal,nonlethal,,,,,,,,,
PLA2PC_EPA_ARA_c,,,not in model,nonlethal,not in model,,,,,,,,,
TREH,,,not in model,not in model,not in model,,,,,,,,,
SER_AL,,,not in model,not in model,not in model,,,,,,,,,
ASNNm,,,not in model,not in model,not in model,,,,,,,,,
CY_focytc_hc,,,not in model,not in model,not in model,,,,,,,,,
PLDAGAT1601819Z1602,,,not in model,not in model,not in model,,,,,,,,,
OAAAKGtm,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
URIC,,,not in model,not in model,not in model,,,,,,,,,
ACCOAhic,,,not in model,not in model,not in model,,,,,,,,,
EX_C05770_e,,,not in model,not in model,not in model,,,,,,,,,
OIVD1m,,,not in model,nonlethal,nonlethal,,,,,,,,,
EX_ins_e,,,not in model,nonlethal,nonlethal,,,,,,,,,
GSPMDA,,,not in model,not in model,not in model,,,,,,,,,
3OAS181_ap,,,not in model,nonlethal,nonlethal,,,,,,,,,
PLDAGAT18111Z18111Z1819Z1,,,not in model,not in model,not in model,,,,,,,,,
SHCHCS3,,,not in model,not in model,nonlethal,,,,,,,,,
GTHOXte,,,nonlethal,not in model,not in model,,,,,,,,,
ALDD1,,,not in model,not in model,not in model,,,,,,,,,
MCITLmc,,,nonlethal,not in model,not in model,,,,,,,,,
ADEt2,,,not in model,not in model,not in model,,,,,,,,,
FASm280,,,not in model,not in model,not in model,,,,,,,,,
UGE,,,not in model,not in model,not in model,,,,,,,,,
MCBTS,,,not in model,not in model,not in model,,,,,,,,,
PLDAGAT_OLE_EPA_DHA_PE_14_c,,,not in model,nonlethal,not in model,,,,,,,,,
FUMAC,,,not in model,not in model,not in model,,,,,,,,,
DOLK,,,not in model,not in model,not in model,,,,,,,,,
FACOAL140_ISO,,,nonlethal,nonlethal,not in model,,,,,,,,,
r2136,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
ARABDI,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_2agpe140_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
GLXCL,,,not in model,not in model,not in model,,,,,,,,,
FMETDF,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
ACPPAT181,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
PLDAGAT_HDE_ARA_HDE_PE_13_c,,,not in model,not in model,not in model,,,,,,,,,
ASPO5,,,not in model,not in model,not in model,,,,,,,,,
ACOAD7f,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
TKT2hc,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
PCt,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
PHEPHEr,,,nonlethal,not in model,not in model,,,,,,,,,
INSTabc,,,not in model,not in model,not in model,,,,,,,,,
ALDD4x,,,not in model,not in model,not in model,,,,,,,,,
CYSTRS,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
PGMm,,,not in model,not in model,not in model,,,,,,,,,
COLIPAPabctexc,,,nonlethal,not in model,nonlethal,,,,,,,,,
SK_trnaglu_c,,,nonlethal,not in model,nonlethal,,,,,,,,,
FKYNH,,,not in model,not in model,not in model,,,,,,,,,
BCAROHX,,,not in model,not in model,not in model,,,,,,,,,
ATP2t_m,,,nonlethal,not in model,not in model,,,,,,,,,
CHDCCH,,,not in model,not in model,not in model,,,,,,,,,
CYTDt2,,,not in model,not in model,not in model,,,,,,,,,
GLYCK2,,,not in model,not in model,not in model,,,,,,,,,
HACD1,,,not in model,not in model,nonlethal,,,,,,,,,
TYRTAim,,,not in model,nonlethal,nonlethal,,,,,,,,,
ORNCD,,,not in model,not in model,not in model,,,,,,,,,
3HAD60,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
DXHPScmc,,,not in model,not in model,not in model,,,,,,,,,
ARSENBt2,,,not in model,not in model,not in model,,,,,,,,,
lipid5,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
NHFRBO,,,not in model,not in model,not in model,,,,,,,,,
34HPLtm,,,nonlethal,not in model,not in model,,,,,,,,,
UGCG,,,not in model,nonlethal,nonlethal,,,,,,,,,
ACGKm,,,nonlethal,not in model,not in model,,,,,,,,,
TDPGDH,,,not in model,not in model,not in model,,,,,,,,,
EX_8aonn_e,,,not in model,not in model,not in model,,,,,,,,,
PPCSCT,,,not in model,not in model,not in model,,,,,,,,,
MYCON5,,,not in model,not in model,not in model,,,,,,,,,
KAS15,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
AHCYStr,,,not in model,nonlethal,not in model,,,,,,,,,
ACOATA,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
BUP2,,,not in model,not in model,not in model,,,,,,,,,
VNDH_2,,,not in model,not in model,not in model,,,,,,,,,
NTRARf,,,not in model,nonlethal,nonlethal,,,,,,,,,
ARBTpts,,,not in model,not in model,not in model,,,,,,,,,
3OAS120,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
POLYAO,,,not in model,not in model,not in model,,,,,,,,,
SALCHS2FEabcppc,,,not in model,not in model,not in model,,,,,,,,,
NAt3_15,,,not in model,not in model,not in model,,,,,,,,,
EX_co2_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
BZDH,,,not in model,not in model,not in model,,,,,,,,,
ALDD8,,,not in model,not in model,not in model,,,,,,,,,
EX_gm1lipa_e,,,not in model,not in model,not in model,,,,,,,,,
4H3NALDD,,,not in model,not in model,not in model,,,,,,,,,
ABUTt2r,,,not in model,not in model,not in model,,,,,,,,,
HMBS,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
HIBHc,,,not in model,not in model,not in model,,,,,,,,,
EX_zn2_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
PUNP1,,,not in model,nonlethal,nonlethal,,,,,,,,,
ADSL2r,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_amylose300_e,,,not in model,not in model,not in model,,,,,,,,,
GLMS_syn,,,nonlethal,not in model,nonlethal,,,,,,,,,
EX_lac__D_e,,,not in model,not in model,not in model,,,,,,,,,
RNTR2,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
C226CRNt,,,not in model,not in model,not in model,,,,,,,,,
EX_manb_e,,,not in model,not in model,not in model,,,,,,,,,
HSK,,,not in model,not in model,not in model,,,,,,,,,
CODH2r,,,not in model,not in model,not in model,,,,,,,,,
PLDAGAT1819Z1819Z1819Z4,,,not in model,not in model,not in model,,,,,,,,,
GLNSP1,,,not in model,not in model,not in model,,,,,,,,,
RNDR1,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
HMR_2368,,,not in model,nonlethal,not in model,,,,,,,,,
DGTCY,,,not in model,not in model,not in model,,,,,,,,,
GLUABUTt7,,,not in model,not in model,not in model,,,,,,,,,
ACOAHimc,,,not in model,not in model,not in model,,,,,,,,,
CYO1b,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
GHMT2rm,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
TYROXDAc,,,not in model,not in model,not in model,,,,,,,,,
IPDDI,,,not in model,not in model,not in model,,,,,,,,,
CHORM,,,not in model,not in model,not in model,,,,,,,,,
AGPAT140,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
3HOPCD,,,not in model,not in model,not in model,,,,,,,,,
DAGK160,,,not in model,nonlethal,nonlethal,,,,,,,,,
LPLIPAL2A140,,,not in model,nonlethal,nonlethal,,,,,,,,,
UREA,,,nonlethal,not in model,not in model,,,,,,,,,
ARGSL,,,not in model,not in model,not in model,,,,,,,,,
PLDAGAT1819Z1819Z18111Z2,,,not in model,not in model,not in model,,,,,,,,,
I2FE2SR,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
SPHMYLNt,,,not in model,not in model,not in model,,,,,,,,,
ALAGLYexR,,,not in model,nonlethal,nonlethal,,,,,,,,,
3OAS100,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
BTNCc,,,not in model,not in model,not in model,,,,,,,,,
FAS160,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
SBTD_L,,,not in model,not in model,not in model,,,,,,,,,
MPTSS,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
URIK1,,,not in model,not in model,not in model,,,,,,,,,
EX_dextrin_e,,,not in model,not in model,not in model,,,,,,,,,
FACOAL18111Z,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_pe18111Z1835Z9Z12Z_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
PYRDAT,,,not in model,nonlethal,nonlethal,,,,,,,,,
DCYTD,,,not in model,not in model,not in model,,,,,,,,,
2AGPEAT161,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_5fthf_e,,,nonlethal,not in model,not in model,,,,,,,,,
FAS180ACPm,,,not in model,not in model,not in model,,,,,,,,,
r2016,,,not in model,not in model,not in model,,,,,,,,,
ACOAD9m,,,not in model,not in model,not in model,,,,,,,,,
PLPSA21829Z12Z1835Z9Z12Z,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
NADS2,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
PLA2PC_STC_GLNA_c,,,not in model,not in model,not in model,,,,,,,,,
EX_all__D_e,,,not in model,nonlethal,not in model,,,,,,,,,
NBAH,,,not in model,not in model,not in model,,,,,,,,,
PSD180,,,not in model,nonlethal,nonlethal,,,,,,,,,
23CN2P1,,,not in model,not in model,not in model,,,,,,,,,
3OXCOAT,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
FAH120c,,,not in model,not in model,not in model,,,,,,,,,
SUCD2_u6mc,,,not in model,not in model,not in model,,,,,,,,,
SPRMt2i,,,not in model,not in model,not in model,,,,,,,,,
LPLIPAL1G180,,,not in model,nonlethal,nonlethal,,,,,,,,,
2AGPEAT141,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
NTP1,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
ETFQO_1,,,not in model,not in model,not in model,,,,,,,,,
EAR40x_ap,,,not in model,nonlethal,nonlethal,,,,,,,,,
EX_valserarg_e,,,not in model,not in model,not in model,,,,,,,,,
EX_acgam1p_e,,,not in model,not in model,not in model,,,,,,,,,
GLUt2r,,,not in model,nonlethal,nonlethal,,,,,,,,,
HMR_3684,,,not in model,nonlethal,not in model,,,,,,,,,
VALVALt,,,nonlethal,not in model,not in model,,,,,,,,,
acylpg_prod1,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
2HCO3_NAt,,,not in model,not in model,not in model,,,,,,,,,
CCP2m,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
SUCOASm,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
MTHFD2i,,,not in model,not in model,nonlethal,,,,,,,,,
EX_focytc6_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_pc_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
PED5DS18111Z1835Z9Z12Z,,,not in model,not in model,not in model,,,,,,,,,
CLBH,,,not in model,not in model,not in model,,,,,,,,,
MCCC,,,not in model,not in model,not in model,,,,,,,,,
ECOAH12m,,,not in model,not in model,not in model,,,,,,,,,
SUCBZT2,,,not in model,not in model,not in model,,,,,,,,,
XOLEST2te,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_ppco_e,,,not in model,not in model,not in model,,,,,,,,,
PSPHPL,,,not in model,not in model,not in model,,,,,,,,,
ACCOACrm,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_mlthf_e,,,nonlethal,not in model,not in model,,,,,,,,,
ALCD25yi,,,not in model,not in model,not in model,,,,,,,,,
NTPP11,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
SERt2m,,,not in model,not in model,not in model,,,,,,,,,
PCD6DS_MYRS_GLNA_sn2_c,,,not in model,not in model,not in model,,,,,,,,,
MECDPDH5,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
GLCMAN4,,,not in model,not in model,not in model,,,,,,,,,
ARUH,,,not in model,not in model,not in model,,,,,,,,,
2agpe180t,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
ACITL,,,not in model,not in model,not in model,,,,,,,,,
FACOAL182,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
SO4HCOtex,,,not in model,not in model,not in model,,,,,,,,,
AHSERL2_1,,,not in model,not in model,not in model,,,,,,,,,
VALTRSm,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
OAACITtm,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
SO4t4_3,,,not in model,not in model,not in model,,,,,,,,,
3HAD80_ap,,,not in model,nonlethal,nonlethal,,,,,,,,,
PLDPC_LNA_HDE_c,,,not in model,not in model,not in model,,,,,,,,,
EAR100y,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
3HCO3_NAt,,,not in model,not in model,not in model,,,,,,,,,
EX_tyr__L_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
CACOAL,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
pe_prod12,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_glcur_e,,,not in model,not in model,not in model,,,,,,,,,
EX_lanost_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
DAGAH_OLE_STC_c,,,not in model,not in model,not in model,,,,,,,,,
HYXNt,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_murein3p3p_e,,,not in model,not in model,not in model,,,,,,,,,
EX_cdpdddecg_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
lipid9,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
RTOT5_cho,,,not in model,not in model,not in model,,,,,,,,,
PAPA1601819Z,,,not in model,nonlethal,not in model,,,,,,,,,
SERt2r,,,not in model,nonlethal,nonlethal,,,,,,,,,
KAT4,,,not in model,nonlethal,nonlethal,,,,,,,,,
ASNtm_1,,,not in model,not in model,not in model,,,,,,,,,
SERASr,,,not in model,nonlethal,not in model,,,,,,,,,
MI145PP,,,not in model,nonlethal,nonlethal,,,,,,,,,
PLDAGAT1819Z18111Z18111Z3,,,not in model,not in model,not in model,,,,,,,,,
PLDAGAT1801819Z18111Z1,,,not in model,not in model,not in model,,,,,,,,,
ps_prod2,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
GALCTND,,,not in model,not in model,not in model,,,,,,,,,
GLUDy,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_ascb__L_e,,,not in model,not in model,not in model,,,,,,,,,
MCITS,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
A2GALT3c,,,not in model,not in model,not in model,,,,,,,,,
HMR_1627,,,not in model,not in model,not in model,,,,,,,,,
L_LACt3,,,not in model,not in model,not in model,,,,,,,,,
HXAt,,,not in model,not in model,not in model,,,,,,,,,
LIPATPT,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
APH161,,,not in model,not in model,nonlethal,,,,,,,,,
ASPabc,,,not in model,not in model,not in model,,,,,,,,,
MANTTRabc,,,not in model,not in model,not in model,,,,,,,,,
LPLIPAL2ATE140,,,not in model,nonlethal,nonlethal,,,,,,,,,
HISLYSTHRt,,,not in model,not in model,not in model,,,,,,,,,
GTPCII2,,,not in model,not in model,not in model,,,,,,,,,
CCP2mc,,,not in model,not in model,not in model,,,,,,,,,
ALDD32,,,not in model,not in model,not in model,,,,,,,,,
DATCY,,,not in model,not in model,not in model,,,,,,,,,
3OAR60_m,,,not in model,not in model,not in model,,,,,,,,,
13GS,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
PHYTEDH1,,,not in model,not in model,not in model,,,,,,,,,
GALUi,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_hdcoa_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
ACtr,,,not in model,not in model,not in model,,,,,,,,,
CHLASPc,,,not in model,not in model,not in model,,,,,,,,,
LPLPS1AGPE1819Z,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
ACHMSSELCYSL,,,not in model,not in model,not in model,,,,,,,,,
GPDDA1,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
GLYDHDA,,,not in model,not in model,not in model,,,,,,,,,
GLYBt2r,,,not in model,not in model,not in model,,,,,,,,,
FAS180_ap,,,not in model,nonlethal,nonlethal,,,,,,,,,
PRASCSi,,,not in model,not in model,not in model,,,,,,,,,
MGDGW6DS1829Z12Z1627Z10Z2c,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
LEULEUPEPT1tc,,,nonlethal,not in model,not in model,,,,,,,,,
MI14PP,,,not in model,not in model,not in model,,,,,,,,,
TAGAH1819Z18111Z1835Z9Z12Z,,,not in model,not in model,not in model,,,,,,,,,
AGPATACP_OLE_HDE,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
BUPN,,,not in model,not in model,not in model,,,,,,,,,
PERD,,,not in model,not in model,not in model,,,,,,,,,
DAGCPT,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
